[2026-05-18 03:14:30] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 03:14:30] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_189_d1_w190/training_log.txt
[2026-05-18 03:14:30] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_189_d1_w190/training_stats.csv
[2026-05-18 03:14:30] [CANDIDATE] task=representation phase=ae_alt_width index=189 search_phase=width architecture=[190]
[2026-05-18 03:14:37] [representation][ae_alt_width][cand_189_d1_w190] epoch=1 architecture=[190] train_loss=0.324202 val_loss=0.307683 best=0.301442 es=0/5
[2026-05-18 03:14:40] [representation][ae_alt_width][cand_189_d1_w190] epoch=2 architecture=[190] train_loss=0.298723 val_loss=0.305169 best=0.301442 es=0/5
[2026-05-18 03:14:42] [representation][ae_alt_width][cand_189_d1_w190] epoch=3 architecture=[190] train_loss=0.297847 val_loss=0.304002 best=0.301442 es=0/5
[2026-05-18 03:14:44] [representation][ae_alt_width][cand_189_d1_w190] epoch=4 architecture=[190] train_loss=0.296024 val_loss=0.304468 best=0.301442 es=1/5
[2026-05-18 03:14:52] [representation][ae_alt_width][cand_189_d1_w190] epoch=5 architecture=[190] train_loss=0.296231 val_loss=0.305547 best=0.301442 es=2/5
[2026-05-18 03:14:54] [representation][ae_alt_width][cand_189_d1_w190] epoch=6 architecture=[190] train_loss=0.296670 val_loss=0.305265 best=0.301442 es=3/5
[2026-05-18 03:14:57] [representation][ae_alt_width][cand_189_d1_w190] epoch=7 architecture=[190] train_loss=0.296479 val_loss=0.302337 best=0.301442 es=0/5
[2026-05-18 03:14:59] [representation][ae_alt_width][cand_189_d1_w190] epoch=8 architecture=[190] train_loss=0.296040 val_loss=0.305547 best=0.301442 es=1/5
[2026-05-18 03:15:01] [representation][ae_alt_width][cand_189_d1_w190] epoch=9 architecture=[190] train_loss=0.295965 val_loss=0.306641 best=0.301442 es=2/5
[2026-05-18 03:15:08] [representation][ae_alt_width][cand_189_d1_w190] epoch=10 architecture=[190] train_loss=0.297336 val_loss=0.304770 best=0.301442 es=3/5
[2026-05-18 03:15:10] [representation][ae_alt_width][cand_189_d1_w190] epoch=11 architecture=[190] train_loss=0.296322 val_loss=0.302981 best=0.301442 es=4/5
[2026-05-18 03:15:13] [representation][ae_alt_width][cand_189_d1_w190] epoch=12 architecture=[190] train_loss=0.296730 val_loss=0.302438 best=0.301442 es=5/5
