task,row_type,phase,architecture,best_val,best_epoch,final_epoch,test_loss,test_acc
autoencoding,ablation_stl,stl_ablation_d03_w064_64_64_64,"[64, 64, 64]",0.010044239059581626,98,103,0.010189691628288181,
autoencoding,ablation_stl,stl_ablation_d03_w096_96_96_96,"[96, 96, 96]",0.005145322418037876,68,73,0.005583663687607948,
autoencoding,ablation_stl,stl_ablation_d03_w128_128_128_128,"[128, 128, 128]",0.0045945258866481676,42,47,0.006390339663836248,
autoencoding,ablation_stl,stl_ablation_d03_w160_160_160_160,"[160, 160, 160]",0.002996892265961562,48,53,0.007411540966046318,
autoencoding,ablation_stl,stl_ablation_d03_w192_192_192_192,"[192, 192, 192]",0.0028774359026397275,34,39,0.003816524782620681,
autoencoding,ablation_stl,stl_ablation_d03_w224_224_224_224,"[224, 224, 224]",0.0027212365501297887,30,35,0.0029840946953543137,
autoencoding,ablation_stl,stl_ablation_d03_w256_256_256_256,"[256, 256, 256]",0.001856492212890022,37,42,0.0023227480720895083,
autoencoding,ablation_stl,stl_ablation_d04_w064_64_64_64_64,"[64, 64, 64, 64]",0.012035178403345862,98,103,0.012193917470649355,
autoencoding,ablation_stl,stl_ablation_d04_w096_96_96_96_96,"[96, 96, 96, 96]",0.006139894437314922,66,71,0.006446217100222428,
autoencoding,ablation_stl,stl_ablation_d04_w128_128_128_128_128,"[128, 128, 128, 128]",0.004605427719847249,50,55,0.005085351351880418,
autoencoding,ablation_stl,stl_ablation_d04_w160_160_160_160_160,"[160, 160, 160, 160]",0.0037252596917615676,39,44,0.004973581508203064,
autoencoding,ablation_stl,stl_ablation_d04_w192_192_192_192_192,"[192, 192, 192, 192]",0.003218432498466132,33,38,0.005169448409375961,
autoencoding,ablation_stl,stl_ablation_d04_w224_224_224_224_224,"[224, 224, 224, 224]",0.003282162342821967,25,30,0.005090728824768193,
autoencoding,ablation_stl,stl_ablation_d04_w256_256_256_256_256,"[256, 256, 256, 256]",0.0030984271689153036,24,29,0.004812422893174621,
autoencoding,ablation_stl,stl_ablation_d06_w064_64_64_64_64_64_64,"[64, 64, 64, 64, 64, 64]",0.026351283089102787,63,68,0.02908746859210087,
autoencoding,ablation_stl,stl_ablation_d06_w096_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96]",0.015317022431721899,39,44,0.01616389809501049,
autoencoding,ablation_stl,stl_ablation_d06_w128_128_128_128_128_128_128,"[128, 128, 128, 128, 128, 128]",0.009686878328036806,32,37,0.06871065561438926,
autoencoding,ablation_stl,stl_ablation_d06_w160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160]",0.005772569190796188,33,38,0.01387823312815271,
autoencoding,ablation_stl,stl_ablation_d06_w192_192_192_192_192_192_192,"[192, 192, 192, 192, 192, 192]",0.006141794238669947,24,29,0.012764563802661447,
autoencoding,ablation_stl,stl_ablation_d06_w224_224_224_224_224_224_224,"[224, 224, 224, 224, 224, 224]",0.0055064918528007056,21,26,0.012936698836673496,
autoencoding,ablation_stl,stl_ablation_d06_w256_256_256_256_256_256_256,"[256, 256, 256, 256, 256, 256]",0.004333186955502726,24,29,0.0070634099041457345,
autoencoding,ablation_stl,stl_ablation_d08_w064_64_64_64_64_64_64_64_64,"[64, 64, 64, 64, 64, 64, 64, 64]",0.025315877246969997,77,82,0.02572266688049009,
autoencoding,ablation_stl,stl_ablation_d08_w096_96_96_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96, 96, 96]",0.014290652536010934,50,55,0.014804801760122034,
autoencoding,ablation_stl,stl_ablation_d08_w128_128_128_128_128_128_128_128_128,"[128, 128, 128, 128, 128, 128, 128, 128]",0.01020359831680587,38,43,0.03706745476459559,
autoencoding,ablation_stl,stl_ablation_d08_w160_160_160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160, 160, 160]",0.0072433830700636866,37,42,0.024478067821273396,
autoencoding,ablation_stl,stl_ablation_d08_w192_192_192_192_192_192_192_192_192,"[192, 192, 192, 192, 192, 192, 192, 192]",0.007437025081526979,24,29,0.02701892664839451,
autoencoding,ablation_stl,stl_ablation_d08_w224_224_224_224_224_224_224_224_224,"[224, 224, 224, 224, 224, 224, 224, 224]",0.0036507875019312326,46,51,0.04381503785463995,
autoencoding,ablation_stl,stl_ablation_d08_w256_256_256_256_256_256_256_256_256,"[256, 256, 256, 256, 256, 256, 256, 256]",0.0064927563869112935,17,22,0.03157747072507501,
autoencoding,ablation_stl,stl_ablation_d10_w064_64_64_64_64_64_64_64_64_64_64,"[64, 64, 64, 64, 64, 64, 64, 64, 64, 64]",0.03837101512106445,48,53,0.03925647696282705,
autoencoding,ablation_stl,stl_ablation_d10_w096_96_96_96_96_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96, 96, 96, 96, 96]",0.010693092687881846,76,81,0.016050438514785176,
autoencoding,ablation_stl,stl_ablation_d10_w128_128_128_128_128_128_128_128_128_128_128,"[128, 128, 128, 128, 128, 128, 128, 128, 128, 128]",0.010997509196833693,40,45,0.015963700769254636,
autoencoding,ablation_stl,stl_ablation_d10_w160_160_160_160_160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160, 160, 160, 160, 160]",0.008367755080430552,35,40,0.03662323935589231,
autoencoding,ablation_stl,stl_ablation_d10_w192_192_192_192_192_192_192_192_192_192_192,"[192, 192, 192, 192, 192, 192, 192, 192, 192, 192]",0.010096093055460777,22,27,0.10210472408238608,
autoencoding,ablation_stl,stl_ablation_d10_w224_224_224_224_224_224_224_224_224_224_224,"[224, 224, 224, 224, 224, 224, 224, 224, 224, 224]",0.005834360472602188,28,33,0.09099358449189303,
autoencoding,ablation_stl,stl_ablation_d10_w256_256_256_256_256_256_256_256_256_256_256,"[256, 256, 256, 256, 256, 256, 256, 256, 256, 256]",0.009938427495113481,15,20,0.0507602201186214,
