[2026-05-16 22:27:33] Initialized ContinuousLogger for representation_random (Mode: random)
[2026-05-16 22:27:33] Logs: DAE/DNN/results/search_suite_20260516/representation/random/cand_053_d4_w14/training_log.txt
[2026-05-16 22:27:33] CSV: DAE/DNN/results/search_suite_20260516/representation/random/cand_053_d4_w14/training_stats.csv
[2026-05-16 22:27:36] [representation][random][cand_053_d4_w14] epoch=1 train_loss=1.089829 val_loss=1.020567 best=1.020567 es=0/5
[2026-05-16 22:27:39] [representation][random][cand_053_d4_w14] epoch=2 train_loss=0.994245 val_loss=0.971535 best=0.971535 es=0/5
[2026-05-16 22:27:42] [representation][random][cand_053_d4_w14] epoch=3 train_loss=0.943242 val_loss=0.928862 best=0.928862 es=0/5
[2026-05-16 22:27:45] [representation][random][cand_053_d4_w14] epoch=4 train_loss=0.909208 val_loss=0.897252 best=0.897252 es=0/5
[2026-05-16 22:27:49] [representation][random][cand_053_d4_w14] epoch=5 train_loss=0.881994 val_loss=0.871764 best=0.871764 es=0/5
[2026-05-16 22:27:52] [representation][random][cand_053_d4_w14] epoch=6 train_loss=0.857902 val_loss=0.849635 best=0.849635 es=0/5
[2026-05-16 22:27:55] [representation][random][cand_053_d4_w14] epoch=7 train_loss=0.836462 val_loss=0.829601 best=0.829601 es=0/5
[2026-05-16 22:27:58] [representation][random][cand_053_d4_w14] epoch=8 train_loss=0.817191 val_loss=0.811213 best=0.811213 es=0/5
[2026-05-16 22:28:01] [representation][random][cand_053_d4_w14] epoch=9 train_loss=0.800192 val_loss=0.794843 best=0.794843 es=0/5
[2026-05-16 22:28:04] [representation][random][cand_053_d4_w14] epoch=10 train_loss=0.784626 val_loss=0.780573 best=0.780573 es=0/5
[2026-05-16 22:28:08] [representation][random][cand_053_d4_w14] epoch=11 train_loss=0.770314 val_loss=0.766783 best=0.766783 es=0/5
[2026-05-16 22:28:11] [representation][random][cand_053_d4_w14] epoch=12 train_loss=0.757225 val_loss=0.754214 best=0.754214 es=0/5
[2026-05-16 22:28:14] [representation][random][cand_053_d4_w14] epoch=13 train_loss=0.745010 val_loss=0.742174 best=0.742174 es=0/5
[2026-05-16 22:28:17] [representation][random][cand_053_d4_w14] epoch=14 train_loss=0.733876 val_loss=0.731160 best=0.731160 es=0/5
[2026-05-16 22:28:20] [representation][random][cand_053_d4_w14] epoch=15 train_loss=0.723851 val_loss=0.721610 best=0.721610 es=0/5
[2026-05-16 22:28:23] [representation][random][cand_053_d4_w14] epoch=16 train_loss=0.714544 val_loss=0.712892 best=0.712892 es=0/5
[2026-05-16 22:28:27] [representation][random][cand_053_d4_w14] epoch=17 train_loss=0.706573 val_loss=0.705395 best=0.705395 es=0/5
[2026-05-16 22:28:30] [representation][random][cand_053_d4_w14] epoch=18 train_loss=0.699426 val_loss=0.698542 best=0.698542 es=0/5
[2026-05-16 22:28:33] [representation][random][cand_053_d4_w14] epoch=19 train_loss=0.693370 val_loss=0.692983 best=0.692983 es=0/5
[2026-05-16 22:28:36] [representation][random][cand_053_d4_w14] epoch=20 train_loss=0.687761 val_loss=0.687715 best=0.687715 es=0/5
[2026-05-16 22:28:40] [representation][random][cand_053_d4_w14] epoch=21 train_loss=0.682763 val_loss=0.682825 best=0.682825 es=0/5
[2026-05-16 22:28:43] [representation][random][cand_053_d4_w14] epoch=22 train_loss=0.678339 val_loss=0.678583 best=0.678583 es=0/5
[2026-05-16 22:28:46] [representation][random][cand_053_d4_w14] epoch=23 train_loss=0.674488 val_loss=0.674971 best=0.674971 es=0/5
[2026-05-16 22:28:49] [representation][random][cand_053_d4_w14] epoch=24 train_loss=0.671057 val_loss=0.671708 best=0.671708 es=0/5
[2026-05-16 22:28:52] [representation][random][cand_053_d4_w14] epoch=25 train_loss=0.667993 val_loss=0.668636 best=0.668636 es=0/5
[2026-05-16 22:28:56] [representation][random][cand_053_d4_w14] epoch=26 train_loss=0.665149 val_loss=0.665913 best=0.665913 es=0/5
[2026-05-16 22:28:59] [representation][random][cand_053_d4_w14] epoch=27 train_loss=0.662618 val_loss=0.663507 best=0.663507 es=0/5
[2026-05-16 22:29:02] [representation][random][cand_053_d4_w14] epoch=28 train_loss=0.660265 val_loss=0.661130 best=0.661130 es=0/5
[2026-05-16 22:29:05] [representation][random][cand_053_d4_w14] epoch=29 train_loss=0.658109 val_loss=0.659147 best=0.659147 es=0/5
[2026-05-16 22:29:08] [representation][random][cand_053_d4_w14] epoch=30 train_loss=0.656269 val_loss=0.657263 best=0.657263 es=0/5
[2026-05-16 22:29:11] [representation][random][cand_053_d4_w14] epoch=31 train_loss=0.654428 val_loss=0.655522 best=0.655522 es=0/5
[2026-05-16 22:29:14] [representation][random][cand_053_d4_w14] epoch=32 train_loss=0.652889 val_loss=0.654079 best=0.654079 es=0/5
[2026-05-16 22:29:17] [representation][random][cand_053_d4_w14] epoch=33 train_loss=0.651399 val_loss=0.652615 best=0.652615 es=0/5
[2026-05-16 22:29:20] [representation][random][cand_053_d4_w14] epoch=34 train_loss=0.649819 val_loss=0.651257 best=0.651257 es=0/5
[2026-05-16 22:29:24] [representation][random][cand_053_d4_w14] epoch=35 train_loss=0.648642 val_loss=0.649918 best=0.649918 es=0/5
[2026-05-16 22:29:27] [representation][random][cand_053_d4_w14] epoch=36 train_loss=0.647433 val_loss=0.648980 best=0.648980 es=0/5
[2026-05-16 22:29:30] [representation][random][cand_053_d4_w14] epoch=37 train_loss=0.646234 val_loss=0.647567 best=0.647567 es=0/5
[2026-05-16 22:29:33] [representation][random][cand_053_d4_w14] epoch=38 train_loss=0.644734 val_loss=0.646089 best=0.646089 es=0/5
[2026-05-16 22:29:36] [representation][random][cand_053_d4_w14] epoch=39 train_loss=0.643420 val_loss=0.645113 best=0.645113 es=0/5
[2026-05-16 22:29:39] [representation][random][cand_053_d4_w14] epoch=40 train_loss=0.642258 val_loss=0.643945 best=0.643945 es=0/5
[2026-05-16 22:29:43] [representation][random][cand_053_d4_w14] epoch=41 train_loss=0.641069 val_loss=0.642483 best=0.642483 es=0/5
[2026-05-16 22:29:46] [representation][random][cand_053_d4_w14] epoch=42 train_loss=0.639639 val_loss=0.641118 best=0.641118 es=0/5
[2026-05-16 22:29:49] [representation][random][cand_053_d4_w14] epoch=43 train_loss=0.638243 val_loss=0.640214 best=0.640214 es=0/5
[2026-05-16 22:29:52] [representation][random][cand_053_d4_w14] epoch=44 train_loss=0.637172 val_loss=0.638863 best=0.638863 es=0/5
[2026-05-16 22:29:55] [representation][random][cand_053_d4_w14] epoch=45 train_loss=0.636061 val_loss=0.638108 best=0.638108 es=0/5
[2026-05-16 22:29:58] [representation][random][cand_053_d4_w14] epoch=46 train_loss=0.635258 val_loss=0.636974 best=0.636974 es=0/5
[2026-05-16 22:30:02] [representation][random][cand_053_d4_w14] epoch=47 train_loss=0.634224 val_loss=0.636364 best=0.636364 es=0/5
[2026-05-16 22:30:05] [representation][random][cand_053_d4_w14] epoch=48 train_loss=0.633336 val_loss=0.635400 best=0.635400 es=0/5
[2026-05-16 22:30:08] [representation][random][cand_053_d4_w14] epoch=49 train_loss=0.632603 val_loss=0.634869 best=0.634869 es=0/5
[2026-05-16 22:30:11] [representation][random][cand_053_d4_w14] epoch=50 train_loss=0.631656 val_loss=0.633824 best=0.633824 es=0/5
[2026-05-16 22:30:14] [representation][random][cand_053_d4_w14] epoch=51 train_loss=0.630872 val_loss=0.633282 best=0.633282 es=0/5
[2026-05-16 22:30:17] [representation][random][cand_053_d4_w14] epoch=52 train_loss=0.630179 val_loss=0.632510 best=0.632510 es=0/5
[2026-05-16 22:30:21] [representation][random][cand_053_d4_w14] epoch=53 train_loss=0.629624 val_loss=0.631991 best=0.631991 es=0/5
[2026-05-16 22:30:24] [representation][random][cand_053_d4_w14] epoch=54 train_loss=0.629002 val_loss=0.631248 best=0.631248 es=0/5
[2026-05-16 22:30:27] [representation][random][cand_053_d4_w14] epoch=55 train_loss=0.628469 val_loss=0.630891 best=0.630891 es=0/5
[2026-05-16 22:30:30] [representation][random][cand_053_d4_w14] epoch=56 train_loss=0.627940 val_loss=0.630497 best=0.630497 es=0/5
[2026-05-16 22:30:33] [representation][random][cand_053_d4_w14] epoch=57 train_loss=0.627463 val_loss=0.629640 best=0.629640 es=0/5
[2026-05-16 22:30:36] [representation][random][cand_053_d4_w14] epoch=58 train_loss=0.626459 val_loss=0.628633 best=0.628633 es=0/5
[2026-05-16 22:30:40] [representation][random][cand_053_d4_w14] epoch=59 train_loss=0.625748 val_loss=0.628212 best=0.628212 es=0/5
[2026-05-16 22:30:43] [representation][random][cand_053_d4_w14] epoch=60 train_loss=0.625169 val_loss=0.627894 best=0.627894 es=0/5
[2026-05-16 22:30:46] [representation][random][cand_053_d4_w14] epoch=61 train_loss=0.624768 val_loss=0.627129 best=0.627129 es=0/5
[2026-05-16 22:30:49] [representation][random][cand_053_d4_w14] epoch=62 train_loss=0.624319 val_loss=0.627133 best=0.627129 es=1/5
[2026-05-16 22:30:52] [representation][random][cand_053_d4_w14] epoch=63 train_loss=0.623896 val_loss=0.626490 best=0.626490 es=0/5
[2026-05-16 22:30:55] [representation][random][cand_053_d4_w14] epoch=64 train_loss=0.623053 val_loss=0.625502 best=0.625502 es=0/5
[2026-05-16 22:30:59] [representation][random][cand_053_d4_w14] epoch=65 train_loss=0.622575 val_loss=0.625127 best=0.625127 es=0/5
[2026-05-16 22:31:02] [representation][random][cand_053_d4_w14] epoch=66 train_loss=0.622093 val_loss=0.624544 best=0.624544 es=0/5
[2026-05-16 22:31:05] [representation][random][cand_053_d4_w14] epoch=67 train_loss=0.621459 val_loss=0.624047 best=0.624047 es=0/5
[2026-05-16 22:31:08] [representation][random][cand_053_d4_w14] epoch=68 train_loss=0.621507 val_loss=0.624137 best=0.624047 es=1/5
[2026-05-16 22:31:11] [representation][random][cand_053_d4_w14] epoch=69 train_loss=0.621118 val_loss=0.623509 best=0.623509 es=0/5
[2026-05-16 22:31:14] [representation][random][cand_053_d4_w14] epoch=70 train_loss=0.620430 val_loss=0.623039 best=0.623039 es=0/5
[2026-05-16 22:31:17] [representation][random][cand_053_d4_w14] epoch=71 train_loss=0.620115 val_loss=0.622974 best=0.623039 es=1/5
[2026-05-16 22:31:21] [representation][random][cand_053_d4_w14] epoch=72 train_loss=0.619951 val_loss=0.622873 best=0.622873 es=0/5
[2026-05-16 22:31:24] [representation][random][cand_053_d4_w14] epoch=73 train_loss=0.619907 val_loss=0.623018 best=0.622873 es=1/5
[2026-05-16 22:31:27] [representation][random][cand_053_d4_w14] epoch=74 train_loss=0.619471 val_loss=0.622408 best=0.622408 es=0/5
[2026-05-16 22:31:30] [representation][random][cand_053_d4_w14] epoch=75 train_loss=0.619112 val_loss=0.621808 best=0.621808 es=0/5
