[2026-06-12 21:38:30] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-12 21:38:30] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_02/simulation/cand_522_d5_w106/training_log.txt
[2026-06-12 21:38:30] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_02/simulation/cand_522_d5_w106/training_stats.csv
[2026-06-12 21:38:30] Epoch 1 | architecture=[106, 106, 106, 106, 99] train_loss=0.006134 val_loss=0.004329 best=0.004329 es=0/10
[2026-06-12 21:38:30] Epoch 1 | architecture=[106, 106, 106, 106, 99] train_loss=0.003675 val_loss=0.004555 best=0.004555 es=0/10
[2026-06-12 21:38:31] Epoch 1 | architecture=[106, 106, 106, 106, 99] train_loss=0.002847 val_loss=0.001336 best=0.001336 es=0/10
[2026-06-12 21:38:31] Epoch 1 | architecture=[106, 106, 106, 106, 99] train_loss=0.002944 val_loss=0.000911 best=0.000911 es=0/10
[2026-06-12 21:38:31] Epoch 1 | architecture=[106, 106, 106, 106, 99] train_loss=0.003192 val_loss=0.001288 best=0.001288 es=0/10
[2026-06-12 21:38:31] Epoch 1 | architecture=[106, 106, 106, 106, 99] train_loss=0.002104 val_loss=0.002296 best=0.002296 es=0/10
[2026-06-12 21:38:31] Epoch 1 | architecture=[106, 106, 106, 106, 99] train_loss=0.002423 val_loss=0.001809 best=0.001809 es=0/10
[2026-06-12 21:38:32] Epoch 1 | architecture=[106, 106, 106, 106, 99] train_loss=0.001275 val_loss=0.000984 best=0.000984 es=0/10
[2026-06-12 21:38:32] Epoch 1 | architecture=[106, 106, 106, 106, 99] train_loss=0.000826 val_loss=0.000405 best=0.000405 es=0/10
[2026-06-12 21:38:32] Epoch 1 | architecture=[106, 106, 106, 106, 99] train_loss=0.001193 val_loss=0.000667 best=0.000667 es=0/10
[2026-06-12 21:38:32] Epoch 1 | architecture=[106, 106, 106, 106, 99] train_loss=0.003689 val_loss=0.001041 best=0.001041 es=0/10
[2026-06-12 21:38:32] Epoch 1 | architecture=[106, 106, 106, 106, 99] train_loss=0.000907 val_loss=0.000434 best=0.000434 es=0/10
[2026-06-12 21:38:32] Epoch 1 | architecture=[106, 106, 106, 106, 99] train_loss=0.000587 val_loss=0.000620 best=0.000620 es=0/10
[2026-06-12 21:38:33] Epoch 1 | architecture=[106, 106, 106, 106, 99] train_loss=0.001434 val_loss=0.000454 best=0.000454 es=0/10
[2026-06-12 21:38:33] Epoch 1 | architecture=[106, 106, 106, 106, 99] train_loss=0.001048 val_loss=0.000261 best=0.000261 es=0/10
[2026-06-12 21:38:33] Epoch 1 | architecture=[106, 106, 106, 106, 99] train_loss=0.002297 val_loss=0.000688 best=0.000688 es=0/10
[2026-06-12 21:38:33] Epoch 1 | architecture=[106, 106, 106, 106, 99] train_loss=0.000655 val_loss=0.000639 best=0.000639 es=0/10
[2026-06-12 21:38:34] Epoch 1 | architecture=[106, 106, 106, 106, 99] train_loss=0.002158 val_loss=0.000299 best=0.000299 es=0/10
[2026-06-12 21:38:34] Epoch 1 | architecture=[106, 106, 106, 106, 99] train_loss=0.000445 val_loss=0.000286 best=0.000286 es=0/10
[2026-06-12 21:38:34] Epoch 1 | architecture=[106, 106, 106, 106, 99] train_loss=0.000874 val_loss=0.000636 best=0.000636 es=0/10
[2026-06-12 21:38:34] Epoch 1 | architecture=[106, 106, 106, 106, 99] train_loss=0.001019 val_loss=0.000284 best=0.000284 es=0/10
[2026-06-12 21:38:34] Epoch 1 | architecture=[106, 106, 106, 106, 99] train_loss=0.000794 val_loss=0.000200 best=0.000200 es=0/10
[2026-06-12 21:38:35] Epoch 1 | architecture=[106, 106, 106, 106, 99] train_loss=0.000570 val_loss=0.000204 best=0.000204 es=0/10
[2026-06-12 21:38:35] Epoch 1 | architecture=[106, 106, 106, 106, 99] train_loss=0.000646 val_loss=0.000177 best=0.000177 es=0/10
[2026-06-12 21:38:35] Epoch 1 | architecture=[106, 106, 106, 106, 99] train_loss=0.001144 val_loss=0.000186 best=0.000186 es=0/10
