[2026-05-16 18:04:41] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 18:04:41] Logs: DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_020_d2_w22/training_log.txt
[2026-05-16 18:04:41] CSV: DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_020_d2_w22/training_stats.csv
[2026-05-16 18:04:43] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=1 train_loss=0.478070 val_loss=0.468589 best=0.468589 es=0/5
[2026-05-16 18:04:46] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=2 train_loss=0.460582 val_loss=0.461998 best=0.461998 es=0/5
[2026-05-16 18:04:48] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=3 train_loss=0.456659 val_loss=0.459484 best=0.459484 es=0/5
[2026-05-16 18:04:50] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=4 train_loss=0.454738 val_loss=0.457803 best=0.457803 es=0/5
[2026-05-16 18:04:53] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=5 train_loss=0.453502 val_loss=0.456545 best=0.456545 es=0/5
[2026-05-16 18:04:55] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=6 train_loss=0.452113 val_loss=0.455065 best=0.455065 es=0/5
[2026-05-16 18:04:57] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=7 train_loss=0.450667 val_loss=0.453461 best=0.453461 es=0/5
[2026-05-16 18:05:00] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=8 train_loss=0.449098 val_loss=0.451616 best=0.451616 es=0/5
[2026-05-16 18:05:02] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=9 train_loss=0.447153 val_loss=0.449803 best=0.449803 es=0/5
[2026-05-16 18:05:05] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=10 train_loss=0.445296 val_loss=0.447835 best=0.447835 es=0/5
[2026-05-16 18:05:07] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=11 train_loss=0.443645 val_loss=0.446155 best=0.446155 es=0/5
[2026-05-16 18:05:09] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=12 train_loss=0.442246 val_loss=0.444752 best=0.444752 es=0/5
[2026-05-16 18:05:12] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=13 train_loss=0.440838 val_loss=0.443620 best=0.443620 es=0/5
[2026-05-16 18:05:14] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=14 train_loss=0.439868 val_loss=0.442724 best=0.442724 es=0/5
[2026-05-16 18:05:17] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=15 train_loss=0.439118 val_loss=0.442151 best=0.442151 es=0/5
[2026-05-16 18:05:19] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=16 train_loss=0.438574 val_loss=0.441583 best=0.441583 es=0/5
[2026-05-16 18:05:22] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=17 train_loss=0.438138 val_loss=0.441203 best=0.441203 es=0/5
[2026-05-16 18:05:24] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=18 train_loss=0.437758 val_loss=0.440868 best=0.440868 es=0/5
[2026-05-16 18:05:26] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=19 train_loss=0.437575 val_loss=0.440670 best=0.440670 es=0/5
[2026-05-16 18:05:29] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=20 train_loss=0.437406 val_loss=0.440578 best=0.440670 es=1/5
[2026-05-16 18:05:31] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=21 train_loss=0.437169 val_loss=0.440439 best=0.440439 es=0/5
[2026-05-16 18:05:33] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=22 train_loss=0.437020 val_loss=0.440260 best=0.440260 es=0/5
[2026-05-16 18:05:36] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=23 train_loss=0.437001 val_loss=0.440198 best=0.440260 es=1/5
[2026-05-16 18:05:38] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=24 train_loss=0.436873 val_loss=0.440157 best=0.440157 es=0/5
[2026-05-16 18:05:41] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=25 train_loss=0.436751 val_loss=0.439967 best=0.439967 es=0/5
[2026-05-16 18:05:43] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=26 train_loss=0.436682 val_loss=0.439867 best=0.439967 es=1/5
[2026-05-16 18:05:46] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=27 train_loss=0.436545 val_loss=0.439781 best=0.439781 es=0/5
[2026-05-16 18:05:48] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=28 train_loss=0.436499 val_loss=0.439768 best=0.439781 es=1/5
[2026-05-16 18:05:51] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=29 train_loss=0.436484 val_loss=0.439763 best=0.439781 es=2/5
[2026-05-16 18:05:53] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=30 train_loss=0.436334 val_loss=0.439695 best=0.439781 es=3/5
[2026-05-16 18:05:55] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=31 train_loss=0.436285 val_loss=0.439670 best=0.439670 es=0/5
[2026-05-16 18:05:58] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=32 train_loss=0.436302 val_loss=0.439647 best=0.439670 es=1/5
[2026-05-16 18:06:00] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=33 train_loss=0.436347 val_loss=0.439578 best=0.439670 es=2/5
[2026-05-16 18:06:03] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=34 train_loss=0.436281 val_loss=0.439625 best=0.439670 es=3/5
[2026-05-16 18:06:05] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=35 train_loss=0.436254 val_loss=0.439492 best=0.439492 es=0/5
[2026-05-16 18:06:07] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=36 train_loss=0.436289 val_loss=0.439483 best=0.439492 es=1/5
[2026-05-16 18:06:10] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=37 train_loss=0.436192 val_loss=0.439473 best=0.439492 es=2/5
[2026-05-16 18:06:12] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=38 train_loss=0.436058 val_loss=0.439356 best=0.439356 es=0/5
[2026-05-16 18:06:14] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=39 train_loss=0.436178 val_loss=0.439336 best=0.439356 es=1/5
[2026-05-16 18:06:17] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=40 train_loss=0.436035 val_loss=0.439471 best=0.439356 es=2/5
[2026-05-16 18:06:19] [autoencoding][ae_width_to_depth][cand_020_d2_w22] epoch=41 train_loss=0.436069 val_loss=0.439341 best=0.439356 es=3/5
