[2026-06-14 01:49:30] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-14 01:49:30] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_03/simulation/cand_069_d2_w49/training_log.txt
[2026-06-14 01:49:30] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_03/simulation/cand_069_d2_w49/training_stats.csv
[2026-06-14 01:49:30] Epoch 1 | architecture=[49, 21] train_loss=0.011236 val_loss=0.010284 best=0.010284 es=0/10
[2026-06-14 01:49:30] Epoch 1 | architecture=[49, 21] train_loss=0.008059 val_loss=0.013844 best=0.013844 es=0/10
[2026-06-14 01:49:31] Epoch 1 | architecture=[49, 21] train_loss=0.008706 val_loss=0.017991 best=0.017991 es=0/10
[2026-06-14 01:49:31] Epoch 1 | architecture=[49, 21] train_loss=0.007186 val_loss=0.019114 best=0.019114 es=0/10
[2026-06-14 01:49:31] Epoch 1 | architecture=[49, 21] train_loss=0.006450 val_loss=0.019513 best=0.019513 es=0/10
[2026-06-14 01:49:31] Epoch 1 | architecture=[49, 21] train_loss=0.006116 val_loss=0.013222 best=0.013222 es=0/10
[2026-06-14 01:49:32] Epoch 1 | architecture=[49, 21] train_loss=0.005104 val_loss=0.009785 best=0.009785 es=0/10
[2026-06-14 01:49:32] Epoch 1 | architecture=[49, 21] train_loss=0.005214 val_loss=0.008431 best=0.008431 es=0/10
[2026-06-14 01:49:33] Epoch 1 | architecture=[49, 21] train_loss=0.005988 val_loss=0.006942 best=0.006942 es=0/10
[2026-06-14 01:49:33] Epoch 1 | architecture=[49, 21] train_loss=0.005856 val_loss=0.007231 best=0.007231 es=0/10
[2026-06-14 01:49:33] Epoch 1 | architecture=[49, 21] train_loss=0.004675 val_loss=0.008155 best=0.008155 es=0/10
[2026-06-14 01:49:33] Epoch 1 | architecture=[49, 21] train_loss=0.004940 val_loss=0.008911 best=0.008911 es=0/10
[2026-06-14 01:49:34] Epoch 1 | architecture=[49, 21] train_loss=0.004620 val_loss=0.008553 best=0.008553 es=0/10
[2026-06-14 01:49:34] Epoch 1 | architecture=[49, 21] train_loss=0.004492 val_loss=0.007633 best=0.007633 es=0/10
[2026-06-14 01:49:34] Epoch 1 | architecture=[49, 21] train_loss=0.005640 val_loss=0.007285 best=0.007285 es=0/10
[2026-06-14 01:49:35] Epoch 1 | architecture=[49, 21] train_loss=0.004563 val_loss=0.006716 best=0.006716 es=0/10
[2026-06-14 01:49:35] Epoch 1 | architecture=[49, 21] train_loss=0.004389 val_loss=0.006249 best=0.006249 es=0/10
[2026-06-14 01:49:35] Epoch 1 | architecture=[49, 21] train_loss=0.005826 val_loss=0.005889 best=0.005889 es=0/10
[2026-06-14 01:49:36] Epoch 1 | architecture=[49, 21] train_loss=0.005215 val_loss=0.005572 best=0.005572 es=0/10
[2026-06-14 01:49:36] Epoch 1 | architecture=[49, 21] train_loss=0.004285 val_loss=0.005170 best=0.005170 es=0/10
[2026-06-14 01:49:36] Epoch 1 | architecture=[49, 21] train_loss=0.004346 val_loss=0.005217 best=0.005217 es=0/10
[2026-06-14 01:49:37] Epoch 1 | architecture=[49, 21] train_loss=0.004046 val_loss=0.005329 best=0.005329 es=0/10
[2026-06-14 01:49:37] Epoch 1 | architecture=[49, 21] train_loss=0.005118 val_loss=0.005379 best=0.005379 es=0/10
[2026-06-14 01:49:37] Epoch 1 | architecture=[49, 21] train_loss=0.006509 val_loss=0.005711 best=0.005711 es=0/10
[2026-06-14 01:49:38] Epoch 1 | architecture=[49, 21] train_loss=0.007223 val_loss=0.005520 best=0.005520 es=0/10
[2026-06-14 01:49:38] Epoch 1 | architecture=[49, 21] train_loss=0.005374 val_loss=0.004923 best=0.004923 es=0/10
[2026-06-14 01:49:38] Epoch 1 | architecture=[49, 21] train_loss=0.004052 val_loss=0.004681 best=0.004681 es=0/10
[2026-06-14 01:49:38] Epoch 1 | architecture=[49, 21] train_loss=0.005036 val_loss=0.005111 best=0.005111 es=0/10
[2026-06-14 01:49:39] Epoch 1 | architecture=[49, 21] train_loss=0.004558 val_loss=0.004854 best=0.004854 es=0/10
[2026-06-14 01:49:39] Epoch 1 | architecture=[49, 21] train_loss=0.004738 val_loss=0.004977 best=0.004977 es=0/10
[2026-06-14 01:49:39] Epoch 1 | architecture=[49, 21] train_loss=0.006447 val_loss=0.004926 best=0.004926 es=0/10
[2026-06-14 01:49:40] Epoch 1 | architecture=[49, 21] train_loss=0.004909 val_loss=0.004916 best=0.004916 es=0/10
[2026-06-14 01:49:40] Epoch 1 | architecture=[49, 21] train_loss=0.004164 val_loss=0.005402 best=0.005402 es=0/10
[2026-06-14 01:49:40] Epoch 1 | architecture=[49, 21] train_loss=0.004042 val_loss=0.005369 best=0.005369 es=0/10
[2026-06-14 01:49:41] Epoch 1 | architecture=[49, 21] train_loss=0.004132 val_loss=0.004894 best=0.004894 es=0/10
[2026-06-14 01:49:41] Epoch 1 | architecture=[49, 21] train_loss=0.006405 val_loss=0.004684 best=0.004684 es=0/10
[2026-06-14 01:49:41] Epoch 1 | architecture=[49, 21] train_loss=0.003934 val_loss=0.004884 best=0.004884 es=0/10
