[2026-05-30 06:19:35] Initialized ContinuousLogger for denoising_ae_width_only (Mode: ae_width_only)
[2026-05-30 06:19:35] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/denoising_d1/denoising/ae_width_only/cand_048_d1_w49/training_log.txt
[2026-05-30 06:19:35] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/denoising_d1/denoising/ae_width_only/cand_048_d1_w49/training_stats.csv
[2026-05-30 06:19:35] [CANDIDATE] task=denoising phase=ae_width_only index=48 search_phase=width architecture=[49]
[2026-05-30 06:19:40] [denoising][ae_width_only][cand_048_d1_w49] epoch=1 architecture=[49] train_loss=0.019795 val_loss=0.018100 candidate_best=0.018100 global_best=0.017563 es=0/10
[2026-05-30 06:19:46] [denoising][ae_width_only][cand_048_d1_w49] epoch=2 architecture=[49] train_loss=0.018611 val_loss=0.017557 candidate_best=0.017557 global_best=0.017557 es=0/10
[2026-05-30 06:19:52] [denoising][ae_width_only][cand_048_d1_w49] epoch=3 architecture=[49] train_loss=0.018151 val_loss=0.017330 candidate_best=0.017330 global_best=0.017330 es=0/10
[2026-05-30 06:19:58] [denoising][ae_width_only][cand_048_d1_w49] epoch=4 architecture=[49] train_loss=0.017930 val_loss=0.017101 candidate_best=0.017101 global_best=0.017101 es=0/10
[2026-05-30 06:20:04] [denoising][ae_width_only][cand_048_d1_w49] epoch=5 architecture=[49] train_loss=0.017734 val_loss=0.016898 candidate_best=0.016898 global_best=0.016898 es=0/10
[2026-05-30 06:20:09] [denoising][ae_width_only][cand_048_d1_w49] epoch=6 architecture=[49] train_loss=0.017456 val_loss=0.016541 candidate_best=0.016541 global_best=0.016541 es=0/10
[2026-05-30 06:20:15] [denoising][ae_width_only][cand_048_d1_w49] epoch=7 architecture=[49] train_loss=0.017539 val_loss=0.016011 candidate_best=0.016011 global_best=0.016011 es=0/10
[2026-05-30 06:20:20] [denoising][ae_width_only][cand_048_d1_w49] epoch=8 architecture=[49] train_loss=0.016286 val_loss=0.015315 candidate_best=0.015315 global_best=0.015315 es=0/10
[2026-05-30 06:20:26] [denoising][ae_width_only][cand_048_d1_w49] epoch=9 architecture=[49] train_loss=0.015406 val_loss=0.014560 candidate_best=0.014560 global_best=0.014560 es=0/10
[2026-05-30 06:20:31] [denoising][ae_width_only][cand_048_d1_w49] epoch=10 architecture=[49] train_loss=0.014718 val_loss=0.013810 candidate_best=0.013810 global_best=0.013810 es=0/10
[2026-05-30 06:20:37] [denoising][ae_width_only][cand_048_d1_w49] epoch=11 architecture=[49] train_loss=0.014363 val_loss=0.013520 candidate_best=0.013520 global_best=0.013520 es=0/10
