[2026-05-16 11:28:51] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 11:28:51] Logs: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_031_d2_w33/training_log.txt
[2026-05-16 11:28:51] CSV: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_031_d2_w33/training_stats.csv
[2026-05-16 11:28:54] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=1 train_loss=0.257297 val_loss=0.245761 best=0.245761 es=0/5
[2026-05-16 11:28:56] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=2 train_loss=0.249722 val_loss=0.242312 best=0.242312 es=0/5
[2026-05-16 11:28:59] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=3 train_loss=0.248318 val_loss=0.241051 best=0.241051 es=0/5
[2026-05-16 11:29:01] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=4 train_loss=0.247154 val_loss=0.240077 best=0.240077 es=0/5
[2026-05-16 11:29:04] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=5 train_loss=0.245940 val_loss=0.238836 best=0.238836 es=0/5
[2026-05-16 11:29:06] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=6 train_loss=0.244736 val_loss=0.237603 best=0.237603 es=0/5
[2026-05-16 11:29:09] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=7 train_loss=0.243209 val_loss=0.236008 best=0.236008 es=0/5
[2026-05-16 11:29:11] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=8 train_loss=0.241629 val_loss=0.234084 best=0.234084 es=0/5
[2026-05-16 11:29:14] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=9 train_loss=0.239813 val_loss=0.232349 best=0.232349 es=0/5
[2026-05-16 11:29:16] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=10 train_loss=0.237836 val_loss=0.230419 best=0.230419 es=0/5
[2026-05-16 11:29:19] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=11 train_loss=0.236204 val_loss=0.228802 best=0.228802 es=0/5
[2026-05-16 11:29:21] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=12 train_loss=0.234910 val_loss=0.227660 best=0.227660 es=0/5
[2026-05-16 11:29:24] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=13 train_loss=0.233594 val_loss=0.226238 best=0.226238 es=0/5
[2026-05-16 11:29:26] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=14 train_loss=0.232509 val_loss=0.225383 best=0.225383 es=0/5
[2026-05-16 11:29:28] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=15 train_loss=0.231690 val_loss=0.224551 best=0.224551 es=0/5
[2026-05-16 11:29:31] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=16 train_loss=0.231075 val_loss=0.224138 best=0.224138 es=0/5
[2026-05-16 11:29:33] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=17 train_loss=0.230712 val_loss=0.223659 best=0.223659 es=0/5
[2026-05-16 11:29:36] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=18 train_loss=0.230324 val_loss=0.223377 best=0.223377 es=0/5
[2026-05-16 11:29:39] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=19 train_loss=0.230065 val_loss=0.223226 best=0.223226 es=0/5
[2026-05-16 11:29:41] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=20 train_loss=0.229823 val_loss=0.223207 best=0.223226 es=1/5
[2026-05-16 11:29:44] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=21 train_loss=0.229827 val_loss=0.223013 best=0.223013 es=0/5
[2026-05-16 11:29:46] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=22 train_loss=0.229705 val_loss=0.222670 best=0.222670 es=0/5
[2026-05-16 11:29:49] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=23 train_loss=0.229637 val_loss=0.222585 best=0.222670 es=1/5
[2026-05-16 11:29:51] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=24 train_loss=0.229592 val_loss=0.222671 best=0.222670 es=2/5
[2026-05-16 11:29:54] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=25 train_loss=0.229541 val_loss=0.222632 best=0.222670 es=3/5
[2026-05-16 11:29:56] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=26 train_loss=0.229416 val_loss=0.222493 best=0.222493 es=0/5
[2026-05-16 11:29:59] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=27 train_loss=0.229499 val_loss=0.222499 best=0.222493 es=1/5
[2026-05-16 11:30:01] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=28 train_loss=0.229224 val_loss=0.222469 best=0.222493 es=2/5
[2026-05-16 11:30:04] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=29 train_loss=0.229376 val_loss=0.222513 best=0.222493 es=3/5
[2026-05-16 11:30:06] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=30 train_loss=0.229419 val_loss=0.222542 best=0.222493 es=4/5
[2026-05-16 11:30:09] [representation][ae_width_to_depth][cand_031_d2_w33] epoch=31 train_loss=0.229174 val_loss=0.222587 best=0.222493 es=5/5
