[2026-06-11 01:04:58] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-11 01:04:58] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_01/simulation/cand_194_d3_w81/training_log.txt
[2026-06-11 01:04:58] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_01/simulation/cand_194_d3_w81/training_stats.csv
[2026-06-11 01:04:58] Epoch 1 | architecture=[81, 81, 33] train_loss=0.014299 val_loss=0.008053 best=0.008053 es=0/10
[2026-06-11 01:04:58] Epoch 1 | architecture=[81, 81, 33] train_loss=0.006464 val_loss=0.010133 best=0.010133 es=0/10
[2026-06-11 01:04:59] Epoch 1 | architecture=[81, 81, 33] train_loss=0.007519 val_loss=0.004817 best=0.004817 es=0/10
[2026-06-11 01:04:59] Epoch 1 | architecture=[81, 81, 33] train_loss=0.003472 val_loss=0.007196 best=0.007196 es=0/10
[2026-06-11 01:04:59] Epoch 1 | architecture=[81, 81, 33] train_loss=0.004438 val_loss=0.005026 best=0.005026 es=0/10
[2026-06-11 01:04:59] Epoch 1 | architecture=[81, 81, 33] train_loss=0.003266 val_loss=0.002190 best=0.002190 es=0/10
[2026-06-11 01:04:59] Epoch 1 | architecture=[81, 81, 33] train_loss=0.002513 val_loss=0.003585 best=0.003585 es=0/10
[2026-06-11 01:05:00] Epoch 1 | architecture=[81, 81, 33] train_loss=0.002975 val_loss=0.002746 best=0.002746 es=0/10
[2026-06-11 01:05:00] Epoch 1 | architecture=[81, 81, 33] train_loss=0.001732 val_loss=0.001553 best=0.001553 es=0/10
[2026-06-11 01:05:00] Epoch 1 | architecture=[81, 81, 33] train_loss=0.002316 val_loss=0.002136 best=0.002136 es=0/10
[2026-06-11 01:05:00] Epoch 1 | architecture=[81, 81, 33] train_loss=0.002087 val_loss=0.001569 best=0.001569 es=0/10
[2026-06-11 01:05:00] Epoch 1 | architecture=[81, 81, 33] train_loss=0.001610 val_loss=0.001524 best=0.001524 es=0/10
[2026-06-11 01:05:01] Epoch 1 | architecture=[81, 81, 33] train_loss=0.001376 val_loss=0.001774 best=0.001774 es=0/10
[2026-06-11 01:05:01] Epoch 1 | architecture=[81, 81, 33] train_loss=0.002155 val_loss=0.001629 best=0.001629 es=0/10
[2026-06-11 01:05:01] Epoch 1 | architecture=[81, 81, 33] train_loss=0.001120 val_loss=0.001255 best=0.001255 es=0/10
[2026-06-11 01:05:01] Epoch 1 | architecture=[81, 81, 33] train_loss=0.001427 val_loss=0.001398 best=0.001398 es=0/10
[2026-06-11 01:05:02] Epoch 1 | architecture=[81, 81, 33] train_loss=0.001570 val_loss=0.001152 best=0.001152 es=0/10
[2026-06-11 01:05:02] Epoch 1 | architecture=[81, 81, 33] train_loss=0.001402 val_loss=0.001336 best=0.001336 es=0/10
[2026-06-11 01:05:02] Epoch 1 | architecture=[81, 81, 33] train_loss=0.001442 val_loss=0.001374 best=0.001374 es=0/10
[2026-06-11 01:05:02] Epoch 1 | architecture=[81, 81, 33] train_loss=0.001263 val_loss=0.001330 best=0.001330 es=0/10
[2026-06-11 01:05:03] Epoch 1 | architecture=[81, 81, 33] train_loss=0.001435 val_loss=0.001117 best=0.001117 es=0/10
[2026-06-11 01:05:03] Epoch 1 | architecture=[81, 81, 33] train_loss=0.002392 val_loss=0.001166 best=0.001166 es=0/10
[2026-06-11 01:05:03] Epoch 1 | architecture=[81, 81, 33] train_loss=0.000971 val_loss=0.001061 best=0.001061 es=0/10
[2026-06-11 01:05:03] Epoch 1 | architecture=[81, 81, 33] train_loss=0.001201 val_loss=0.001184 best=0.001184 es=0/10
[2026-06-11 01:05:04] Epoch 1 | architecture=[81, 81, 33] train_loss=0.000940 val_loss=0.001249 best=0.001249 es=0/10
[2026-06-11 01:05:04] Epoch 1 | architecture=[81, 81, 33] train_loss=0.001071 val_loss=0.001042 best=0.001042 es=0/10
[2026-06-11 01:05:04] Epoch 1 | architecture=[81, 81, 33] train_loss=0.000844 val_loss=0.001395 best=0.001395 es=0/10
[2026-06-11 01:05:04] Epoch 1 | architecture=[81, 81, 33] train_loss=0.001243 val_loss=0.000966 best=0.000966 es=0/10
[2026-06-11 01:05:04] Epoch 1 | architecture=[81, 81, 33] train_loss=0.002163 val_loss=0.001118 best=0.001118 es=0/10
[2026-06-11 01:05:05] Epoch 1 | architecture=[81, 81, 33] train_loss=0.000779 val_loss=0.001195 best=0.001195 es=0/10
[2026-06-11 01:05:05] Epoch 1 | architecture=[81, 81, 33] train_loss=0.001626 val_loss=0.001246 best=0.001246 es=0/10
[2026-06-11 01:05:05] Epoch 1 | architecture=[81, 81, 33] train_loss=0.001528 val_loss=0.001017 best=0.001017 es=0/10
[2026-06-11 01:05:06] Epoch 1 | architecture=[81, 81, 33] train_loss=0.001729 val_loss=0.001215 best=0.001215 es=0/10
[2026-06-11 01:05:06] Epoch 1 | architecture=[81, 81, 33] train_loss=0.001204 val_loss=0.001045 best=0.001045 es=0/10
[2026-06-11 01:05:06] Epoch 1 | architecture=[81, 81, 33] train_loss=0.002549 val_loss=0.001128 best=0.001128 es=0/10
[2026-06-11 01:05:06] Epoch 1 | architecture=[81, 81, 33] train_loss=0.001248 val_loss=0.001303 best=0.001303 es=0/10
