task,phase,phase_type,best_val,best_epoch,final_epoch,test_loss,test_acc,best_checkpoint,candidate_dir
simulation,ae_width_only,width_only,0.00033023394644260406,28,28,,,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/simulation_d4/simulation/ae_width_only/cand_213_d4_w55/checkpoint_best.pt,cand_213_d4_w55
simulation,stl_from_ae_width_only,stl_refit,0.005171560682356358,208,218,0.012940295971930027,,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/simulation_d4/simulation/stl_from_ae_width_only/cand_000_d4_w55/checkpoint_best.pt,cand_000_d4_w55
