[2026-05-18 01:35:42] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 01:35:42] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_054_d1_w55/training_log.txt
[2026-05-18 01:35:42] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_054_d1_w55/training_stats.csv
[2026-05-18 01:35:42] [CANDIDATE] task=representation phase=ae_alt_width index=54 search_phase=width architecture=[55]
[2026-05-18 01:35:47] [representation][ae_alt_width][cand_054_d1_w55] epoch=1 architecture=[55] train_loss=0.419881 val_loss=0.418898 best=0.417612 es=0/5
[2026-05-18 01:35:49] [representation][ae_alt_width][cand_054_d1_w55] epoch=2 architecture=[55] train_loss=0.415708 val_loss=0.417886 best=0.417612 es=0/5
[2026-05-18 01:35:51] [representation][ae_alt_width][cand_054_d1_w55] epoch=3 architecture=[55] train_loss=0.415233 val_loss=0.418491 best=0.417612 es=1/5
[2026-05-18 01:35:53] [representation][ae_alt_width][cand_054_d1_w55] epoch=4 architecture=[55] train_loss=0.415174 val_loss=0.418125 best=0.417612 es=2/5
[2026-05-18 01:35:58] [representation][ae_alt_width][cand_054_d1_w55] epoch=5 architecture=[55] train_loss=0.415371 val_loss=0.417764 best=0.417612 es=0/5
[2026-05-18 01:36:00] [representation][ae_alt_width][cand_054_d1_w55] epoch=6 architecture=[55] train_loss=0.415377 val_loss=0.417129 best=0.417129 es=0/5
[2026-05-18 01:36:02] [representation][ae_alt_width][cand_054_d1_w55] epoch=7 architecture=[55] train_loss=0.415034 val_loss=0.417631 best=0.417129 es=1/5
[2026-05-18 01:36:05] [representation][ae_alt_width][cand_054_d1_w55] epoch=8 architecture=[55] train_loss=0.414820 val_loss=0.417546 best=0.417129 es=2/5
[2026-05-18 01:36:07] [representation][ae_alt_width][cand_054_d1_w55] epoch=9 architecture=[55] train_loss=0.414236 val_loss=0.417315 best=0.417129 es=3/5
[2026-05-18 01:36:12] [representation][ae_alt_width][cand_054_d1_w55] epoch=10 architecture=[55] train_loss=0.413926 val_loss=0.416544 best=0.416544 es=0/5
[2026-05-18 01:36:14] [representation][ae_alt_width][cand_054_d1_w55] epoch=11 architecture=[55] train_loss=0.414077 val_loss=0.416335 best=0.416335 es=0/5
[2026-05-18 01:36:16] [representation][ae_alt_width][cand_054_d1_w55] epoch=12 architecture=[55] train_loss=0.413686 val_loss=0.416238 best=0.416335 es=1/5
[2026-05-18 01:36:19] [representation][ae_alt_width][cand_054_d1_w55] epoch=13 architecture=[55] train_loss=0.413999 val_loss=0.416739 best=0.416335 es=2/5
[2026-05-18 01:36:21] [representation][ae_alt_width][cand_054_d1_w55] epoch=14 architecture=[55] train_loss=0.413973 val_loss=0.416403 best=0.416335 es=3/5
[2026-05-18 01:36:25] [representation][ae_alt_width][cand_054_d1_w55] epoch=15 architecture=[55] train_loss=0.413895 val_loss=0.417011 best=0.416335 es=4/5
[2026-05-18 01:36:28] [representation][ae_alt_width][cand_054_d1_w55] epoch=16 architecture=[55] train_loss=0.413942 val_loss=0.416167 best=0.416167 es=0/5
[2026-05-18 01:36:30] [representation][ae_alt_width][cand_054_d1_w55] epoch=17 architecture=[55] train_loss=0.413750 val_loss=0.416098 best=0.416167 es=1/5
