[2026-05-18 01:56:38] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 01:56:38] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_081_d1_w82/training_log.txt
[2026-05-18 01:56:38] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_081_d1_w82/training_stats.csv
[2026-05-18 01:56:38] [CANDIDATE] task=representation phase=ae_alt_width index=81 search_phase=width architecture=[82]
[2026-05-18 01:56:43] [representation][ae_alt_width][cand_081_d1_w82] epoch=1 architecture=[82] train_loss=0.387689 val_loss=0.383974 best=0.381030 es=0/5
[2026-05-18 01:56:46] [representation][ae_alt_width][cand_081_d1_w82] epoch=2 architecture=[82] train_loss=0.379641 val_loss=0.382012 best=0.381030 es=0/5
[2026-05-18 01:56:48] [representation][ae_alt_width][cand_081_d1_w82] epoch=3 architecture=[82] train_loss=0.379040 val_loss=0.382324 best=0.381030 es=1/5
[2026-05-18 01:56:51] [representation][ae_alt_width][cand_081_d1_w82] epoch=4 architecture=[82] train_loss=0.378234 val_loss=0.381229 best=0.381030 es=0/5
[2026-05-18 01:56:56] [representation][ae_alt_width][cand_081_d1_w82] epoch=5 architecture=[82] train_loss=0.378504 val_loss=0.380915 best=0.380915 es=0/5
[2026-05-18 01:56:58] [representation][ae_alt_width][cand_081_d1_w82] epoch=6 architecture=[82] train_loss=0.378278 val_loss=0.382312 best=0.380915 es=1/5
[2026-05-18 01:57:00] [representation][ae_alt_width][cand_081_d1_w82] epoch=7 architecture=[82] train_loss=0.379374 val_loss=0.380695 best=0.380695 es=0/5
[2026-05-18 01:57:03] [representation][ae_alt_width][cand_081_d1_w82] epoch=8 architecture=[82] train_loss=0.378341 val_loss=0.381887 best=0.380695 es=1/5
[2026-05-18 01:57:05] [representation][ae_alt_width][cand_081_d1_w82] epoch=9 architecture=[82] train_loss=0.377945 val_loss=0.381700 best=0.380695 es=2/5
[2026-05-18 01:57:10] [representation][ae_alt_width][cand_081_d1_w82] epoch=10 architecture=[82] train_loss=0.378690 val_loss=0.380200 best=0.380200 es=0/5
[2026-05-18 01:57:13] [representation][ae_alt_width][cand_081_d1_w82] epoch=11 architecture=[82] train_loss=0.377909 val_loss=0.380004 best=0.380004 es=0/5
[2026-05-18 01:57:15] [representation][ae_alt_width][cand_081_d1_w82] epoch=12 architecture=[82] train_loss=0.377282 val_loss=0.380724 best=0.380004 es=1/5
[2026-05-18 01:57:17] [representation][ae_alt_width][cand_081_d1_w82] epoch=13 architecture=[82] train_loss=0.378456 val_loss=0.379767 best=0.379767 es=0/5
[2026-05-18 01:57:20] [representation][ae_alt_width][cand_081_d1_w82] epoch=14 architecture=[82] train_loss=0.377116 val_loss=0.379954 best=0.379767 es=1/5
[2026-05-18 01:57:25] [representation][ae_alt_width][cand_081_d1_w82] epoch=15 architecture=[82] train_loss=0.376910 val_loss=0.379295 best=0.379295 es=0/5
[2026-05-18 01:57:27] [representation][ae_alt_width][cand_081_d1_w82] epoch=16 architecture=[82] train_loss=0.377269 val_loss=0.382858 best=0.379295 es=1/5
[2026-05-18 01:57:29] [representation][ae_alt_width][cand_081_d1_w82] epoch=17 architecture=[82] train_loss=0.378081 val_loss=0.382342 best=0.379295 es=2/5
[2026-05-18 01:57:32] [representation][ae_alt_width][cand_081_d1_w82] epoch=18 architecture=[82] train_loss=0.377524 val_loss=0.379405 best=0.379295 es=3/5
[2026-05-18 01:57:34] [representation][ae_alt_width][cand_081_d1_w82] epoch=19 architecture=[82] train_loss=0.376973 val_loss=0.379951 best=0.379295 es=4/5
[2026-05-18 01:57:39] [representation][ae_alt_width][cand_081_d1_w82] epoch=20 architecture=[82] train_loss=0.376735 val_loss=0.381122 best=0.379295 es=5/5
