task,repeat,row_type,phase,architecture,parameter_count,best_val,best_epoch,final_epoch,test_loss,test_acc
autoencoding,1,ablation_stl,stl_ablation_r01_d10_w0026_26_26_26_26_26_26_26_26_26_26,"[26, 26, 26, 26, 26, 26, 26, 26, 26, 26]",9726,0.36873831863512146,59,69,0.42588521158460707,
autoencoding,2,ablation_stl,stl_ablation_r02_d10_w0026_26_26_26_26_26_26_26_26_26_26,"[26, 26, 26, 26, 26, 26, 26, 26, 26, 26]",9726,0.36726125959687234,61,71,0.4269012428880532,
autoencoding,3,ablation_stl,stl_ablation_r03_d10_w0026_26_26_26_26_26_26_26_26_26_26,"[26, 26, 26, 26, 26, 26, 26, 26, 26, 26]",9726,0.36342584653798626,101,111,0.4256084824332259,
autoencoding,4,ablation_stl,stl_ablation_r04_d10_w0026_26_26_26_26_26_26_26_26_26_26,"[26, 26, 26, 26, 26, 26, 26, 26, 26, 26]",9726,0.37075262381744023,66,76,0.4260021838349292,
autoencoding,5,ablation_stl,stl_ablation_r05_d10_w0026_26_26_26_26_26_26_26_26_26_26,"[26, 26, 26, 26, 26, 26, 26, 26, 26, 26]",9726,0.36412247851673324,57,67,0.43197276475827534,
