task,repeat,ablation_phase,ablation_architecture,ablation_parameter_count,ablation_best_val,reference_kind,reference_phase,reference_architecture,reference_best_val,winner,winner_value
generation,4,stl_ablation_r04_d10_w1046_1046_1046_1046_1046_1046_1046_1046_1046_1046_1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,1.0081560752834626,adp,ae_alt_depth,"[96, 96, 96, 95, 95, 95]",0.0006986494569825253,adp,0.0006986494569825253
generation,4,stl_ablation_r04_d10_w1046_1046_1046_1046_1046_1046_1046_1046_1046_1046_1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,1.0081560752834626,adp,ae_alt_width,[59],0.0002478960616071772,adp,0.0002478960616071772
generation,4,stl_ablation_r04_d10_w1046_1046_1046_1046_1046_1046_1046_1046_1046_1046_1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,1.0081560752834626,adp,ae_width_to_depth,[56],0.00030846853092664195,adp,0.00030846853092664195
generation,4,stl_ablation_r04_d10_w1046_1046_1046_1046_1046_1046_1046_1046_1046_1046_1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,1.0081560752834626,adp,ae_depth_to_width,"[140, 140, 140, 140, 140, 139, 139, 139, 139, 139]",0.0017876370103866402,adp,0.0017876370103866402
generation,4,stl_ablation_r04_d10_w1046_1046_1046_1046_1046_1046_1046_1046_1046_1046_1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,1.0081560752834626,paired_stl,stl_from_ae_alt_depth,"[96, 96, 96, 95, 95, 95]",1.0084564424632525,ablation_stl,1.0081560752834626
generation,4,stl_ablation_r04_d10_w1046_1046_1046_1046_1046_1046_1046_1046_1046_1046_1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,1.0081560752834626,paired_stl,stl_from_ae_alt_width,[59],1.0086552017443058,ablation_stl,1.0081560752834626
generation,4,stl_ablation_r04_d10_w1046_1046_1046_1046_1046_1046_1046_1046_1046_1046_1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,1.0081560752834626,paired_stl,stl_from_ae_width_to_depth,[56],1.0086094048092533,ablation_stl,1.0081560752834626
generation,4,stl_ablation_r04_d10_w1046_1046_1046_1046_1046_1046_1046_1046_1046_1046_1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,1.0081560752834626,paired_stl,stl_from_ae_depth_to_width,"[140, 140, 140, 140, 140, 139, 139, 139, 139, 139]",1.008332533725857,ablation_stl,1.0081560752834626
generation,5,stl_ablation_r05_d10_w1046_1046_1046_1046_1046_1046_1046_1046_1046_1046_1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,1.008191745153313,adp,ae_alt_depth,"[96, 96, 96, 95, 95, 95]",0.0006986494569825253,adp,0.0006986494569825253
generation,5,stl_ablation_r05_d10_w1046_1046_1046_1046_1046_1046_1046_1046_1046_1046_1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,1.008191745153313,adp,ae_alt_width,[59],0.0002478960616071772,adp,0.0002478960616071772
generation,5,stl_ablation_r05_d10_w1046_1046_1046_1046_1046_1046_1046_1046_1046_1046_1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,1.008191745153313,adp,ae_width_to_depth,[56],0.00030846853092664195,adp,0.00030846853092664195
generation,5,stl_ablation_r05_d10_w1046_1046_1046_1046_1046_1046_1046_1046_1046_1046_1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,1.008191745153313,adp,ae_depth_to_width,"[140, 140, 140, 140, 140, 139, 139, 139, 139, 139]",0.0017876370103866402,adp,0.0017876370103866402
generation,5,stl_ablation_r05_d10_w1046_1046_1046_1046_1046_1046_1046_1046_1046_1046_1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,1.008191745153313,paired_stl,stl_from_ae_alt_depth,"[96, 96, 96, 95, 95, 95]",1.0084564424632525,ablation_stl,1.008191745153313
generation,5,stl_ablation_r05_d10_w1046_1046_1046_1046_1046_1046_1046_1046_1046_1046_1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,1.008191745153313,paired_stl,stl_from_ae_alt_width,[59],1.0086552017443058,ablation_stl,1.008191745153313
generation,5,stl_ablation_r05_d10_w1046_1046_1046_1046_1046_1046_1046_1046_1046_1046_1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,1.008191745153313,paired_stl,stl_from_ae_width_to_depth,[56],1.0086094048092533,ablation_stl,1.008191745153313
generation,5,stl_ablation_r05_d10_w1046_1046_1046_1046_1046_1046_1046_1046_1046_1046_1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,1.008191745153313,paired_stl,stl_from_ae_depth_to_width,"[140, 140, 140, 140, 140, 139, 139, 139, 139, 139]",1.008332533725857,ablation_stl,1.008191745153313
