[2026-05-20 09:38:49] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 09:38:49] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_082_d1_w83/training_log.txt
[2026-05-20 09:38:49] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_082_d1_w83/training_stats.csv
[2026-05-20 09:38:49] [CANDIDATE] task=autoencoding phase=ae_alt_width index=82 search_phase=width architecture=[83]
[2026-05-20 09:38:51] [autoencoding][ae_alt_width][cand_082_d1_w83] epoch=1 architecture=[83] train_loss=0.003320 val_loss=0.002323 best=0.001906 es=0/5
[2026-05-20 09:38:54] [autoencoding][ae_alt_width][cand_082_d1_w83] epoch=2 architecture=[83] train_loss=0.002539 val_loss=0.001977 best=0.001906 es=0/5
[2026-05-20 09:38:56] [autoencoding][ae_alt_width][cand_082_d1_w83] epoch=3 architecture=[83] train_loss=0.002308 val_loss=0.001911 best=0.001906 es=1/5
[2026-05-20 09:38:58] [autoencoding][ae_alt_width][cand_082_d1_w83] epoch=4 architecture=[83] train_loss=0.002287 val_loss=0.001930 best=0.001906 es=2/5
[2026-05-20 09:39:01] [autoencoding][ae_alt_width][cand_082_d1_w83] epoch=5 architecture=[83] train_loss=0.002305 val_loss=0.001861 best=0.001861 es=0/5
[2026-05-20 09:39:03] [autoencoding][ae_alt_width][cand_082_d1_w83] epoch=6 architecture=[83] train_loss=0.002390 val_loss=0.001909 best=0.001861 es=1/5
[2026-05-20 09:39:05] [autoencoding][ae_alt_width][cand_082_d1_w83] epoch=7 architecture=[83] train_loss=0.002233 val_loss=0.001840 best=0.001861 es=2/5
[2026-05-20 09:39:08] [autoencoding][ae_alt_width][cand_082_d1_w83] epoch=8 architecture=[83] train_loss=0.002162 val_loss=0.001787 best=0.001861 es=3/5
[2026-05-20 09:39:10] [autoencoding][ae_alt_width][cand_082_d1_w83] epoch=9 architecture=[83] train_loss=0.002197 val_loss=0.001845 best=0.001861 es=4/5
[2026-05-20 09:39:13] [autoencoding][ae_alt_width][cand_082_d1_w83] epoch=10 architecture=[83] train_loss=0.002214 val_loss=0.001727 best=0.001727 es=0/5
[2026-05-20 09:39:15] [autoencoding][ae_alt_width][cand_082_d1_w83] epoch=11 architecture=[83] train_loss=0.002415 val_loss=0.001876 best=0.001727 es=1/5
[2026-05-20 09:39:17] [autoencoding][ae_alt_width][cand_082_d1_w83] epoch=12 architecture=[83] train_loss=0.002599 val_loss=0.001961 best=0.001727 es=2/5
[2026-05-20 09:39:19] [autoencoding][ae_alt_width][cand_082_d1_w83] epoch=13 architecture=[83] train_loss=0.002325 val_loss=0.001781 best=0.001727 es=3/5
[2026-05-20 09:39:22] [autoencoding][ae_alt_width][cand_082_d1_w83] epoch=14 architecture=[83] train_loss=0.002129 val_loss=0.001759 best=0.001727 es=4/5
[2026-05-20 09:39:24] [autoencoding][ae_alt_width][cand_082_d1_w83] epoch=15 architecture=[83] train_loss=0.002043 val_loss=0.001788 best=0.001727 es=5/5
