[2026-05-30 06:22:20] Initialized ContinuousLogger for autoencoding_stl_from_ae_width_only (Mode: stl_from_ae_width_only)
[2026-05-30 06:22:20] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/autoencoding_d1/autoencoding/stl_from_ae_width_only/cand_000_d1_w95/training_log.txt
[2026-05-30 06:22:20] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/autoencoding_d1/autoencoding/stl_from_ae_width_only/cand_000_d1_w95/training_stats.csv
[2026-05-30 06:22:26] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=1 architecture=[95] train_loss=0.992374 val_loss=0.846647 candidate_best=0.846647 global_best=0.846647 es=0/10
[2026-05-30 06:22:32] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=2 architecture=[95] train_loss=0.735252 val_loss=0.635599 candidate_best=0.635599 global_best=0.635599 es=0/10
[2026-05-30 06:22:38] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=3 architecture=[95] train_loss=0.554920 val_loss=0.473835 candidate_best=0.473835 global_best=0.473835 es=0/10
[2026-05-30 06:22:44] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=4 architecture=[95] train_loss=0.415605 val_loss=0.349088 candidate_best=0.349088 global_best=0.349088 es=0/10
[2026-05-30 06:22:51] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=5 architecture=[95] train_loss=0.305265 val_loss=0.252125 candidate_best=0.252125 global_best=0.252125 es=0/10
[2026-05-30 06:22:57] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=6 architecture=[95] train_loss=0.218984 val_loss=0.175979 candidate_best=0.175979 global_best=0.175979 es=0/10
[2026-05-30 06:23:03] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=7 architecture=[95] train_loss=0.154054 val_loss=0.120414 candidate_best=0.120414 global_best=0.120414 es=0/10
[2026-05-30 06:23:10] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=8 architecture=[95] train_loss=0.108716 val_loss=0.082158 candidate_best=0.082158 global_best=0.082158 es=0/10
[2026-05-30 06:23:16] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=9 architecture=[95] train_loss=0.078435 val_loss=0.060316 candidate_best=0.060316 global_best=0.060316 es=0/10
[2026-05-30 06:23:22] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=10 architecture=[95] train_loss=0.060838 val_loss=0.045578 candidate_best=0.045578 global_best=0.045578 es=0/10
[2026-05-30 06:23:28] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=11 architecture=[95] train_loss=0.048522 val_loss=0.037592 candidate_best=0.037592 global_best=0.037592 es=0/10
[2026-05-30 06:23:35] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=12 architecture=[95] train_loss=0.040543 val_loss=0.032030 candidate_best=0.032030 global_best=0.032030 es=0/10
[2026-05-30 06:23:41] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=13 architecture=[95] train_loss=0.035009 val_loss=0.027585 candidate_best=0.027585 global_best=0.027585 es=0/10
[2026-05-30 06:23:47] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=14 architecture=[95] train_loss=0.030867 val_loss=0.024560 candidate_best=0.024560 global_best=0.024560 es=0/10
[2026-05-30 06:23:53] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=15 architecture=[95] train_loss=0.027231 val_loss=0.021939 candidate_best=0.021939 global_best=0.021939 es=0/10
[2026-05-30 06:24:00] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=16 architecture=[95] train_loss=0.024793 val_loss=0.020031 candidate_best=0.020031 global_best=0.020031 es=0/10
[2026-05-30 06:24:06] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=17 architecture=[95] train_loss=0.022417 val_loss=0.018123 candidate_best=0.018123 global_best=0.018123 es=0/10
[2026-05-30 06:24:12] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=18 architecture=[95] train_loss=0.020423 val_loss=0.016724 candidate_best=0.016724 global_best=0.016724 es=0/10
[2026-05-30 06:24:18] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=19 architecture=[95] train_loss=0.018703 val_loss=0.015284 candidate_best=0.015284 global_best=0.015284 es=0/10
[2026-05-30 06:24:25] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=20 architecture=[95] train_loss=0.017387 val_loss=0.014343 candidate_best=0.014343 global_best=0.014343 es=0/10
[2026-05-30 06:24:31] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=21 architecture=[95] train_loss=0.016212 val_loss=0.013350 candidate_best=0.013350 global_best=0.013350 es=0/10
[2026-05-30 06:24:37] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=22 architecture=[95] train_loss=0.015300 val_loss=0.012244 candidate_best=0.012244 global_best=0.012244 es=0/10
[2026-05-30 06:24:43] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=23 architecture=[95] train_loss=0.014054 val_loss=0.011594 candidate_best=0.011594 global_best=0.011594 es=0/10
[2026-05-30 06:24:50] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=24 architecture=[95] train_loss=0.013418 val_loss=0.010807 candidate_best=0.010807 global_best=0.010807 es=0/10
[2026-05-30 06:24:56] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=25 architecture=[95] train_loss=0.012429 val_loss=0.010284 candidate_best=0.010284 global_best=0.010284 es=0/10
[2026-05-30 06:25:02] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=26 architecture=[95] train_loss=0.011838 val_loss=0.009892 candidate_best=0.009892 global_best=0.009892 es=0/10
[2026-05-30 06:25:08] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=27 architecture=[95] train_loss=0.011149 val_loss=0.009191 candidate_best=0.009191 global_best=0.009191 es=0/10
[2026-05-30 06:25:14] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=28 architecture=[95] train_loss=0.011100 val_loss=0.008795 candidate_best=0.008795 global_best=0.008795 es=0/10
[2026-05-30 06:25:21] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=29 architecture=[95] train_loss=0.010225 val_loss=0.008417 candidate_best=0.008417 global_best=0.008417 es=0/10
[2026-05-30 06:25:27] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=30 architecture=[95] train_loss=0.009722 val_loss=0.008082 candidate_best=0.008082 global_best=0.008082 es=0/10
[2026-05-30 06:25:33] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=31 architecture=[95] train_loss=0.009405 val_loss=0.007662 candidate_best=0.007662 global_best=0.007662 es=0/10
[2026-05-30 06:25:39] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=32 architecture=[95] train_loss=0.009139 val_loss=0.007477 candidate_best=0.007477 global_best=0.007477 es=0/10
[2026-05-30 06:25:46] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=33 architecture=[95] train_loss=0.008701 val_loss=0.007128 candidate_best=0.007128 global_best=0.007128 es=0/10
[2026-05-30 06:25:52] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=34 architecture=[95] train_loss=0.008324 val_loss=0.006845 candidate_best=0.006845 global_best=0.006845 es=0/10
[2026-05-30 06:25:58] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=35 architecture=[95] train_loss=0.008168 val_loss=0.006664 candidate_best=0.006664 global_best=0.006664 es=0/10
[2026-05-30 06:26:04] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=36 architecture=[95] train_loss=0.007908 val_loss=0.006400 candidate_best=0.006400 global_best=0.006400 es=0/10
[2026-05-30 06:26:11] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=37 architecture=[95] train_loss=0.007585 val_loss=0.006162 candidate_best=0.006162 global_best=0.006162 es=0/10
[2026-05-30 06:26:17] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=38 architecture=[95] train_loss=0.007311 val_loss=0.005934 candidate_best=0.005934 global_best=0.005934 es=0/10
[2026-05-30 06:26:23] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=39 architecture=[95] train_loss=0.007274 val_loss=0.005817 candidate_best=0.005817 global_best=0.005817 es=0/10
[2026-05-30 06:26:29] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=40 architecture=[95] train_loss=0.006806 val_loss=0.005583 candidate_best=0.005583 global_best=0.005583 es=0/10
[2026-05-30 06:26:36] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=41 architecture=[95] train_loss=0.006756 val_loss=0.005470 candidate_best=0.005470 global_best=0.005470 es=0/10
[2026-05-30 06:26:42] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=42 architecture=[95] train_loss=0.006554 val_loss=0.005320 candidate_best=0.005320 global_best=0.005320 es=0/10
[2026-05-30 06:26:48] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=43 architecture=[95] train_loss=0.006446 val_loss=0.005257 candidate_best=0.005320 global_best=0.005320 es=1/10
[2026-05-30 06:26:54] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=44 architecture=[95] train_loss=0.006494 val_loss=0.005113 candidate_best=0.005113 global_best=0.005113 es=0/10
[2026-05-30 06:27:00] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=45 architecture=[95] train_loss=0.006187 val_loss=0.004948 candidate_best=0.004948 global_best=0.004948 es=0/10
[2026-05-30 06:27:07] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=46 architecture=[95] train_loss=0.006136 val_loss=0.004838 candidate_best=0.004838 global_best=0.004838 es=0/10
[2026-05-30 06:27:13] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=47 architecture=[95] train_loss=0.005884 val_loss=0.004755 candidate_best=0.004838 global_best=0.004838 es=1/10
[2026-05-30 06:27:19] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=48 architecture=[95] train_loss=0.005846 val_loss=0.004668 candidate_best=0.004668 global_best=0.004668 es=0/10
[2026-05-30 06:27:25] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=49 architecture=[95] train_loss=0.005578 val_loss=0.004582 candidate_best=0.004668 global_best=0.004668 es=1/10
[2026-05-30 06:27:32] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=50 architecture=[95] train_loss=0.005486 val_loss=0.004439 candidate_best=0.004439 global_best=0.004439 es=0/10
[2026-05-30 06:27:38] [autoencoding][stl_from_ae_width_only][cand_000_d1_w95] epoch=51 architecture=[95] train_loss=0.005355 val_loss=0.004355 candidate_best=0.004439 global_best=0.004439 es=1/10
