timestamp,model,mode,epoch,width,depth,train_loss,val_loss,task,phase,candidate_dir,neurons,best_val,best_epoch,es_counter,improved,train_acc,val_acc,throughput
2026-06-20 14:15:06,anomaly_stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,7,192,8,0.5488489866256714,0.7722630500793457,anomaly,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,cand_000_d8_w192,1590,0.7722630500793457,7,0,True,,,
2026-06-20 14:15:17,anomaly_stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,8,192,8,0.7464051246643066,0.7713351249694824,anomaly,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,cand_000_d8_w192,1590,0.7713351249694824,8,0,True,,,
2026-06-20 14:15:28,anomaly_stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,9,192,8,0.7454777359962463,0.7703543305397034,anomaly,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,cand_000_d8_w192,1590,0.7703543305397034,9,0,True,,,
2026-06-20 14:15:47,anomaly_stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,10,192,8,0.7444982528686523,0.7693446278572083,anomaly,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,cand_000_d8_w192,1590,0.7693446278572083,10,0,True,,,
2026-06-20 14:16:03,anomaly_stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,11,192,8,0.7434896230697632,0.7683106064796448,anomaly,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,cand_000_d8_w192,1590,0.7683106064796448,11,0,True,,,
2026-06-20 14:16:19,anomaly_stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,12,192,8,0.7424571514129639,0.7672666311264038,anomaly,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,cand_000_d8_w192,1590,0.7672666311264038,12,0,True,,,
2026-06-20 14:16:33,anomaly_stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,13,192,8,0.7414157390594482,0.7662156224250793,anomaly,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,cand_000_d8_w192,1590,0.7662156224250793,13,0,True,,,
2026-06-20 14:16:48,anomaly_stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,14,192,8,0.7403672933578491,0.7651634812355042,anomaly,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,cand_000_d8_w192,1590,0.7651634812355042,14,0,True,,,
2026-06-20 14:17:07,anomaly_stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,15,192,8,0.7393175363540649,0.7641015648841858,anomaly,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,cand_000_d8_w192,1590,0.7641015648841858,15,0,True,,,
2026-06-20 15:27:21,anomaly_stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,16,192,8,0.4339301884174347,0.7622676491737366,anomaly,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,cand_000_d8_w192,1590,0.7622676491737366,16,0,True,,,
2026-06-20 15:27:44,anomaly_stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,17,192,8,0.7363836765289307,0.7612443566322327,anomaly,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,cand_000_d8_w192,1590,0.7612443566322327,17,0,True,,,
2026-06-20 15:28:04,anomaly_stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,18,192,8,0.7353633642196655,0.760161280632019,anomaly,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,cand_000_d8_w192,1590,0.760161280632019,18,0,True,,,
2026-06-20 15:28:25,anomaly_stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,19,192,8,0.7342840433120728,0.7590336799621582,anomaly,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,cand_000_d8_w192,1590,0.7590336799621582,19,0,True,,,
2026-06-20 15:38:49,anomaly_stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,20,192,8,0.3623366057872772,0.7570206522941589,anomaly,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,cand_000_d8_w192,1590,0.7570206522941589,20,0,True,,,,0.591552885936302
2026-06-20 15:39:05,anomaly_stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,21,192,8,0.7311200499534607,0.7557306289672852,anomaly,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,cand_000_d8_w192,1590,0.7557306289672852,21,0,True,,,,
2026-06-20 15:39:23,anomaly_stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,22,192,8,0.72983717918396,0.7542551159858704,anomaly,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,cand_000_d8_w192,1590,0.7542551159858704,22,0,True,,,,
2026-06-20 16:25:07,anomaly_stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,23,192,8,0.3187422752380371,0.7512583136558533,anomaly,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,cand_000_d8_w192,1590,0.7512583136558533,23,0,True,,,
2026-06-20 16:25:23,anomaly_stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,24,192,8,0.7253616452217102,0.7492489218711853,anomaly,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,cand_000_d8_w192,1590,0.7492489218711853,24,0,True,,,
2026-06-20 16:48:55,anomaly_stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,25,192,8,0.2890649139881134,0.7449044585227966,anomaly,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,cand_000_d8_w192,1590,0.7449044585227966,25,0,True,,,,0.597066310886933
2026-06-20 16:49:02,anomaly_stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,26,192,8,0.7190343737602234,0.7417219281196594,anomaly,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,cand_000_d8_w192,1590,0.7417219281196594,26,0,True,,,,
2026-06-20 16:49:13,anomaly_stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,27,192,8,0.7158730626106262,0.7374990582466125,anomaly,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,cand_000_d8_w192,1590,0.7374990582466125,27,0,True,,,,
2026-06-20 16:49:24,anomaly_stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,28,192,8,0.7116793394088745,0.7321652173995972,anomaly,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,cand_000_d8_w192,1590,0.7321652173995972,28,0,True,,,,
2026-06-20 16:49:34,anomaly_stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,29,192,8,0.7063862681388855,0.7256152629852295,anomaly,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,cand_000_d8_w192,1590,0.7256152629852295,29,0,True,,,,
2026-06-20 16:49:52,anomaly_stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,30,192,8,0.6998826265335083,0.7176218032836914,anomaly,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,cand_000_d8_w192,1590,0.7176218032836914,30,0,True,,,,0.6029348592643193
2026-06-20 16:50:08,anomaly_stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,31,192,8,0.6919443011283875,0.7078548669815063,anomaly,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,cand_000_d8_w192,1590,0.7078548669815063,31,0,True,,,,
2026-06-20 16:50:27,anomaly_stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,32,192,8,0.6822421550750732,0.6961608529090881,anomaly,stl_ablation_r01_d08_w0192_192_192_192_192_192_192_192_192,cand_000_d8_w192,1590,0.6961608529090881,32,0,True,,,,
