[2026-05-16 16:17:20] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 16:17:20] Logs: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_510_d3_w512/training_log.txt
[2026-05-16 16:17:20] CSV: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_510_d3_w512/training_stats.csv
[2026-05-16 16:17:24] [representation][ae_width_to_depth][cand_510_d3_w512] epoch=1 train_loss=8.547690 val_loss=0.944505 best=0.944505 es=0/5
[2026-05-16 16:17:28] [representation][ae_width_to_depth][cand_510_d3_w512] epoch=2 train_loss=0.362839 val_loss=0.387079 best=0.387079 es=0/5
[2026-05-16 16:17:31] [representation][ae_width_to_depth][cand_510_d3_w512] epoch=3 train_loss=0.099213 val_loss=0.094853 best=0.094853 es=0/5
[2026-05-16 16:17:35] [representation][ae_width_to_depth][cand_510_d3_w512] epoch=4 train_loss=0.160502 val_loss=0.031295 best=0.031295 es=0/5
[2026-05-16 16:17:38] [representation][ae_width_to_depth][cand_510_d3_w512] epoch=5 train_loss=0.044717 val_loss=0.023965 best=0.023965 es=0/5
[2026-05-16 16:17:42] [representation][ae_width_to_depth][cand_510_d3_w512] epoch=6 train_loss=0.037647 val_loss=0.017891 best=0.017891 es=0/5
[2026-05-16 16:17:46] [representation][ae_width_to_depth][cand_510_d3_w512] epoch=7 train_loss=0.024810 val_loss=0.016947 best=0.016947 es=0/5
[2026-05-16 16:17:49] [representation][ae_width_to_depth][cand_510_d3_w512] epoch=8 train_loss=0.023148 val_loss=0.013959 best=0.013959 es=0/5
[2026-05-16 16:17:53] [representation][ae_width_to_depth][cand_510_d3_w512] epoch=9 train_loss=0.033031 val_loss=0.013108 best=0.013108 es=0/5
[2026-05-16 16:17:57] [representation][ae_width_to_depth][cand_510_d3_w512] epoch=10 train_loss=0.015580 val_loss=0.011740 best=0.011740 es=0/5
[2026-05-16 16:18:00] [representation][ae_width_to_depth][cand_510_d3_w512] epoch=11 train_loss=0.042235 val_loss=0.012336 best=0.011740 es=1/5
[2026-05-16 16:18:04] [representation][ae_width_to_depth][cand_510_d3_w512] epoch=12 train_loss=0.016408 val_loss=0.011823 best=0.011740 es=2/5
[2026-05-16 16:18:08] [representation][ae_width_to_depth][cand_510_d3_w512] epoch=13 train_loss=0.023569 val_loss=0.008868 best=0.008868 es=0/5
[2026-05-16 16:18:11] [representation][ae_width_to_depth][cand_510_d3_w512] epoch=14 train_loss=0.009984 val_loss=0.008215 best=0.008215 es=0/5
[2026-05-16 16:18:15] [representation][ae_width_to_depth][cand_510_d3_w512] epoch=15 train_loss=0.012082 val_loss=0.009959 best=0.008215 es=1/5
[2026-05-16 16:18:19] [representation][ae_width_to_depth][cand_510_d3_w512] epoch=16 train_loss=0.015646 val_loss=0.009557 best=0.008215 es=2/5
[2026-05-16 16:18:22] [representation][ae_width_to_depth][cand_510_d3_w512] epoch=17 train_loss=0.010956 val_loss=0.007329 best=0.007329 es=0/5
[2026-05-16 16:18:26] [representation][ae_width_to_depth][cand_510_d3_w512] epoch=18 train_loss=0.007917 val_loss=0.005957 best=0.005957 es=0/5
[2026-05-16 16:18:30] [representation][ae_width_to_depth][cand_510_d3_w512] epoch=19 train_loss=0.007211 val_loss=0.006233 best=0.005957 es=1/5
[2026-05-16 16:18:33] [representation][ae_width_to_depth][cand_510_d3_w512] epoch=20 train_loss=0.007709 val_loss=0.006053 best=0.005957 es=2/5
[2026-05-16 16:18:37] [representation][ae_width_to_depth][cand_510_d3_w512] epoch=21 train_loss=0.007468 val_loss=0.004329 best=0.004329 es=0/5
[2026-05-16 16:18:40] [representation][ae_width_to_depth][cand_510_d3_w512] epoch=22 train_loss=0.006071 val_loss=0.004605 best=0.004329 es=1/5
[2026-05-16 16:18:44] [representation][ae_width_to_depth][cand_510_d3_w512] epoch=23 train_loss=0.005874 val_loss=0.004444 best=0.004329 es=2/5
[2026-05-16 16:18:47] [representation][ae_width_to_depth][cand_510_d3_w512] epoch=24 train_loss=0.006873 val_loss=0.007257 best=0.004329 es=3/5
[2026-05-16 16:18:51] [representation][ae_width_to_depth][cand_510_d3_w512] epoch=25 train_loss=0.017418 val_loss=0.009135 best=0.004329 es=4/5
[2026-05-16 16:18:55] [representation][ae_width_to_depth][cand_510_d3_w512] epoch=26 train_loss=0.009428 val_loss=0.006103 best=0.004329 es=5/5
