task,repeat,row_type,phase,architecture,parameter_count,best_val,best_epoch,final_epoch,test_loss,test_acc
classification,4,ablation_stl,stl_ablation_r04_d02_w0010_10_10,"[10, 10]",777,0.5419037965047326,173,183,0.5369463621225109,0.770520300855407
classification,5,ablation_stl,stl_ablation_r05_d02_w0010_10_10,"[10, 10]",777,0.5462089347200437,120,130,0.5407763241108875,0.7675255159119464
classification,1,ablation_stl,stl_ablation_r01_d02_w0011_11_11,"[11, 11]",865,0.530336403499583,144,154,0.5253219950726634,0.7786612967074577
classification,2,ablation_stl,stl_ablation_r02_d02_w0011_11_11,"[11, 11]",865,0.5342433479750982,223,233,0.5295687012484811,0.7763033338496755
classification,3,ablation_stl,stl_ablation_r03_d02_w0011_11_11,"[11, 11]",865,0.5387077964951961,277,287,0.5308739639845212,0.7749780554551556
classification,4,ablation_stl,stl_ablation_r04_d02_w0011_11_11,"[11, 11]",865,0.5270932174500815,168,178,0.524991191454663,0.7733429717216571
classification,5,ablation_stl,stl_ablation_r05_d02_w0011_11_11,"[11, 11]",865,0.5192611509197453,204,214,0.5130431135271862,0.7854598027572676
classification,1,ablation_stl,stl_ablation_r01_d02_w0012_12_12,"[12, 12]",955,0.5116722442214722,141,151,0.5083306094522585,0.7844271182940052
classification,2,ablation_stl,stl_ablation_r02_d02_w0012_12_12,"[12, 12]",955,0.5146214884972298,144,154,0.5082936918273243,0.7855974940190358
classification,3,ablation_stl,stl_ablation_r03_d02_w0012_12_12,"[12, 12]",955,0.525390028196453,120,130,0.5184425869914776,0.7837558733928848
classification,4,ablation_stl,stl_ablation_r04_d02_w0012_12_12,"[12, 12]",955,0.5142739107250928,105,115,0.507424955982462,0.7874391146451868
classification,5,ablation_stl,stl_ablation_r05_d02_w0012_12_12,"[12, 12]",955,0.5283018549509039,118,128,0.5195757294960542,0.7829641486377171
classification,1,ablation_stl,stl_ablation_r01_d02_w0022_22_22,"[22, 22]",1965,0.4305918417859842,194,204,0.4300545089201879,0.8213455878556307
classification,2,ablation_stl,stl_ablation_r02_d02_w0022_22_22,"[22, 22]",1965,0.4306718094619001,247,257,0.42696054739526634,0.8220684669799143
