[2026-06-13 21:48:39] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-13 21:48:39] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_855_d7_w126/training_log.txt
[2026-06-13 21:48:39] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_855_d7_w126/training_stats.csv
[2026-06-13 21:48:40] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.005807 val_loss=0.006013 best=0.006013 es=0/10
[2026-06-13 21:48:40] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.006778 val_loss=0.007281 best=0.007281 es=0/10
[2026-06-13 21:48:40] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.001627 val_loss=0.008191 best=0.008191 es=0/10
[2026-06-13 21:48:40] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.003724 val_loss=0.006265 best=0.006265 es=0/10
[2026-06-13 21:48:41] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.002690 val_loss=0.003271 best=0.003271 es=0/10
[2026-06-13 21:48:41] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.001395 val_loss=0.002724 best=0.002724 es=0/10
[2026-06-13 21:48:41] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.002747 val_loss=0.003045 best=0.003045 es=0/10
[2026-06-13 21:48:41] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.001505 val_loss=0.002500 best=0.002500 es=0/10
[2026-06-13 21:48:41] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.001063 val_loss=0.001896 best=0.001896 es=0/10
[2026-06-13 21:48:42] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.003226 val_loss=0.001888 best=0.001888 es=0/10
[2026-06-13 21:48:42] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.001563 val_loss=0.002161 best=0.002161 es=0/10
[2026-06-13 21:48:42] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.001504 val_loss=0.001619 best=0.001619 es=0/10
[2026-06-13 21:48:42] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.001768 val_loss=0.000932 best=0.000932 es=0/10
[2026-06-13 21:48:43] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.001107 val_loss=0.000978 best=0.000978 es=0/10
[2026-06-13 21:48:43] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.003917 val_loss=0.001765 best=0.001765 es=0/10
[2026-06-13 21:48:43] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.001717 val_loss=0.001099 best=0.001099 es=0/10
[2026-06-13 21:48:43] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.001307 val_loss=0.000772 best=0.000772 es=0/10
[2026-06-13 21:48:43] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.000643 val_loss=0.000372 best=0.000372 es=0/10
[2026-06-13 21:48:44] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.000586 val_loss=0.000322 best=0.000322 es=0/10
[2026-06-13 21:48:44] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.001832 val_loss=0.000206 best=0.000206 es=0/10
[2026-06-13 21:48:44] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.001093 val_loss=0.000239 best=0.000239 es=0/10
[2026-06-13 21:48:44] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.002390 val_loss=0.000404 best=0.000404 es=0/10
[2026-06-13 21:48:45] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.000351 val_loss=0.000223 best=0.000223 es=0/10
[2026-06-13 21:48:45] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.000801 val_loss=0.000194 best=0.000194 es=0/10
[2026-06-13 21:48:45] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.000487 val_loss=0.000141 best=0.000141 es=0/10
[2026-06-13 21:48:45] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.000490 val_loss=0.000205 best=0.000205 es=0/10
[2026-06-13 21:48:46] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.003995 val_loss=0.000332 best=0.000332 es=0/10
[2026-06-13 21:48:46] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.000355 val_loss=0.000191 best=0.000191 es=0/10
[2026-06-13 21:48:46] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.000476 val_loss=0.000221 best=0.000221 es=0/10
[2026-06-13 21:48:46] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 100] train_loss=0.001387 val_loss=0.000184 best=0.000184 es=0/10
