[2026-06-14 03:07:53] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-14 03:07:53] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_03/simulation/cand_543_d5_w109/training_log.txt
[2026-06-14 03:07:53] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_03/simulation/cand_543_d5_w109/training_stats.csv
[2026-06-14 03:07:53] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.014083 val_loss=0.007169 best=0.007169 es=0/10
[2026-06-14 03:07:53] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.005730 val_loss=0.016803 best=0.016803 es=0/10
[2026-06-14 03:07:54] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.005758 val_loss=0.014974 best=0.014974 es=0/10
[2026-06-14 03:07:54] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.002956 val_loss=0.003979 best=0.003979 es=0/10
[2026-06-14 03:07:54] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.003172 val_loss=0.002184 best=0.002184 es=0/10
[2026-06-14 03:07:55] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.002341 val_loss=0.002281 best=0.002281 es=0/10
[2026-06-14 03:07:55] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.001408 val_loss=0.004331 best=0.004331 es=0/10
[2026-06-14 03:07:55] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.002598 val_loss=0.004631 best=0.004631 es=0/10
[2026-06-14 03:07:56] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.001455 val_loss=0.001820 best=0.001820 es=0/10
[2026-06-14 03:07:56] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.001594 val_loss=0.000976 best=0.000976 es=0/10
[2026-06-14 03:07:56] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.001349 val_loss=0.000630 best=0.000630 es=0/10
[2026-06-14 03:07:56] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.001613 val_loss=0.000582 best=0.000582 es=0/10
[2026-06-14 03:07:57] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.003366 val_loss=0.001658 best=0.001658 es=0/10
[2026-06-14 03:07:57] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.001010 val_loss=0.001483 best=0.001483 es=0/10
[2026-06-14 03:07:58] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.001521 val_loss=0.000852 best=0.000852 es=0/10
[2026-06-14 03:07:58] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.001191 val_loss=0.000414 best=0.000414 es=0/10
[2026-06-14 03:07:58] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.001873 val_loss=0.000415 best=0.000415 es=0/10
[2026-06-14 03:07:58] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.001834 val_loss=0.000755 best=0.000755 es=0/10
[2026-06-14 03:07:59] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.002631 val_loss=0.001179 best=0.001179 es=0/10
[2026-06-14 03:07:59] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.000797 val_loss=0.000647 best=0.000647 es=0/10
[2026-06-14 03:07:59] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.001291 val_loss=0.000425 best=0.000425 es=0/10
[2026-06-14 03:08:00] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.000589 val_loss=0.000408 best=0.000408 es=0/10
[2026-06-14 03:08:00] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.001182 val_loss=0.000373 best=0.000373 es=0/10
[2026-06-14 03:08:00] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.002110 val_loss=0.000332 best=0.000332 es=0/10
[2026-06-14 03:08:01] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.001328 val_loss=0.000281 best=0.000281 es=0/10
[2026-06-14 03:08:01] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.000977 val_loss=0.000524 best=0.000524 es=0/10
[2026-06-14 03:08:01] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.000793 val_loss=0.000285 best=0.000285 es=0/10
[2026-06-14 03:08:02] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.000839 val_loss=0.000316 best=0.000316 es=0/10
[2026-06-14 03:08:02] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.001343 val_loss=0.000282 best=0.000282 es=0/10
[2026-06-14 03:08:02] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.000871 val_loss=0.000255 best=0.000255 es=0/10
[2026-06-14 03:08:03] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.001235 val_loss=0.000493 best=0.000493 es=0/10
[2026-06-14 03:08:03] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.002885 val_loss=0.000343 best=0.000343 es=0/10
[2026-06-14 03:08:03] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.000585 val_loss=0.000352 best=0.000352 es=0/10
[2026-06-14 03:08:03] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.002188 val_loss=0.000393 best=0.000393 es=0/10
[2026-06-14 03:08:04] Epoch 1 | architecture=[109, 109, 109, 109, 108] train_loss=0.000892 val_loss=0.000345 best=0.000345 es=0/10
