[2026-05-20 10:40:33] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-20 10:40:33] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_001_d1_w2/training_log.txt
[2026-05-20 10:40:33] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_001_d1_w2/training_stats.csv
[2026-05-20 10:40:33] [CANDIDATE] task=autoencoding phase=ae_width_to_depth index=1 search_phase=width architecture=[2]
[2026-05-20 10:40:36] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=1 architecture=[2] train_loss=1.003633 val_loss=0.979708 best=0.950722 es=0/5
[2026-05-20 10:40:39] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=2 architecture=[2] train_loss=0.976583 val_loss=0.971057 best=0.950722 es=0/5
[2026-05-20 10:40:42] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=3 architecture=[2] train_loss=0.957246 val_loss=0.957851 best=0.950722 es=0/5
[2026-05-20 10:40:45] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=4 architecture=[2] train_loss=0.944468 val_loss=0.948337 best=0.948337 es=0/5
[2026-05-20 10:40:48] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=5 architecture=[2] train_loss=0.936355 val_loss=0.942067 best=0.942067 es=0/5
[2026-05-20 10:40:50] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=6 architecture=[2] train_loss=0.931401 val_loss=0.938342 best=0.938342 es=0/5
[2026-05-20 10:40:53] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=7 architecture=[2] train_loss=0.928445 val_loss=0.936095 best=0.936095 es=0/5
[2026-05-20 10:40:56] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=8 architecture=[2] train_loss=0.926587 val_loss=0.934645 best=0.934645 es=0/5
[2026-05-20 10:40:59] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=9 architecture=[2] train_loss=0.925310 val_loss=0.933598 best=0.933598 es=0/5
[2026-05-20 10:41:02] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=10 architecture=[2] train_loss=0.924375 val_loss=0.932786 best=0.932786 es=0/5
[2026-05-20 10:41:05] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=11 architecture=[2] train_loss=0.923620 val_loss=0.932106 best=0.932106 es=0/5
[2026-05-20 10:41:08] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=12 architecture=[2] train_loss=0.922967 val_loss=0.931484 best=0.931484 es=0/5
[2026-05-20 10:41:11] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=13 architecture=[2] train_loss=0.922367 val_loss=0.930917 best=0.930917 es=0/5
[2026-05-20 10:41:13] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=14 architecture=[2] train_loss=0.921809 val_loss=0.930380 best=0.930380 es=0/5
[2026-05-20 10:41:16] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=15 architecture=[2] train_loss=0.921278 val_loss=0.929854 best=0.929854 es=0/5
[2026-05-20 10:41:19] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=16 architecture=[2] train_loss=0.920754 val_loss=0.929342 best=0.929342 es=0/5
[2026-05-20 10:41:22] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=17 architecture=[2] train_loss=0.920253 val_loss=0.928845 best=0.928845 es=0/5
[2026-05-20 10:41:25] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=18 architecture=[2] train_loss=0.919756 val_loss=0.928354 best=0.928354 es=0/5
[2026-05-20 10:41:28] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=19 architecture=[2] train_loss=0.919271 val_loss=0.927873 best=0.927873 es=0/5
[2026-05-20 10:41:30] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=20 architecture=[2] train_loss=0.918794 val_loss=0.927392 best=0.927392 es=0/5
[2026-05-20 10:41:33] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=21 architecture=[2] train_loss=0.918320 val_loss=0.926921 best=0.926921 es=0/5
[2026-05-20 10:41:36] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=22 architecture=[2] train_loss=0.917847 val_loss=0.926447 best=0.926447 es=0/5
[2026-05-20 10:41:39] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=23 architecture=[2] train_loss=0.917379 val_loss=0.925983 best=0.925983 es=0/5
[2026-05-20 10:41:42] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=24 architecture=[2] train_loss=0.916918 val_loss=0.925532 best=0.925532 es=0/5
[2026-05-20 10:41:44] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=25 architecture=[2] train_loss=0.916463 val_loss=0.925069 best=0.925069 es=0/5
[2026-05-20 10:41:47] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=26 architecture=[2] train_loss=0.916009 val_loss=0.924612 best=0.924612 es=0/5
[2026-05-20 10:41:50] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=27 architecture=[2] train_loss=0.915549 val_loss=0.924149 best=0.924149 es=0/5
[2026-05-20 10:41:53] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=28 architecture=[2] train_loss=0.915085 val_loss=0.923675 best=0.923675 es=0/5
[2026-05-20 10:41:56] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=29 architecture=[2] train_loss=0.914608 val_loss=0.923201 best=0.923201 es=0/5
[2026-05-20 10:41:59] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=30 architecture=[2] train_loss=0.914127 val_loss=0.922713 best=0.922713 es=0/5
[2026-05-20 10:42:02] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=31 architecture=[2] train_loss=0.913619 val_loss=0.922192 best=0.922192 es=0/5
[2026-05-20 10:42:13] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=32 architecture=[2] train_loss=0.913095 val_loss=0.921655 best=0.921655 es=0/5
[2026-05-20 10:42:24] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=33 architecture=[2] train_loss=0.912550 val_loss=0.921114 best=0.921114 es=0/5
[2026-05-20 10:42:37] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=34 architecture=[2] train_loss=0.912012 val_loss=0.920595 best=0.920595 es=0/5
[2026-05-20 10:42:47] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=35 architecture=[2] train_loss=0.911491 val_loss=0.920093 best=0.920093 es=0/5
[2026-05-20 10:43:00] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=36 architecture=[2] train_loss=0.911005 val_loss=0.919627 best=0.919627 es=0/5
[2026-05-20 10:43:13] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=37 architecture=[2] train_loss=0.910537 val_loss=0.919164 best=0.919164 es=0/5
[2026-05-20 10:43:25] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=38 architecture=[2] train_loss=0.910090 val_loss=0.918723 best=0.918723 es=0/5
[2026-05-20 10:43:37] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=39 architecture=[2] train_loss=0.909656 val_loss=0.918298 best=0.918298 es=0/5
[2026-05-20 10:43:51] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=40 architecture=[2] train_loss=0.909230 val_loss=0.917884 best=0.917884 es=0/5
[2026-05-20 10:44:05] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=41 architecture=[2] train_loss=0.908812 val_loss=0.917466 best=0.917466 es=0/5
[2026-05-20 10:44:17] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=42 architecture=[2] train_loss=0.908408 val_loss=0.917062 best=0.917062 es=0/5
[2026-05-20 10:44:28] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=43 architecture=[2] train_loss=0.908013 val_loss=0.916687 best=0.916687 es=0/5
[2026-05-20 10:44:39] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=44 architecture=[2] train_loss=0.907635 val_loss=0.916304 best=0.916304 es=0/5
[2026-05-20 10:44:53] [autoencoding][ae_width_to_depth][cand_001_d1_w2] epoch=45 architecture=[2] train_loss=0.907248 val_loss=0.915940 best=0.915940 es=0/5
