[2026-06-13 20:18:45] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-13 20:18:45] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_020_d1_w21/training_log.txt
[2026-06-13 20:18:45] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_020_d1_w21/training_stats.csv
[2026-06-13 20:18:45] Epoch 1 | architecture=[21] train_loss=0.028994 val_loss=0.021216 best=0.021216 es=0/10
[2026-06-13 20:18:45] Epoch 1 | architecture=[21] train_loss=0.024856 val_loss=0.024607 best=0.024607 es=0/10
[2026-06-13 20:18:45] Epoch 1 | architecture=[21] train_loss=0.023003 val_loss=0.028554 best=0.028554 es=0/10
[2026-06-13 20:18:45] Epoch 1 | architecture=[21] train_loss=0.022291 val_loss=0.030078 best=0.030078 es=0/10
[2026-06-13 20:18:46] Epoch 1 | architecture=[21] train_loss=0.022229 val_loss=0.027930 best=0.027930 es=0/10
[2026-06-13 20:18:46] Epoch 1 | architecture=[21] train_loss=0.022084 val_loss=0.026284 best=0.026284 es=0/10
[2026-06-13 20:18:46] Epoch 1 | architecture=[21] train_loss=0.021940 val_loss=0.024897 best=0.024897 es=0/10
[2026-06-13 20:18:46] Epoch 1 | architecture=[21] train_loss=0.022393 val_loss=0.023745 best=0.023745 es=0/10
[2026-06-13 20:18:46] Epoch 1 | architecture=[21] train_loss=0.022143 val_loss=0.023115 best=0.023115 es=0/10
[2026-06-13 20:18:46] Epoch 1 | architecture=[21] train_loss=0.021273 val_loss=0.023202 best=0.023202 es=0/10
[2026-06-13 20:18:47] Epoch 1 | architecture=[21] train_loss=0.020808 val_loss=0.023806 best=0.023806 es=0/10
