task,phase,candidate_index,candidate_dir,architecture,best_val,best_epoch,final_epoch,best_checkpoint,last_checkpoint,improved_over_global,search_phase,width_fail,depth_fail,consecutive_fail,width_stage_improved,width_stage_margin_fail,width_stage_anchor_val,width_stage_margin_pct
generation,ae_alt_depth,0,cand_000_d1_w1,[1],0.9820963315573008,234,239,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_000_d1_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_000_d1_w1/checkpoint_last.pt,True,depth,0,0,0,False,0,,
generation,ae_alt_depth,1,cand_001_d2_w1,"[1, 1]",0.9845374530015129,19,24,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_001_d2_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_001_d2_w1/checkpoint_last.pt,False,depth,0,1,1,False,0,,
generation,ae_alt_depth,2,cand_002_d3_w1,"[1, 1, 1]",0.9883266310207947,3,8,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_002_d3_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_002_d3_w1/checkpoint_last.pt,False,depth,0,2,2,False,0,,
generation,ae_alt_depth,3,cand_003_d4_w1,"[1, 1, 1, 1]",0.9883661890655283,1,6,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_003_d4_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_003_d4_w1/checkpoint_last.pt,False,depth,0,3,3,False,0,,
generation,ae_alt_depth,4,cand_004_d5_w1,"[1, 1, 1, 1, 1]",0.9985844164897472,6,11,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_004_d5_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_004_d5_w1/checkpoint_last.pt,False,depth,0,4,4,False,0,,
generation,ae_alt_depth,5,cand_005_d6_w1,"[1, 1, 1, 1, 1, 1]",0.9970064403335702,2,7,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_005_d6_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_005_d6_w1/checkpoint_last.pt,False,depth,0,5,5,False,0,,
generation,ae_alt_depth,6,cand_006_d6_w2,"[2, 1, 1, 1, 1, 1]",0.9881603021764999,5,10,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_006_d6_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_006_d6_w2/checkpoint_last.pt,False,width,0,0,5,False,0,,
generation,ae_alt_depth,7,cand_007_d6_w2,"[2, 2, 1, 1, 1, 1]",0.9847591797666717,8,13,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_007_d6_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_007_d6_w2/checkpoint_last.pt,False,width,0,0,5,False,0,,
generation,ae_alt_depth,8,cand_008_d6_w2,"[2, 2, 2, 1, 1, 1]",0.9845090379579714,1,6,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_008_d6_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_008_d6_w2/checkpoint_last.pt,False,width,0,0,5,False,0,,
generation,ae_alt_depth,9,cand_009_d6_w2,"[2, 2, 2, 2, 1, 1]",0.9842257362801418,3,8,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_009_d6_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_009_d6_w2/checkpoint_last.pt,False,width,0,0,5,False,0,,
generation,ae_alt_depth,10,cand_010_d6_w2,"[2, 2, 2, 2, 2, 1]",0.9831733487675833,13,18,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_010_d6_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_010_d6_w2/checkpoint_last.pt,False,width,0,0,5,False,0,,
generation,ae_alt_depth,11,cand_011_d6_w2,"[2, 2, 2, 2, 2, 2]",0.9792987234495882,24,29,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_011_d6_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_011_d6_w2/checkpoint_last.pt,True,width,0,0,0,False,0,0.9792987234495882,inf
generation,ae_alt_depth,12,cand_012_d6_w3,"[3, 2, 2, 2, 2, 2]",0.9766021082246203,40,45,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_012_d6_w3/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_012_d6_w3/checkpoint_last.pt,True,width,0,0,0,True,0,0.9792987234495882,
generation,ae_alt_depth,13,cand_013_d6_w3,"[3, 3, 2, 2, 2, 2]",0.9656063760899198,93,98,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_013_d6_w3/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_013_d6_w3/checkpoint_last.pt,True,width,0,0,0,True,0,0.9792987234495882,
generation,ae_alt_depth,14,cand_014_d6_w3,"[3, 3, 3, 2, 2, 2]",0.9652037946948623,17,22,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_014_d6_w3/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_014_d6_w3/checkpoint_last.pt,True,width,0,0,0,True,0,0.9792987234495882,
generation,ae_alt_depth,15,cand_015_d6_w3,"[3, 3, 3, 3, 2, 2]",0.9648560340709279,20,25,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_015_d6_w3/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_015_d6_w3/checkpoint_last.pt,True,width,0,0,0,True,0,0.9792987234495882,
generation,ae_alt_depth,16,cand_016_d6_w3,"[3, 3, 3, 3, 3, 2]",0.9649931281670135,17,22,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_016_d6_w3/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_016_d6_w3/checkpoint_last.pt,False,width,0,0,0,True,0,0.9792987234495882,
generation,ae_alt_depth,17,cand_017_d6_w3,"[3, 3, 3, 3, 3, 3]",0.9649703197394223,11,16,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_017_d6_w3/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_017_d6_w3/checkpoint_last.pt,False,width,0,0,0,False,0,0.9648560340709279,1.4747991631997472
generation,ae_alt_depth,18,cand_018_d6_w4,"[4, 3, 3, 3, 3, 3]",0.9613106035143514,49,54,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_018_d6_w4/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_018_d6_w4/checkpoint_last.pt,True,width,0,0,0,True,0,0.9648560340709279,
generation,ae_alt_depth,19,cand_019_d6_w4,"[4, 4, 3, 3, 3, 3]",0.96112215423442,28,33,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_019_d6_w4/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_019_d6_w4/checkpoint_last.pt,True,width,0,0,0,True,0,0.9648560340709279,
generation,ae_alt_depth,20,cand_020_d6_w4,"[4, 4, 4, 3, 3, 3]",0.9602752204803167,11,16,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_020_d6_w4/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_020_d6_w4/checkpoint_last.pt,True,width,0,0,0,True,0,0.9648560340709279,
generation,ae_alt_depth,21,cand_021_d6_w4,"[4, 4, 4, 4, 3, 3]",0.95100398345038,33,38,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_021_d6_w4/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_021_d6_w4/checkpoint_last.pt,True,width,0,0,0,True,0,0.9648560340709279,
generation,ae_alt_depth,22,cand_022_d6_w4,"[4, 4, 4, 4, 4, 3]",0.9495092373608628,16,21,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_022_d6_w4/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_022_d6_w4/checkpoint_last.pt,True,width,0,0,0,True,0,0.9648560340709279,
generation,ae_alt_depth,23,cand_023_d6_w4,"[4, 4, 4, 4, 4, 4]",0.9512499628665145,14,19,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_023_d6_w4/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_023_d6_w4/checkpoint_last.pt,False,width,0,0,0,False,0,0.9495092373608628,1.5905789224651259
generation,ae_alt_depth,24,cand_024_d6_w5,"[5, 4, 4, 4, 4, 4]",0.944211597930002,58,63,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_024_d6_w5/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_024_d6_w5/checkpoint_last.pt,True,width,0,0,0,True,0,0.9495092373608628,
generation,ae_alt_depth,25,cand_025_d6_w5,"[5, 5, 4, 4, 4, 4]",0.9434440556925604,39,44,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_025_d6_w5/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_025_d6_w5/checkpoint_last.pt,True,width,0,0,0,True,0,0.9495092373608628,
generation,ae_alt_depth,26,cand_026_d6_w5,"[5, 5, 5, 4, 4, 4]",0.9433525111098267,8,13,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_026_d6_w5/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_026_d6_w5/checkpoint_last.pt,False,width,0,0,0,True,0,0.9495092373608628,
generation,ae_alt_depth,27,cand_027_d6_w5,"[5, 5, 5, 5, 4, 4]",0.9431700031617137,18,23,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_027_d6_w5/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_027_d6_w5/checkpoint_last.pt,True,width,0,0,0,True,0,0.9495092373608628,
generation,ae_alt_depth,28,cand_028_d6_w5,"[5, 5, 5, 5, 5, 4]",0.9433697116257814,23,28,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_028_d6_w5/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_028_d6_w5/checkpoint_last.pt,False,width,0,0,0,True,0,0.9495092373608628,
generation,ae_alt_depth,29,cand_029_d6_w5,"[5, 5, 5, 5, 5, 5]",0.9438001881823298,10,15,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_029_d6_w5/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_029_d6_w5/checkpoint_last.pt,False,width,0,0,0,False,1,0.9431700031617137,0.6676327043187911
generation,ae_alt_depth,30,cand_030_d6_w6,"[6, 5, 5, 5, 5, 5]",0.9448501016215054,38,43,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_030_d6_w6/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/ae_alt_depth/cand_030_d6_w6/checkpoint_last.pt,False,width,0,0,0,False,1,0.9431700031617137,
