[2026-05-20 08:51:47] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 08:51:47] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_024_d1_w25/training_log.txt
[2026-05-20 08:51:47] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_024_d1_w25/training_stats.csv
[2026-05-20 08:51:47] [CANDIDATE] task=autoencoding phase=ae_alt_width index=24 search_phase=width architecture=[25]
[2026-05-20 08:51:49] [autoencoding][ae_alt_width][cand_024_d1_w25] epoch=1 architecture=[25] train_loss=0.397094 val_loss=0.398981 best=0.398981 es=0/5
[2026-05-20 08:51:52] [autoencoding][ae_alt_width][cand_024_d1_w25] epoch=2 architecture=[25] train_loss=0.392741 val_loss=0.396138 best=0.396138 es=0/5
[2026-05-20 08:51:54] [autoencoding][ae_alt_width][cand_024_d1_w25] epoch=3 architecture=[25] train_loss=0.390003 val_loss=0.393573 best=0.393573 es=0/5
[2026-05-20 08:51:56] [autoencoding][ae_alt_width][cand_024_d1_w25] epoch=4 architecture=[25] train_loss=0.387546 val_loss=0.391083 best=0.391083 es=0/5
[2026-05-20 08:51:58] [autoencoding][ae_alt_width][cand_024_d1_w25] epoch=5 architecture=[25] train_loss=0.385156 val_loss=0.388737 best=0.388737 es=0/5
[2026-05-20 08:52:00] [autoencoding][ae_alt_width][cand_024_d1_w25] epoch=6 architecture=[25] train_loss=0.383047 val_loss=0.386754 best=0.386754 es=0/5
[2026-05-20 08:52:02] [autoencoding][ae_alt_width][cand_024_d1_w25] epoch=7 architecture=[25] train_loss=0.381253 val_loss=0.385199 best=0.385199 es=0/5
[2026-05-20 08:52:04] [autoencoding][ae_alt_width][cand_024_d1_w25] epoch=8 architecture=[25] train_loss=0.379996 val_loss=0.384119 best=0.384119 es=0/5
[2026-05-20 08:52:06] [autoencoding][ae_alt_width][cand_024_d1_w25] epoch=9 architecture=[25] train_loss=0.379136 val_loss=0.383163 best=0.383163 es=0/5
[2026-05-20 08:52:08] [autoencoding][ae_alt_width][cand_024_d1_w25] epoch=10 architecture=[25] train_loss=0.378375 val_loss=0.382552 best=0.382552 es=0/5
[2026-05-20 08:52:10] [autoencoding][ae_alt_width][cand_024_d1_w25] epoch=11 architecture=[25] train_loss=0.377910 val_loss=0.382214 best=0.382214 es=0/5
[2026-05-20 08:52:12] [autoencoding][ae_alt_width][cand_024_d1_w25] epoch=12 architecture=[25] train_loss=0.377621 val_loss=0.381949 best=0.381949 es=0/5
[2026-05-20 08:52:15] [autoencoding][ae_alt_width][cand_024_d1_w25] epoch=13 architecture=[25] train_loss=0.377375 val_loss=0.381772 best=0.381772 es=0/5
[2026-05-20 08:52:17] [autoencoding][ae_alt_width][cand_024_d1_w25] epoch=14 architecture=[25] train_loss=0.377279 val_loss=0.381853 best=0.381772 es=1/5
[2026-05-20 08:52:19] [autoencoding][ae_alt_width][cand_024_d1_w25] epoch=15 architecture=[25] train_loss=0.377147 val_loss=0.381687 best=0.381772 es=2/5
[2026-05-20 08:52:21] [autoencoding][ae_alt_width][cand_024_d1_w25] epoch=16 architecture=[25] train_loss=0.377081 val_loss=0.381639 best=0.381639 es=0/5
[2026-05-20 08:52:23] [autoencoding][ae_alt_width][cand_024_d1_w25] epoch=17 architecture=[25] train_loss=0.376990 val_loss=0.381593 best=0.381639 es=1/5
[2026-05-20 08:52:25] [autoencoding][ae_alt_width][cand_024_d1_w25] epoch=18 architecture=[25] train_loss=0.376933 val_loss=0.381661 best=0.381639 es=2/5
[2026-05-20 08:52:27] [autoencoding][ae_alt_width][cand_024_d1_w25] epoch=19 architecture=[25] train_loss=0.376871 val_loss=0.381598 best=0.381639 es=3/5
[2026-05-20 08:52:29] [autoencoding][ae_alt_width][cand_024_d1_w25] epoch=20 architecture=[25] train_loss=0.376854 val_loss=0.381578 best=0.381639 es=4/5
[2026-05-20 08:52:31] [autoencoding][ae_alt_width][cand_024_d1_w25] epoch=21 architecture=[25] train_loss=0.376820 val_loss=0.381566 best=0.381639 es=5/5
