task,repeat,row_type,phase,architecture,parameter_count,best_val,best_epoch,final_epoch,test_loss,test_acc
classification,1,ablation_stl,stl_ablation_r01_d02_w0072_72_72,"[72, 72]",10015,0.27322996544740696,96,106,0.2794091691182088,0.8860088466635686
classification,2,ablation_stl,stl_ablation_r02_d02_w0072_72_72,"[72, 72]",10015,0.25764991039027546,141,151,0.2603516764717626,0.8970241476050326
classification,3,ablation_stl,stl_ablation_r03_d02_w0072_72_72,"[72, 72]",10015,0.26767527795960677,106,116,0.2668942133439937,0.895371852463813
classification,4,ablation_stl,stl_ablation_r04_d02_w0072_72_72,"[72, 72]",10015,0.26142963611938663,101,111,0.26116804785962233,0.8949587786785081
classification,5,ablation_stl,stl_ablation_r05_d02_w0072_72_72,"[72, 72]",10015,0.2592079148997567,135,145,0.2823295213127072,0.8857850983631951
