[2026-06-12 21:49:18] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-12 21:49:18] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_02/simulation/cand_608_d6_w116/training_log.txt
[2026-06-12 21:49:18] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_02/simulation/cand_608_d6_w116/training_stats.csv
[2026-06-12 21:49:18] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.026553 val_loss=0.015541 best=0.015541 es=0/10
[2026-06-12 21:49:18] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.005808 val_loss=0.054686 best=0.054686 es=0/10
[2026-06-12 21:49:18] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.003209 val_loss=0.079056 best=0.079056 es=0/10
[2026-06-12 21:49:18] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.004205 val_loss=0.063463 best=0.063463 es=0/10
[2026-06-12 21:49:19] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.003662 val_loss=0.043686 best=0.043686 es=0/10
[2026-06-12 21:49:19] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.003395 val_loss=0.030711 best=0.030711 es=0/10
[2026-06-12 21:49:19] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.002237 val_loss=0.022167 best=0.022167 es=0/10
[2026-06-12 21:49:19] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.002266 val_loss=0.015537 best=0.015537 es=0/10
[2026-06-12 21:49:19] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.002930 val_loss=0.011973 best=0.011973 es=0/10
[2026-06-12 21:49:20] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.003509 val_loss=0.008987 best=0.008987 es=0/10
[2026-06-12 21:49:20] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.002353 val_loss=0.006020 best=0.006020 es=0/10
[2026-06-12 21:49:20] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.002131 val_loss=0.003629 best=0.003629 es=0/10
[2026-06-12 21:49:21] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.003189 val_loss=0.003140 best=0.003140 es=0/10
[2026-06-12 21:49:21] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.002217 val_loss=0.004282 best=0.004282 es=0/10
[2026-06-12 21:49:21] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.002083 val_loss=0.005087 best=0.005087 es=0/10
[2026-06-12 21:49:21] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.001424 val_loss=0.004444 best=0.004444 es=0/10
[2026-06-12 21:49:22] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.002234 val_loss=0.003304 best=0.003304 es=0/10
[2026-06-12 21:49:22] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.001275 val_loss=0.002168 best=0.002168 es=0/10
[2026-06-12 21:49:22] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.003617 val_loss=0.001257 best=0.001257 es=0/10
[2026-06-12 21:49:22] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.001401 val_loss=0.000850 best=0.000850 es=0/10
[2026-06-12 21:49:23] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.001456 val_loss=0.000630 best=0.000630 es=0/10
[2026-06-12 21:49:23] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.000517 val_loss=0.000566 best=0.000566 es=0/10
[2026-06-12 21:49:23] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.001109 val_loss=0.000531 best=0.000531 es=0/10
[2026-06-12 21:49:23] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.001382 val_loss=0.000517 best=0.000517 es=0/10
[2026-06-12 21:49:24] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.001169 val_loss=0.000466 best=0.000466 es=0/10
[2026-06-12 21:49:24] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.000961 val_loss=0.000529 best=0.000529 es=0/10
[2026-06-12 21:49:24] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.001145 val_loss=0.000623 best=0.000623 es=0/10
[2026-06-12 21:49:24] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.001037 val_loss=0.000515 best=0.000515 es=0/10
[2026-06-12 21:49:25] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.001053 val_loss=0.000487 best=0.000487 es=0/10
[2026-06-12 21:49:25] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.000614 val_loss=0.000507 best=0.000507 es=0/10
[2026-06-12 21:49:25] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.000903 val_loss=0.000413 best=0.000413 es=0/10
[2026-06-12 21:49:25] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.000951 val_loss=0.000405 best=0.000405 es=0/10
[2026-06-12 21:49:25] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.001680 val_loss=0.000485 best=0.000485 es=0/10
[2026-06-12 21:49:26] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.000854 val_loss=0.000536 best=0.000536 es=0/10
[2026-06-12 21:49:26] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.001463 val_loss=0.000561 best=0.000561 es=0/10
[2026-06-12 21:49:26] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.002386 val_loss=0.000592 best=0.000592 es=0/10
[2026-06-12 21:49:26] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.002846 val_loss=0.000647 best=0.000647 es=0/10
[2026-06-12 21:49:26] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.000674 val_loss=0.000634 best=0.000634 es=0/10
[2026-06-12 21:49:26] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.002159 val_loss=0.000523 best=0.000523 es=0/10
[2026-06-12 21:49:27] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.002685 val_loss=0.000495 best=0.000495 es=0/10
[2026-06-12 21:49:27] Epoch 1 | architecture=[116, 116, 116, 116, 116, 29] train_loss=0.002340 val_loss=0.000445 best=0.000445 es=0/10
