[2026-05-18 02:58:48] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 02:58:48] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_167_d1_w168/training_log.txt
[2026-05-18 02:58:48] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_167_d1_w168/training_stats.csv
[2026-05-18 02:58:48] [CANDIDATE] task=representation phase=ae_alt_width index=167 search_phase=width architecture=[168]
[2026-05-18 02:58:55] [representation][ae_alt_width][cand_167_d1_w168] epoch=1 architecture=[168] train_loss=0.335268 val_loss=0.323604 best=0.313580 es=0/5
[2026-05-18 02:58:57] [representation][ae_alt_width][cand_167_d1_w168] epoch=2 architecture=[168] train_loss=0.312392 val_loss=0.316253 best=0.313580 es=0/5
[2026-05-18 02:58:59] [representation][ae_alt_width][cand_167_d1_w168] epoch=3 architecture=[168] train_loss=0.309592 val_loss=0.320687 best=0.313580 es=1/5
[2026-05-18 02:59:02] [representation][ae_alt_width][cand_167_d1_w168] epoch=4 architecture=[168] train_loss=0.309945 val_loss=0.314091 best=0.313580 es=0/5
[2026-05-18 02:59:09] [representation][ae_alt_width][cand_167_d1_w168] epoch=5 architecture=[168] train_loss=0.307913 val_loss=0.315476 best=0.313580 es=1/5
[2026-05-18 02:59:11] [representation][ae_alt_width][cand_167_d1_w168] epoch=6 architecture=[168] train_loss=0.307861 val_loss=0.313319 best=0.313319 es=0/5
[2026-05-18 02:59:13] [representation][ae_alt_width][cand_167_d1_w168] epoch=7 architecture=[168] train_loss=0.308088 val_loss=0.311921 best=0.311921 es=0/5
[2026-05-18 02:59:16] [representation][ae_alt_width][cand_167_d1_w168] epoch=8 architecture=[168] train_loss=0.307623 val_loss=0.312252 best=0.311921 es=1/5
[2026-05-18 02:59:18] [representation][ae_alt_width][cand_167_d1_w168] epoch=9 architecture=[168] train_loss=0.306996 val_loss=0.312954 best=0.311921 es=2/5
[2026-05-18 02:59:25] [representation][ae_alt_width][cand_167_d1_w168] epoch=10 architecture=[168] train_loss=0.307866 val_loss=0.317125 best=0.311921 es=3/5
[2026-05-18 02:59:28] [representation][ae_alt_width][cand_167_d1_w168] epoch=11 architecture=[168] train_loss=0.309323 val_loss=0.315567 best=0.311921 es=4/5
[2026-05-18 02:59:30] [representation][ae_alt_width][cand_167_d1_w168] epoch=12 architecture=[168] train_loss=0.308562 val_loss=0.315620 best=0.311921 es=5/5
