[2026-06-13 20:58:31] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-13 20:58:31] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_316_d4_w96/training_log.txt
[2026-06-13 20:58:31] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_316_d4_w96/training_stats.csv
[2026-06-13 20:58:31] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.015835 val_loss=0.003668 best=0.003668 es=0/10
[2026-06-13 20:58:31] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.009232 val_loss=0.006475 best=0.006475 es=0/10
[2026-06-13 20:58:31] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.006661 val_loss=0.003442 best=0.003442 es=0/10
[2026-06-13 20:58:32] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.002952 val_loss=0.005566 best=0.005566 es=0/10
[2026-06-13 20:58:32] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.004287 val_loss=0.002340 best=0.002340 es=0/10
[2026-06-13 20:58:32] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.002213 val_loss=0.002112 best=0.002112 es=0/10
[2026-06-13 20:58:32] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.002095 val_loss=0.002059 best=0.002059 es=0/10
[2026-06-13 20:58:33] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.002423 val_loss=0.001414 best=0.001414 es=0/10
[2026-06-13 20:58:33] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.001976 val_loss=0.001104 best=0.001104 es=0/10
[2026-06-13 20:58:33] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.001594 val_loss=0.001537 best=0.001537 es=0/10
[2026-06-13 20:58:33] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.002399 val_loss=0.001615 best=0.001615 es=0/10
[2026-06-13 20:58:33] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.001743 val_loss=0.000937 best=0.000937 es=0/10
[2026-06-13 20:58:34] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.001379 val_loss=0.000767 best=0.000767 es=0/10
[2026-06-13 20:58:34] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.000885 val_loss=0.000797 best=0.000797 es=0/10
[2026-06-13 20:58:34] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.001211 val_loss=0.000723 best=0.000723 es=0/10
[2026-06-13 20:58:34] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.000746 val_loss=0.000970 best=0.000970 es=0/10
[2026-06-13 20:58:34] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.001260 val_loss=0.000894 best=0.000894 es=0/10
[2026-06-13 20:58:34] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.001763 val_loss=0.000614 best=0.000614 es=0/10
[2026-06-13 20:58:35] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.001031 val_loss=0.000605 best=0.000605 es=0/10
[2026-06-13 20:58:35] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.001058 val_loss=0.000595 best=0.000595 es=0/10
[2026-06-13 20:58:35] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.000666 val_loss=0.000614 best=0.000614 es=0/10
[2026-06-13 20:58:35] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.000757 val_loss=0.000485 best=0.000485 es=0/10
[2026-06-13 20:58:35] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.000432 val_loss=0.000529 best=0.000529 es=0/10
[2026-06-13 20:58:36] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.001404 val_loss=0.000611 best=0.000611 es=0/10
[2026-06-13 20:58:36] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.001271 val_loss=0.000549 best=0.000549 es=0/10
[2026-06-13 20:58:36] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.000747 val_loss=0.000607 best=0.000607 es=0/10
[2026-06-13 20:58:36] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.001451 val_loss=0.000688 best=0.000688 es=0/10
[2026-06-13 20:58:37] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.002983 val_loss=0.000472 best=0.000472 es=0/10
[2026-06-13 20:58:37] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.001695 val_loss=0.000595 best=0.000595 es=0/10
[2026-06-13 20:58:37] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.001104 val_loss=0.000643 best=0.000643 es=0/10
[2026-06-13 20:58:37] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.001860 val_loss=0.000579 best=0.000579 es=0/10
[2026-06-13 20:58:37] Epoch 1 | architecture=[96, 96, 96, 29] train_loss=0.001865 val_loss=0.000467 best=0.000467 es=0/10
