[2026-05-16 11:24:47] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 11:24:47] Logs: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_028_d2_w30/training_log.txt
[2026-05-16 11:24:47] CSV: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_028_d2_w30/training_stats.csv
[2026-05-16 11:24:50] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=1 train_loss=0.310939 val_loss=0.304649 best=0.304649 es=0/5
[2026-05-16 11:24:53] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=2 train_loss=0.304890 val_loss=0.301392 best=0.301392 es=0/5
[2026-05-16 11:24:55] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=3 train_loss=0.302552 val_loss=0.299479 best=0.299479 es=0/5
[2026-05-16 11:24:58] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=4 train_loss=0.300578 val_loss=0.297257 best=0.297257 es=0/5
[2026-05-16 11:25:00] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=5 train_loss=0.298370 val_loss=0.294822 best=0.294822 es=0/5
[2026-05-16 11:25:03] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=6 train_loss=0.296177 val_loss=0.292335 best=0.292335 es=0/5
[2026-05-16 11:25:05] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=7 train_loss=0.293821 val_loss=0.289873 best=0.289873 es=0/5
[2026-05-16 11:25:08] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=8 train_loss=0.291809 val_loss=0.288034 best=0.288034 es=0/5
[2026-05-16 11:25:10] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=9 train_loss=0.290243 val_loss=0.286329 best=0.286329 es=0/5
[2026-05-16 11:25:13] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=10 train_loss=0.289104 val_loss=0.285053 best=0.285053 es=0/5
[2026-05-16 11:25:15] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=11 train_loss=0.288230 val_loss=0.283980 best=0.283980 es=0/5
[2026-05-16 11:25:18] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=12 train_loss=0.287363 val_loss=0.283338 best=0.283338 es=0/5
[2026-05-16 11:25:20] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=13 train_loss=0.287135 val_loss=0.283076 best=0.283076 es=0/5
[2026-05-16 11:25:23] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=14 train_loss=0.286684 val_loss=0.282629 best=0.282629 es=0/5
[2026-05-16 11:25:25] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=15 train_loss=0.286379 val_loss=0.282416 best=0.282416 es=0/5
[2026-05-16 11:25:28] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=16 train_loss=0.286342 val_loss=0.282287 best=0.282287 es=0/5
[2026-05-16 11:25:30] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=17 train_loss=0.286069 val_loss=0.282163 best=0.282163 es=0/5
[2026-05-16 11:25:33] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=18 train_loss=0.286034 val_loss=0.281981 best=0.281981 es=0/5
[2026-05-16 11:25:36] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=19 train_loss=0.285985 val_loss=0.281906 best=0.281981 es=1/5
[2026-05-16 11:25:38] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=20 train_loss=0.285862 val_loss=0.281581 best=0.281581 es=0/5
[2026-05-16 11:25:40] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=21 train_loss=0.285764 val_loss=0.281465 best=0.281465 es=0/5
[2026-05-16 11:25:43] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=22 train_loss=0.285651 val_loss=0.281566 best=0.281465 es=1/5
[2026-05-16 11:25:46] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=23 train_loss=0.285700 val_loss=0.281568 best=0.281465 es=2/5
[2026-05-16 11:25:48] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=24 train_loss=0.285850 val_loss=0.281355 best=0.281355 es=0/5
[2026-05-16 11:25:51] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=25 train_loss=0.285672 val_loss=0.281420 best=0.281355 es=1/5
[2026-05-16 11:25:53] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=26 train_loss=0.285425 val_loss=0.281300 best=0.281355 es=2/5
[2026-05-16 11:25:55] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=27 train_loss=0.285365 val_loss=0.281534 best=0.281355 es=3/5
[2026-05-16 11:25:58] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=28 train_loss=0.285584 val_loss=0.281497 best=0.281355 es=4/5
[2026-05-16 11:26:00] [representation][ae_width_to_depth][cand_028_d2_w30] epoch=29 train_loss=0.285403 val_loss=0.281393 best=0.281355 es=5/5
