[2026-05-20 12:38:40] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-20 12:38:40] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_048_d1_w49/training_log.txt
[2026-05-20 12:38:40] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_048_d1_w49/training_stats.csv
[2026-05-20 12:38:40] [CANDIDATE] task=autoencoding phase=ae_width_to_depth index=48 search_phase=width architecture=[49]
[2026-05-20 12:38:44] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=1 architecture=[49] train_loss=0.016534 val_loss=0.014770 best=0.014144 es=0/5
[2026-05-20 12:38:47] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=2 architecture=[49] train_loss=0.015627 val_loss=0.014270 best=0.014144 es=0/5
[2026-05-20 12:38:50] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=3 architecture=[49] train_loss=0.014934 val_loss=0.014110 best=0.014110 es=0/5
[2026-05-20 12:38:54] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=4 architecture=[49] train_loss=0.014940 val_loss=0.014117 best=0.014110 es=1/5
[2026-05-20 12:38:57] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=5 architecture=[49] train_loss=0.014890 val_loss=0.014013 best=0.014110 es=2/5
[2026-05-20 12:39:00] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=6 architecture=[49] train_loss=0.014809 val_loss=0.014068 best=0.014110 es=3/5
[2026-05-20 12:39:04] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=7 architecture=[49] train_loss=0.014766 val_loss=0.014030 best=0.014110 es=4/5
[2026-05-20 12:39:07] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=8 architecture=[49] train_loss=0.014697 val_loss=0.013971 best=0.013971 es=0/5
[2026-05-20 12:39:10] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=9 architecture=[49] train_loss=0.014735 val_loss=0.013921 best=0.013971 es=1/5
[2026-05-20 12:39:13] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=10 architecture=[49] train_loss=0.014677 val_loss=0.013759 best=0.013759 es=0/5
[2026-05-20 12:39:15] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=11 architecture=[49] train_loss=0.014420 val_loss=0.013545 best=0.013545 es=0/5
[2026-05-20 12:39:18] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=12 architecture=[49] train_loss=0.014922 val_loss=0.013361 best=0.013361 es=0/5
[2026-05-20 12:39:21] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=13 architecture=[49] train_loss=0.014627 val_loss=0.013101 best=0.013101 es=0/5
[2026-05-20 12:39:24] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=14 architecture=[49] train_loss=0.013866 val_loss=0.012607 best=0.012607 es=0/5
[2026-05-20 12:39:26] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=15 architecture=[49] train_loss=0.012907 val_loss=0.012013 best=0.012013 es=0/5
[2026-05-20 12:39:29] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=16 architecture=[49] train_loss=0.012351 val_loss=0.011405 best=0.011405 es=0/5
[2026-05-20 12:39:32] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=17 architecture=[49] train_loss=0.011836 val_loss=0.010890 best=0.010890 es=0/5
[2026-05-20 12:39:35] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=18 architecture=[49] train_loss=0.011360 val_loss=0.010494 best=0.010494 es=0/5
[2026-05-20 12:39:38] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=19 architecture=[49] train_loss=0.011103 val_loss=0.010156 best=0.010156 es=0/5
[2026-05-20 12:39:40] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=20 architecture=[49] train_loss=0.010860 val_loss=0.010119 best=0.010156 es=1/5
[2026-05-20 12:39:43] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=21 architecture=[49] train_loss=0.011940 val_loss=0.010627 best=0.010156 es=2/5
[2026-05-20 12:39:46] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=22 architecture=[49] train_loss=0.011330 val_loss=0.010168 best=0.010156 es=3/5
[2026-05-20 12:39:50] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=23 architecture=[49] train_loss=0.010922 val_loss=0.009807 best=0.009807 es=0/5
[2026-05-20 12:39:53] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=24 architecture=[49] train_loss=0.010430 val_loss=0.009723 best=0.009807 es=1/5
[2026-05-20 12:39:56] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=25 architecture=[49] train_loss=0.010416 val_loss=0.009688 best=0.009688 es=0/5
[2026-05-20 12:39:59] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=26 architecture=[49] train_loss=0.010445 val_loss=0.009585 best=0.009585 es=0/5
[2026-05-20 12:40:02] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=27 architecture=[49] train_loss=0.010348 val_loss=0.009522 best=0.009585 es=1/5
[2026-05-20 12:40:05] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=28 architecture=[49] train_loss=0.010293 val_loss=0.009454 best=0.009454 es=0/5
[2026-05-20 12:40:07] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=29 architecture=[49] train_loss=0.010222 val_loss=0.009543 best=0.009454 es=1/5
[2026-05-20 12:40:10] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=30 architecture=[49] train_loss=0.010301 val_loss=0.009533 best=0.009454 es=2/5
[2026-05-20 12:40:13] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=31 architecture=[49] train_loss=0.010039 val_loss=0.009375 best=0.009454 es=3/5
[2026-05-20 12:40:16] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=32 architecture=[49] train_loss=0.010047 val_loss=0.009337 best=0.009337 es=0/5
[2026-05-20 12:40:19] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=33 architecture=[49] train_loss=0.010031 val_loss=0.009313 best=0.009337 es=1/5
[2026-05-20 12:40:22] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=34 architecture=[49] train_loss=0.009987 val_loss=0.009262 best=0.009337 es=2/5
[2026-05-20 12:40:24] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=35 architecture=[49] train_loss=0.009920 val_loss=0.009254 best=0.009337 es=3/5
[2026-05-20 12:40:27] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=36 architecture=[49] train_loss=0.009989 val_loss=0.009247 best=0.009337 es=4/5
[2026-05-20 12:40:30] [autoencoding][ae_width_to_depth][cand_048_d1_w49] epoch=37 architecture=[49] train_loss=0.009880 val_loss=0.009255 best=0.009337 es=5/5
