[2026-05-16 20:58:24] Initialized ContinuousLogger for representation_random (Mode: random)
[2026-05-16 20:58:24] Logs: DAE/DNN/results/search_suite_20260516/representation/random/cand_037_d3_w64/training_log.txt
[2026-05-16 20:58:24] CSV: DAE/DNN/results/search_suite_20260516/representation/random/cand_037_d3_w64/training_stats.csv
[2026-05-16 20:58:28] [representation][random][cand_037_d3_w64] epoch=1 train_loss=0.932931 val_loss=0.896696 best=0.896696 es=0/5
[2026-05-16 20:58:31] [representation][random][cand_037_d3_w64] epoch=2 train_loss=0.706348 val_loss=0.677360 best=0.677360 es=0/5
[2026-05-16 20:58:34] [representation][random][cand_037_d3_w64] epoch=3 train_loss=0.581291 val_loss=0.525994 best=0.525994 es=0/5
[2026-05-16 20:58:37] [representation][random][cand_037_d3_w64] epoch=4 train_loss=0.484019 val_loss=0.429954 best=0.429954 es=0/5
[2026-05-16 20:58:40] [representation][random][cand_037_d3_w64] epoch=5 train_loss=0.403798 val_loss=0.355066 best=0.355066 es=0/5
[2026-05-16 20:58:43] [representation][random][cand_037_d3_w64] epoch=6 train_loss=0.335941 val_loss=0.295947 best=0.295947 es=0/5
[2026-05-16 20:58:47] [representation][random][cand_037_d3_w64] epoch=7 train_loss=0.277657 val_loss=0.240966 best=0.240966 es=0/5
[2026-05-16 20:58:50] [representation][random][cand_037_d3_w64] epoch=8 train_loss=0.226991 val_loss=0.196053 best=0.196053 es=0/5
[2026-05-16 20:58:53] [representation][random][cand_037_d3_w64] epoch=9 train_loss=0.184391 val_loss=0.156950 best=0.156950 es=0/5
[2026-05-16 20:58:56] [representation][random][cand_037_d3_w64] epoch=10 train_loss=0.150178 val_loss=0.127687 best=0.127687 es=0/5
[2026-05-16 20:58:59] [representation][random][cand_037_d3_w64] epoch=11 train_loss=0.123938 val_loss=0.105452 best=0.105452 es=0/5
[2026-05-16 20:59:02] [representation][random][cand_037_d3_w64] epoch=12 train_loss=0.104571 val_loss=0.089823 best=0.089823 es=0/5
[2026-05-16 20:59:06] [representation][random][cand_037_d3_w64] epoch=13 train_loss=0.092766 val_loss=0.084826 best=0.084826 es=0/5
[2026-05-16 20:59:09] [representation][random][cand_037_d3_w64] epoch=14 train_loss=0.083557 val_loss=0.073472 best=0.073472 es=0/5
[2026-05-16 20:59:12] [representation][random][cand_037_d3_w64] epoch=15 train_loss=0.073332 val_loss=0.064807 best=0.064807 es=0/5
[2026-05-16 20:59:15] [representation][random][cand_037_d3_w64] epoch=16 train_loss=0.066316 val_loss=0.059256 best=0.059256 es=0/5
[2026-05-16 20:59:18] [representation][random][cand_037_d3_w64] epoch=17 train_loss=0.061389 val_loss=0.055629 best=0.055629 es=0/5
[2026-05-16 20:59:21] [representation][random][cand_037_d3_w64] epoch=18 train_loss=0.057552 val_loss=0.052265 best=0.052265 es=0/5
[2026-05-16 20:59:24] [representation][random][cand_037_d3_w64] epoch=19 train_loss=0.053924 val_loss=0.049722 best=0.049722 es=0/5
[2026-05-16 20:59:27] [representation][random][cand_037_d3_w64] epoch=20 train_loss=0.051583 val_loss=0.046726 best=0.046726 es=0/5
[2026-05-16 20:59:30] [representation][random][cand_037_d3_w64] epoch=21 train_loss=0.048954 val_loss=0.043826 best=0.043826 es=0/5
[2026-05-16 20:59:33] [representation][random][cand_037_d3_w64] epoch=22 train_loss=0.046154 val_loss=0.041949 best=0.041949 es=0/5
[2026-05-16 20:59:36] [representation][random][cand_037_d3_w64] epoch=23 train_loss=0.044068 val_loss=0.039807 best=0.039807 es=0/5
[2026-05-16 20:59:39] [representation][random][cand_037_d3_w64] epoch=24 train_loss=0.042472 val_loss=0.038747 best=0.038747 es=0/5
[2026-05-16 20:59:42] [representation][random][cand_037_d3_w64] epoch=25 train_loss=0.040270 val_loss=0.037312 best=0.037312 es=0/5
[2026-05-16 20:59:45] [representation][random][cand_037_d3_w64] epoch=26 train_loss=0.039009 val_loss=0.035245 best=0.035245 es=0/5
[2026-05-16 20:59:48] [representation][random][cand_037_d3_w64] epoch=27 train_loss=0.037034 val_loss=0.033901 best=0.033901 es=0/5
[2026-05-16 20:59:51] [representation][random][cand_037_d3_w64] epoch=28 train_loss=0.037816 val_loss=0.033370 best=0.033370 es=0/5
[2026-05-16 20:59:54] [representation][random][cand_037_d3_w64] epoch=29 train_loss=0.035346 val_loss=0.032014 best=0.032014 es=0/5
[2026-05-16 20:59:58] [representation][random][cand_037_d3_w64] epoch=30 train_loss=0.033636 val_loss=0.030501 best=0.030501 es=0/5
[2026-05-16 21:00:01] [representation][random][cand_037_d3_w64] epoch=31 train_loss=0.032227 val_loss=0.029402 best=0.029402 es=0/5
[2026-05-16 21:00:04] [representation][random][cand_037_d3_w64] epoch=32 train_loss=0.031258 val_loss=0.028578 best=0.028578 es=0/5
[2026-05-16 21:00:07] [representation][random][cand_037_d3_w64] epoch=33 train_loss=0.030760 val_loss=0.029505 best=0.028578 es=1/5
