[2026-05-16 19:14:20] Initialized ContinuousLogger for representation_random (Mode: random)
[2026-05-16 19:14:20] Logs: DAE/DNN/results/search_suite_20260516/representation/random/cand_018_d5_w14/training_log.txt
[2026-05-16 19:14:20] CSV: DAE/DNN/results/search_suite_20260516/representation/random/cand_018_d5_w14/training_stats.csv
[2026-05-16 19:14:22] [representation][random][cand_018_d5_w14] epoch=1 train_loss=1.114168 val_loss=1.029175 best=1.029175 es=0/5
[2026-05-16 19:14:24] [representation][random][cand_018_d5_w14] epoch=2 train_loss=1.014426 val_loss=0.992474 best=0.992474 es=0/5
[2026-05-16 19:14:27] [representation][random][cand_018_d5_w14] epoch=3 train_loss=0.964580 val_loss=0.951576 best=0.951576 es=0/5
[2026-05-16 19:14:29] [representation][random][cand_018_d5_w14] epoch=4 train_loss=0.930686 val_loss=0.922557 best=0.922557 es=0/5
[2026-05-16 19:14:31] [representation][random][cand_018_d5_w14] epoch=5 train_loss=0.902986 val_loss=0.897090 best=0.897090 es=0/5
[2026-05-16 19:14:33] [representation][random][cand_018_d5_w14] epoch=6 train_loss=0.878110 val_loss=0.873446 best=0.873446 es=0/5
[2026-05-16 19:14:36] [representation][random][cand_018_d5_w14] epoch=7 train_loss=0.855981 val_loss=0.851608 best=0.851608 es=0/5
[2026-05-16 19:14:38] [representation][random][cand_018_d5_w14] epoch=8 train_loss=0.836155 val_loss=0.832590 best=0.832590 es=0/5
[2026-05-16 19:14:40] [representation][random][cand_018_d5_w14] epoch=9 train_loss=0.818117 val_loss=0.815452 best=0.815452 es=0/5
[2026-05-16 19:14:43] [representation][random][cand_018_d5_w14] epoch=10 train_loss=0.801260 val_loss=0.798916 best=0.798916 es=0/5
[2026-05-16 19:14:45] [representation][random][cand_018_d5_w14] epoch=11 train_loss=0.785782 val_loss=0.783601 best=0.783601 es=0/5
[2026-05-16 19:14:48] [representation][random][cand_018_d5_w14] epoch=12 train_loss=0.771672 val_loss=0.770499 best=0.770499 es=0/5
[2026-05-16 19:14:51] [representation][random][cand_018_d5_w14] epoch=13 train_loss=0.758783 val_loss=0.757973 best=0.757973 es=0/5
[2026-05-16 19:14:54] [representation][random][cand_018_d5_w14] epoch=14 train_loss=0.746915 val_loss=0.746173 best=0.746173 es=0/5
[2026-05-16 19:14:57] [representation][random][cand_018_d5_w14] epoch=15 train_loss=0.736008 val_loss=0.735475 best=0.735475 es=0/5
[2026-05-16 19:14:59] [representation][random][cand_018_d5_w14] epoch=16 train_loss=0.725649 val_loss=0.725267 best=0.725267 es=0/5
[2026-05-16 19:15:02] [representation][random][cand_018_d5_w14] epoch=17 train_loss=0.716260 val_loss=0.716600 best=0.716600 es=0/5
[2026-05-16 19:15:05] [representation][random][cand_018_d5_w14] epoch=18 train_loss=0.707949 val_loss=0.708574 best=0.708574 es=0/5
[2026-05-16 19:15:07] [representation][random][cand_018_d5_w14] epoch=19 train_loss=0.700350 val_loss=0.701369 best=0.701369 es=0/5
[2026-05-16 19:15:10] [representation][random][cand_018_d5_w14] epoch=20 train_loss=0.693871 val_loss=0.695466 best=0.695466 es=0/5
[2026-05-16 19:15:13] [representation][random][cand_018_d5_w14] epoch=21 train_loss=0.688443 val_loss=0.690231 best=0.690231 es=0/5
[2026-05-16 19:15:15] [representation][random][cand_018_d5_w14] epoch=22 train_loss=0.683490 val_loss=0.685291 best=0.685291 es=0/5
[2026-05-16 19:15:18] [representation][random][cand_018_d5_w14] epoch=23 train_loss=0.678805 val_loss=0.681038 best=0.681038 es=0/5
[2026-05-16 19:15:21] [representation][random][cand_018_d5_w14] epoch=24 train_loss=0.674931 val_loss=0.677687 best=0.677687 es=0/5
[2026-05-16 19:15:24] [representation][random][cand_018_d5_w14] epoch=25 train_loss=0.671666 val_loss=0.674318 best=0.674318 es=0/5
[2026-05-16 19:15:27] [representation][random][cand_018_d5_w14] epoch=26 train_loss=0.668644 val_loss=0.671460 best=0.671460 es=0/5
[2026-05-16 19:15:29] [representation][random][cand_018_d5_w14] epoch=27 train_loss=0.665870 val_loss=0.669093 best=0.669093 es=0/5
[2026-05-16 19:15:32] [representation][random][cand_018_d5_w14] epoch=28 train_loss=0.663657 val_loss=0.667194 best=0.667194 es=0/5
[2026-05-16 19:15:35] [representation][random][cand_018_d5_w14] epoch=29 train_loss=0.661474 val_loss=0.664998 best=0.664998 es=0/5
[2026-05-16 19:15:38] [representation][random][cand_018_d5_w14] epoch=30 train_loss=0.659532 val_loss=0.663032 best=0.663032 es=0/5
[2026-05-16 19:15:41] [representation][random][cand_018_d5_w14] epoch=31 train_loss=0.657630 val_loss=0.661490 best=0.661490 es=0/5
[2026-05-16 19:15:44] [representation][random][cand_018_d5_w14] epoch=32 train_loss=0.656222 val_loss=0.659934 best=0.659934 es=0/5
[2026-05-16 19:15:47] [representation][random][cand_018_d5_w14] epoch=33 train_loss=0.654380 val_loss=0.658530 best=0.658530 es=0/5
[2026-05-16 19:15:49] [representation][random][cand_018_d5_w14] epoch=34 train_loss=0.652922 val_loss=0.657270 best=0.657270 es=0/5
[2026-05-16 19:15:52] [representation][random][cand_018_d5_w14] epoch=35 train_loss=0.651729 val_loss=0.655974 best=0.655974 es=0/5
[2026-05-16 19:15:55] [representation][random][cand_018_d5_w14] epoch=36 train_loss=0.650503 val_loss=0.655023 best=0.655023 es=0/5
[2026-05-16 19:15:58] [representation][random][cand_018_d5_w14] epoch=37 train_loss=0.649301 val_loss=0.653790 best=0.653790 es=0/5
[2026-05-16 19:16:00] [representation][random][cand_018_d5_w14] epoch=38 train_loss=0.647954 val_loss=0.652476 best=0.652476 es=0/5
[2026-05-16 19:16:03] [representation][random][cand_018_d5_w14] epoch=39 train_loss=0.646760 val_loss=0.651471 best=0.651471 es=0/5
[2026-05-16 19:16:06] [representation][random][cand_018_d5_w14] epoch=40 train_loss=0.645822 val_loss=0.650451 best=0.650451 es=0/5
[2026-05-16 19:16:08] [representation][random][cand_018_d5_w14] epoch=41 train_loss=0.644657 val_loss=0.649831 best=0.649831 es=0/5
[2026-05-16 19:16:11] [representation][random][cand_018_d5_w14] epoch=42 train_loss=0.643507 val_loss=0.648388 best=0.648388 es=0/5
[2026-05-16 19:16:13] [representation][random][cand_018_d5_w14] epoch=43 train_loss=0.642696 val_loss=0.647649 best=0.647649 es=0/5
[2026-05-16 19:16:16] [representation][random][cand_018_d5_w14] epoch=44 train_loss=0.641708 val_loss=0.646910 best=0.646910 es=0/5
[2026-05-16 19:16:18] [representation][random][cand_018_d5_w14] epoch=45 train_loss=0.640814 val_loss=0.645897 best=0.645897 es=0/5
[2026-05-16 19:16:21] [representation][random][cand_018_d5_w14] epoch=46 train_loss=0.639765 val_loss=0.644995 best=0.644995 es=0/5
[2026-05-16 19:16:23] [representation][random][cand_018_d5_w14] epoch=47 train_loss=0.638896 val_loss=0.644301 best=0.644301 es=0/5
[2026-05-16 19:16:25] [representation][random][cand_018_d5_w14] epoch=48 train_loss=0.638100 val_loss=0.643455 best=0.643455 es=0/5
[2026-05-16 19:16:28] [representation][random][cand_018_d5_w14] epoch=49 train_loss=0.637327 val_loss=0.642551 best=0.642551 es=0/5
[2026-05-16 19:16:30] [representation][random][cand_018_d5_w14] epoch=50 train_loss=0.636475 val_loss=0.642305 best=0.642305 es=0/5
[2026-05-16 19:16:33] [representation][random][cand_018_d5_w14] epoch=51 train_loss=0.635817 val_loss=0.641506 best=0.641506 es=0/5
[2026-05-16 19:16:35] [representation][random][cand_018_d5_w14] epoch=52 train_loss=0.635171 val_loss=0.641074 best=0.641074 es=0/5
[2026-05-16 19:16:38] [representation][random][cand_018_d5_w14] epoch=53 train_loss=0.634370 val_loss=0.639967 best=0.639967 es=0/5
[2026-05-16 19:16:40] [representation][random][cand_018_d5_w14] epoch=54 train_loss=0.633626 val_loss=0.639269 best=0.639269 es=0/5
[2026-05-16 19:16:42] [representation][random][cand_018_d5_w14] epoch=55 train_loss=0.633292 val_loss=0.639007 best=0.639007 es=0/5
[2026-05-16 19:16:45] [representation][random][cand_018_d5_w14] epoch=56 train_loss=0.632389 val_loss=0.637975 best=0.637975 es=0/5
[2026-05-16 19:16:47] [representation][random][cand_018_d5_w14] epoch=57 train_loss=0.631634 val_loss=0.637912 best=0.637975 es=1/5
[2026-05-16 19:16:50] [representation][random][cand_018_d5_w14] epoch=58 train_loss=0.631243 val_loss=0.637701 best=0.637701 es=0/5
[2026-05-16 19:16:52] [representation][random][cand_018_d5_w14] epoch=59 train_loss=0.630808 val_loss=0.636995 best=0.636995 es=0/5
[2026-05-16 19:16:55] [representation][random][cand_018_d5_w14] epoch=60 train_loss=0.630484 val_loss=0.636392 best=0.636392 es=0/5
[2026-05-16 19:16:58] [representation][random][cand_018_d5_w14] epoch=61 train_loss=0.630158 val_loss=0.636691 best=0.636392 es=1/5
[2026-05-16 19:17:01] [representation][random][cand_018_d5_w14] epoch=62 train_loss=0.629729 val_loss=0.636213 best=0.636213 es=0/5
[2026-05-16 19:17:04] [representation][random][cand_018_d5_w14] epoch=63 train_loss=0.629345 val_loss=0.635367 best=0.635367 es=0/5
[2026-05-16 19:17:07] [representation][random][cand_018_d5_w14] epoch=64 train_loss=0.628664 val_loss=0.634942 best=0.634942 es=0/5
[2026-05-16 19:17:09] [representation][random][cand_018_d5_w14] epoch=65 train_loss=0.628101 val_loss=0.634483 best=0.634483 es=0/5
[2026-05-16 19:17:12] [representation][random][cand_018_d5_w14] epoch=66 train_loss=0.627735 val_loss=0.633849 best=0.633849 es=0/5
[2026-05-16 19:17:15] [representation][random][cand_018_d5_w14] epoch=67 train_loss=0.627341 val_loss=0.633868 best=0.633849 es=1/5
[2026-05-16 19:17:17] [representation][random][cand_018_d5_w14] epoch=68 train_loss=0.627147 val_loss=0.633457 best=0.633457 es=0/5
[2026-05-16 19:17:19] [representation][random][cand_018_d5_w14] epoch=69 train_loss=0.626784 val_loss=0.633568 best=0.633457 es=1/5
[2026-05-16 19:17:22] [representation][random][cand_018_d5_w14] epoch=70 train_loss=0.626817 val_loss=0.632846 best=0.632846 es=0/5
[2026-05-16 19:17:24] [representation][random][cand_018_d5_w14] epoch=71 train_loss=0.626062 val_loss=0.632444 best=0.632444 es=0/5
[2026-05-16 19:17:27] [representation][random][cand_018_d5_w14] epoch=72 train_loss=0.625739 val_loss=0.632254 best=0.632254 es=0/5
[2026-05-16 19:17:29] [representation][random][cand_018_d5_w14] epoch=73 train_loss=0.625543 val_loss=0.631928 best=0.631928 es=0/5
[2026-05-16 19:17:32] [representation][random][cand_018_d5_w14] epoch=74 train_loss=0.625262 val_loss=0.631450 best=0.631450 es=0/5
[2026-05-16 19:17:34] [representation][random][cand_018_d5_w14] epoch=75 train_loss=0.624573 val_loss=0.630930 best=0.630930 es=0/5
[2026-05-16 19:17:36] [representation][random][cand_018_d5_w14] epoch=76 train_loss=0.624272 val_loss=0.630624 best=0.630624 es=0/5
[2026-05-16 19:17:38] [representation][random][cand_018_d5_w14] epoch=77 train_loss=0.624262 val_loss=0.630620 best=0.630624 es=1/5
[2026-05-16 19:17:41] [representation][random][cand_018_d5_w14] epoch=78 train_loss=0.623911 val_loss=0.630490 best=0.630490 es=0/5
[2026-05-16 19:17:43] [representation][random][cand_018_d5_w14] epoch=79 train_loss=0.624051 val_loss=0.630556 best=0.630490 es=1/5
[2026-05-16 19:17:46] [representation][random][cand_018_d5_w14] epoch=80 train_loss=0.623725 val_loss=0.629935 best=0.629935 es=0/5
[2026-05-16 19:17:48] [representation][random][cand_018_d5_w14] epoch=81 train_loss=0.623173 val_loss=0.629663 best=0.629663 es=0/5
