[2026-05-16 10:48:40] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 10:48:40] Logs: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_009_d2_w11/training_log.txt
[2026-05-16 10:48:40] CSV: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_009_d2_w11/training_stats.csv
[2026-05-16 10:48:43] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=1 train_loss=0.758129 val_loss=0.710574 best=0.710574 es=0/5
[2026-05-16 10:48:45] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=2 train_loss=0.699514 val_loss=0.696817 best=0.696817 es=0/5
[2026-05-16 10:48:48] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=3 train_loss=0.687858 val_loss=0.691289 best=0.691289 es=0/5
[2026-05-16 10:48:51] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=4 train_loss=0.683152 val_loss=0.688033 best=0.688033 es=0/5
[2026-05-16 10:48:53] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=5 train_loss=0.680018 val_loss=0.685439 best=0.685439 es=0/5
[2026-05-16 10:48:56] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=6 train_loss=0.677764 val_loss=0.683341 best=0.683341 es=0/5
[2026-05-16 10:48:58] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=7 train_loss=0.675909 val_loss=0.681500 best=0.681500 es=0/5
[2026-05-16 10:49:01] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=8 train_loss=0.674074 val_loss=0.679650 best=0.679650 es=0/5
[2026-05-16 10:49:03] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=9 train_loss=0.672324 val_loss=0.677891 best=0.677891 es=0/5
[2026-05-16 10:49:06] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=10 train_loss=0.670515 val_loss=0.676134 best=0.676134 es=0/5
[2026-05-16 10:49:08] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=11 train_loss=0.668847 val_loss=0.674349 best=0.674349 es=0/5
[2026-05-16 10:49:11] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=12 train_loss=0.667041 val_loss=0.672652 best=0.672652 es=0/5
[2026-05-16 10:49:13] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=13 train_loss=0.665495 val_loss=0.671135 best=0.671135 es=0/5
[2026-05-16 10:49:16] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=14 train_loss=0.663918 val_loss=0.669780 best=0.669780 es=0/5
[2026-05-16 10:49:18] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=15 train_loss=0.662696 val_loss=0.668568 best=0.668568 es=0/5
[2026-05-16 10:49:21] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=16 train_loss=0.661577 val_loss=0.667631 best=0.667631 es=0/5
[2026-05-16 10:49:23] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=17 train_loss=0.660777 val_loss=0.666784 best=0.666784 es=0/5
[2026-05-16 10:49:26] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=18 train_loss=0.659839 val_loss=0.666146 best=0.666146 es=0/5
[2026-05-16 10:49:28] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=19 train_loss=0.659374 val_loss=0.665638 best=0.665638 es=0/5
[2026-05-16 10:49:31] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=20 train_loss=0.658786 val_loss=0.665264 best=0.665264 es=0/5
[2026-05-16 10:49:33] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=21 train_loss=0.658500 val_loss=0.664939 best=0.664939 es=0/5
[2026-05-16 10:49:36] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=22 train_loss=0.658184 val_loss=0.664805 best=0.664805 es=0/5
[2026-05-16 10:49:38] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=23 train_loss=0.657932 val_loss=0.664538 best=0.664538 es=0/5
[2026-05-16 10:49:41] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=24 train_loss=0.657773 val_loss=0.664377 best=0.664377 es=0/5
[2026-05-16 10:49:43] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=25 train_loss=0.657526 val_loss=0.664152 best=0.664152 es=0/5
[2026-05-16 10:49:46] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=26 train_loss=0.657317 val_loss=0.663949 best=0.663949 es=0/5
[2026-05-16 10:49:48] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=27 train_loss=0.657209 val_loss=0.663841 best=0.663841 es=0/5
[2026-05-16 10:49:51] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=28 train_loss=0.657196 val_loss=0.663821 best=0.663841 es=1/5
[2026-05-16 10:49:54] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=29 train_loss=0.657069 val_loss=0.663737 best=0.663737 es=0/5
[2026-05-16 10:49:56] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=30 train_loss=0.657213 val_loss=0.663653 best=0.663737 es=1/5
[2026-05-16 10:49:59] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=31 train_loss=0.656954 val_loss=0.663531 best=0.663531 es=0/5
[2026-05-16 10:50:01] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=32 train_loss=0.656768 val_loss=0.663528 best=0.663531 es=1/5
[2026-05-16 10:50:04] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=33 train_loss=0.656714 val_loss=0.663276 best=0.663276 es=0/5
[2026-05-16 10:50:06] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=34 train_loss=0.656572 val_loss=0.663288 best=0.663276 es=1/5
[2026-05-16 10:50:09] [representation][ae_width_to_depth][cand_009_d2_w11] epoch=35 train_loss=0.656603 val_loss=0.663157 best=0.663157 es=0/5
