[2026-05-20 09:36:43] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 09:36:43] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_076_d1_w77/training_log.txt
[2026-05-20 09:36:43] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_076_d1_w77/training_stats.csv
[2026-05-20 09:36:43] [CANDIDATE] task=autoencoding phase=ae_alt_width index=76 search_phase=width architecture=[77]
[2026-05-20 09:36:46] [autoencoding][ae_alt_width][cand_076_d1_w77] epoch=1 architecture=[77] train_loss=0.003374 val_loss=0.002288 best=0.002028 es=0/5
[2026-05-20 09:36:48] [autoencoding][ae_alt_width][cand_076_d1_w77] epoch=2 architecture=[77] train_loss=0.002589 val_loss=0.002185 best=0.002028 es=0/5
[2026-05-20 09:36:50] [autoencoding][ae_alt_width][cand_076_d1_w77] epoch=3 architecture=[77] train_loss=0.002477 val_loss=0.002073 best=0.002028 es=0/5
[2026-05-20 09:36:53] [autoencoding][ae_alt_width][cand_076_d1_w77] epoch=4 architecture=[77] train_loss=0.002450 val_loss=0.002081 best=0.002028 es=1/5
[2026-05-20 09:36:55] [autoencoding][ae_alt_width][cand_076_d1_w77] epoch=5 architecture=[77] train_loss=0.002443 val_loss=0.002072 best=0.002028 es=2/5
[2026-05-20 09:36:58] [autoencoding][ae_alt_width][cand_076_d1_w77] epoch=6 architecture=[77] train_loss=0.002422 val_loss=0.001968 best=0.001968 es=0/5
[2026-05-20 09:37:00] [autoencoding][ae_alt_width][cand_076_d1_w77] epoch=7 architecture=[77] train_loss=0.002358 val_loss=0.001984 best=0.001968 es=1/5
[2026-05-20 09:37:02] [autoencoding][ae_alt_width][cand_076_d1_w77] epoch=8 architecture=[77] train_loss=0.002347 val_loss=0.001914 best=0.001968 es=2/5
[2026-05-20 09:37:05] [autoencoding][ae_alt_width][cand_076_d1_w77] epoch=9 architecture=[77] train_loss=0.002245 val_loss=0.001912 best=0.001968 es=3/5
[2026-05-20 09:37:07] [autoencoding][ae_alt_width][cand_076_d1_w77] epoch=10 architecture=[77] train_loss=0.002447 val_loss=0.001892 best=0.001968 es=4/5
[2026-05-20 09:37:10] [autoencoding][ae_alt_width][cand_076_d1_w77] epoch=11 architecture=[77] train_loss=0.002274 val_loss=0.001878 best=0.001968 es=5/5
