task,phase,phase_type,best_val,best_epoch,final_epoch,test_loss,test_acc,best_checkpoint,candidate_dir
representation,ae_width_only,width_only,0.11107287123806761,11,11,,,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/representation_d2/representation/ae_width_only/cand_483_d2_w246/checkpoint_best.pt,cand_483_d2_w246
representation,stl_from_ae_width_only,stl_refit,0.24184299450742713,92,102,0.2421842829869993,0.9040464019552159,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/representation_d2/representation/stl_from_ae_width_only/cand_000_d2_w246/checkpoint_best.pt,cand_000_d2_w246
