task,depth,width,repeats_done,train_loss_mean,train_loss_var,train_loss_std,train_loss_cv_pct,val_loss_mean,val_loss_var,val_loss_std,val_loss_cv_pct,loss_spread_pct,train_acc_mean,train_acc_var,train_acc_std,train_acc_cv_pct,val_acc_mean,val_acc_var,val_acc_std,val_acc_cv_pct
classification,1,1,5,0.8291762951711392,0.010268047027518103,0.10133137237557825,12.220727119877902,0.8301725967382063,0.010252860412101418,0.10125640923962008,12.19703103155441,38.53623861278195,0.6523796820206106,0.003762997903689941,0.06134327920554901,9.403002713933539,0.6523639868504845,0.0037882819987627293,0.061549021103204635,9.434766839345944
classification,1,1968,5,0.19933426064705906,6.0313410321256895e-05,0.007766170891839614,3.8960542290270834,0.2183851324852394,8.501814165819776e-05,0.009220528274355964,4.222141026463501,12.860156388879169,0.9242787375486758,9.741751489471287e-06,0.00312117790096484,0.3376879478200122,0.9162974819710504,7.946900430506688e-06,0.0028190247303822445,0.3076538772450004
classification,1,3935,5,0.1880913874801697,6.280289843196699e-05,0.007924827974913208,4.213285935672475,0.211182234352908,6.586684692701232e-05,0.008115839262024126,3.8430501916471314,9.531717286169625,0.9289227856543534,9.648517908673834e-06,0.00310620635320222,0.3343880030904981,0.919725994389081,1.136585069862424e-05,0.0033713277352734844,0.3665578396001361
classification,1,5902,5,0.21306819242538172,0.0004163597215796514,0.020404894549584208,9.576696698513635,0.22919836497016913,0.0003708629081761986,0.019257801229013622,8.402241975644149,24.84152090742657,0.9183791226522665,6.730207518594251e-05,0.008203784199132893,0.8932894919736932,0.9109412918882637,5.704557435462469e-05,0.007552852067571871,0.8291261066798042
classification,1,7869,5,0.21948031154861675,0.0001891299772206359,0.013752453498217541,6.265916701677024,0.2457343819864079,0.00012344366733619874,0.011110520569991253,4.521353699135923,12.77660913421785,0.9156816763838987,3.610465204596424e-05,0.006008714675033608,0.6562012574896672,0.9051376052047297,1.8046795377525937e-05,0.004248151995577128,0.4693376975113363
classification,1,9837,5,0.21861267538574486,0.00021362421131293952,0.014615889001800044,6.685746366723761,0.2334283077909795,0.0001897651882404023,0.013775528601124616,5.9013959067294195,17.934715407371325,0.915988038123104,3.927302932836617e-05,0.006266819714046844,0.6841595581191002,0.909922376551178,4.1840786719657314e-05,0.006468445463916142,0.7108788211619861
classification,1,11804,5,0.22350609963434587,0.00014948581240916613,0.012226439073138431,5.470293246198106,0.23969450059470487,0.00022337700764684737,0.014945802342023909,6.235354713997172,17.360774452969626,0.9130040231492437,2.4507822349297e-05,0.004950537581848763,0.5422251661907,0.9064869795700592,2.8493235017551884e-05,0.005337905489754561,0.5888562781438179
classification,1,13771,5,0.22084521245093147,0.0002682312176838851,0.016377765955217612,7.415947927264445,0.23976075719816362,0.0002480404548952623,0.015749300139855812,6.568756423653987,19.586967589796362,0.914479464727523,5.670493548411117e-05,0.007530267955664737,0.8234485569239595,0.9066797473365347,5.0120534049793274e-05,0.007079585725859478,0.7808253958088831
classification,1,15738,5,0.21246203413909798,0.0001302073820675995,0.011410844932238783,5.370768936895404,0.2318739178477133,0.00011790626387935351,0.01085846507934494,4.682917846101345,15.096827028771195,0.9173868892665821,2.6177507969245406e-05,0.005116395994178461,0.5577140957692165,0.9112338858195212,3.693150231291524e-05,0.00607712944677956,0.6669121442201498
classification,1,17705,5,0.23412611235805372,0.0001894177378546659,0.013762911677935955,5.878418062521817,0.2562883463550711,0.00020134966757043952,0.014189773344575999,5.536643997428184,15.61489224682075,0.9079886405197822,3.570124491229552e-05,0.005975051875280709,0.6580535932542354,0.9008037727405724,2.5270840974818707e-05,0.005027011137327896,0.5580584017797685
classification,1,19672,5,0.221699180138216,0.00014756642290233592,0.012147692081310587,5.479358143650886,0.24687633721375554,0.0003389079684350468,0.018409453235635403,7.456953324650047,20.498675323215966,0.9134842193584476,3.0057604502884385e-05,0.005482481600779376,0.6001725574011336,0.9029379872979811,0.00011888791214201864,0.01090357336573743,1.2075661362267076
classification,1,21639,5,0.22229656197514586,0.0008122098406381301,0.028499295441082928,12.82039415628449,0.24228150466255136,0.0005581621138068482,0.02362545478518558,9.751241564266746,29.87589036038606,0.913914502700028,0.00017222473503696658,0.013123442194674635,1.4359595077989598,0.9082218894683397,0.00014247477768117718,0.011936279892880243,1.3142471053926672
classification,1,23606,5,0.23287568345187296,0.0009539609561653007,0.030886258371083098,13.262981309710758,0.2496456642531152,0.0008449527844751261,0.029068071564435197,11.643731787371697,38.221064495867765,0.9092183903100193,0.00017531064595873081,0.013240492662991465,1.4562499839534493,0.9008037727405724,0.0002002013788321455,0.014149253649297037,1.5707364997206734
classification,1,25573,5,0.2285154576159337,0.00035693703691363723,0.018892777374267585,8.26761461625966,0.2535511776264029,0.00024760472749985724,0.0157354608289639,6.206029479440812,18.216812490560073,0.9107484778726793,6.246819875415873e-05,0.007903682607124271,0.8678227632711113,0.9010825975456533,4.5381926992366404e-05,0.006736610942630308,0.747613033586413
classification,1,27540,5,0.24389107904780233,0.0006428597241895978,0.025354678546366898,10.395902402562832,0.2568556004223139,0.0004900756096587528,0.02213765140340666,8.61871470468568,25.137302543037983,0.904453862868699,0.000124314494824753,0.01114964101775268,1.232748454673944,0.8990413245899382,0.0001031008260968854,0.010153857695323752,1.1294094517796531
classification,1,29508,5,0.22007129783743834,0.0007943010750839224,0.02818334747832348,12.806462158069278,0.2377246593024997,0.0008455695870940549,0.029078679252917506,12.232083679596524,38.539172225151816,0.9154600804629849,0.00014627416146992513,0.012094385535029265,1.321126479803756,0.9106521402385501,0.00012549079361783285,0.01120226734272276,1.2301368269763544
classification,1,31475,5,0.2546562121286134,0.000652415974990197,0.025542434789780653,10.030163637587023,0.2810909453193361,0.0006896658946463257,0.026261490716376436,9.342702478922547,30.935329111227404,0.9006561820959101,0.0001307622623250559,0.011435132807495325,1.269644625198121,0.8904080824770657,0.00013521921293995395,0.011628379635183655,1.3059607009444647
classification,1,33442,5,0.22768638383485335,0.00016511770824051685,0.012849813548861978,5.643646024165534,0.24806065943076527,0.0003822180714993828,0.019550398244009833,7.881297376566246,23.989244735105796,0.9117011251909382,2.7889196782386376e-05,0.005281022323602351,0.5792492931821647,0.9016161511850054,0.00010056697130810923,0.01002830849685575,1.1122591896424459
classification,1,35409,5,0.22807504309902055,0.0004230633297401775,0.02056850334225068,9.018305143242133,0.24280086222874667,0.0002650406199614006,0.016280068180489927,6.705111353827157,20.646505882279047,0.9116099051225233,6.849574547591255e-05,0.008276215649432568,0.9078681136445329,0.9066866318996232,2.9192604533746563e-05,0.0054030180948934975,0.5959079912288429
classification,1,37376,5,0.2430921162709227,0.0007885730629862835,0.028081543101943017,11.551811524256319,0.2611399240361313,0.0006445313515194652,0.02538762201387647,9.721846288951145,32.69329232878961,0.9057589122437125,0.00012087024520250385,0.010994100472640036,1.2137998670535692,0.8967659764892171,9.195686543181256e-05,0.009589414238201026,1.0693329686461774
classification,2,12490,2,0.0674123125956713,0.0,0.0,0.0,0.11790437691470346,0.0,0.0,0.0,0.0,0.9736580538284461,0.0,0.0,0.0,0.9571435947746166,0.0,0.0,0.0
classification,2,13184,5,0.07253811553439596,5.0900771828936894e-05,0.00713447768438145,9.835488049036014,0.12007362067056207,1.4658628180793333e-05,0.0038286587966014068,3.18859277768082,8.516805762933584,0.9715234181708656,8.116017885869728e-06,0.0028488625600175464,0.29323663297599545,0.9562141787576806,4.969478862068515e-06,0.0022292327967416313,0.23313111709322953
