task,family,phase,architecture,best_val,best_epoch,final_epoch,source
autoencoding,STL_ablation,stl_ablation_d08_w160_160_160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160, 160, 160]",0.0072433830700636866,37,42,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d08_w192_192_192_192_192_192_192_192_192,"[192, 192, 192, 192, 192, 192, 192, 192]",0.007437025081526979,24,29,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d08_w224_224_224_224_224_224_224_224_224,"[224, 224, 224, 224, 224, 224, 224, 224]",0.0036507875019312326,46,51,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d08_w256_256_256_256_256_256_256_256_256,"[256, 256, 256, 256, 256, 256, 256, 256]",0.0064927563869112935,17,22,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d10_w064_64_64_64_64_64_64_64_64_64_64,"[64, 64, 64, 64, 64, 64, 64, 64, 64, 64]",0.03837101512106445,48,53,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d10_w096_96_96_96_96_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96, 96, 96, 96, 96]",0.010693092687881846,76,81,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d10_w128_128_128_128_128_128_128_128_128_128_128,"[128, 128, 128, 128, 128, 128, 128, 128, 128, 128]",0.010997509196833693,40,45,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d10_w160_160_160_160_160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160, 160, 160, 160, 160]",0.008367755080430552,35,40,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d10_w192_192_192_192_192_192_192_192_192_192_192,"[192, 192, 192, 192, 192, 192, 192, 192, 192, 192]",0.010096093055460777,22,27,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d10_w224_224_224_224_224_224_224_224_224_224_224,"[224, 224, 224, 224, 224, 224, 224, 224, 224, 224]",0.005834360472602188,28,33,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_ablation,stl_ablation_d10_w256_256_256_256_256_256_256_256_256_256_256,"[256, 256, 256, 256, 256, 256, 256, 256, 256, 256]",0.009938427495113481,15,20,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/autoencoding/ablation_summary.json
autoencoding,STL_paired,stl_from_ae_alt_depth,"[89, 89, 89, 89, 88, 88]",0.013283320477495891,55,60,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/task_summary.json
autoencoding,STL_paired,stl_from_ae_alt_width,[83],0.0034103280351211124,88,93,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/task_summary.json
autoencoding,STL_paired,stl_from_ae_depth_to_width,"[101, 101, 101, 101, 101, 100, 100, 100, 100, 100]",0.023918251889941972,32,37,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/task_summary.json
autoencoding,STL_paired,stl_from_ae_width_to_depth,[81],0.0034839527938172305,84,89,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/task_summary.json
