task,phase,candidate_index,candidate_dir,architecture,best_val,best_epoch,final_epoch,best_checkpoint,last_checkpoint,improved_over_global,search_phase,width_fail,depth_fail,consecutive_fail,width_stage_improved,width_stage_margin_fail,width_stage_anchor_val,width_stage_margin_pct
denoising,ae_width_to_depth,0,cand_000_d1_w1,[1],1.0009355826647963,13,18,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_width_to_depth/cand_000_d1_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_width_to_depth/cand_000_d1_w1/checkpoint_last.pt,True,width,0,0,0,False,0,1.0009355826647963,inf
denoising,ae_width_to_depth,1,cand_001_d1_w2,[2],0.945658624621546,11,16,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_width_to_depth/cand_001_d1_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_width_to_depth/cand_001_d1_w2/checkpoint_last.pt,True,width,0,0,0,False,0,0.945658624621546,5.522529021906298
denoising,ae_width_to_depth,2,cand_002_d1_w3,[3],0.9001626877193329,8,13,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_width_to_depth/cand_002_d1_w3/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_width_to_depth/cand_002_d1_w3/checkpoint_last.pt,True,width,0,0,0,False,0,0.9001626877193329,4.81103177379899
denoising,ae_width_to_depth,3,cand_003_d1_w4,[4],0.861480099121077,10,15,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_width_to_depth/cand_003_d1_w4/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_width_to_depth/cand_003_d1_w4/checkpoint_last.pt,True,width,0,0,0,False,0,0.861480099121077,4.297288604159183
denoising,ae_width_to_depth,4,cand_004_d1_w5,[5],0.832311495943912,31,36,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_width_to_depth/cand_004_d1_w5/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_width_to_depth/cand_004_d1_w5/checkpoint_last.pt,True,width,0,0,0,False,0,0.832311495943912,3.3858708061769818
denoising,ae_width_to_depth,5,cand_005_d1_w6,[6],0.8035762458226678,8,13,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_width_to_depth/cand_005_d1_w6/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_width_to_depth/cand_005_d1_w6/checkpoint_last.pt,True,width,0,0,0,False,0,0.8035762458226678,3.4524634420261013
denoising,ae_width_to_depth,6,cand_006_d1_w7,[7],0.7797654099824377,25,30,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_width_to_depth/cand_006_d1_w7/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_width_to_depth/cand_006_d1_w7/checkpoint_last.pt,True,width,0,0,0,False,0,0.7797654099824377,2.9631084746480525
denoising,ae_width_to_depth,7,cand_007_d1_w8,[8],0.757267052844228,8,13,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_width_to_depth/cand_007_d1_w8/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_width_to_depth/cand_007_d1_w8/checkpoint_last.pt,True,width,0,0,0,False,0,0.757267052844228,2.885272525581304
denoising,ae_width_to_depth,8,cand_008_d1_w9,[9],0.7359867631076968,12,17,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_width_to_depth/cand_008_d1_w9/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_width_to_depth/cand_008_d1_w9/checkpoint_last.pt,True,width,0,0,0,False,0,0.7359867631076968,2.810143351226531
denoising,ae_width_to_depth,9,cand_009_d1_w10,[10],0.7147278534129052,9,14,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_width_to_depth/cand_009_d1_w10/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_width_to_depth/cand_009_d1_w10/checkpoint_last.pt,True,width,0,0,0,False,0,0.7147278534129052,2.8884907664678736
