[2026-05-24 07:40:07] Initialized ContinuousLogger for denoising_ae_alt_width (Mode: ae_alt_width)
[2026-05-24 07:40:07] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_011_d1_w12/training_log.txt
[2026-05-24 07:40:07] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_width/cand_011_d1_w12/training_stats.csv
[2026-05-24 07:40:07] [CANDIDATE] task=denoising phase=ae_alt_width index=11 search_phase=width architecture=[12]
[2026-05-24 07:40:09] [denoising][ae_alt_width][cand_011_d1_w12] epoch=1 architecture=[12] train_loss=0.675353 val_loss=0.675553 candidate_best=0.675553 global_best=0.675553 es=0/5
[2026-05-24 07:40:12] [denoising][ae_alt_width][cand_011_d1_w12] epoch=2 architecture=[12] train_loss=0.668281 val_loss=0.674812 candidate_best=0.674812 global_best=0.674812 es=0/5
[2026-05-24 07:40:15] [denoising][ae_alt_width][cand_011_d1_w12] epoch=3 architecture=[12] train_loss=0.667968 val_loss=0.674623 candidate_best=0.674623 global_best=0.674623 es=0/5
[2026-05-24 07:40:18] [denoising][ae_alt_width][cand_011_d1_w12] epoch=4 architecture=[12] train_loss=0.667685 val_loss=0.674438 candidate_best=0.674438 global_best=0.674438 es=0/5
[2026-05-24 07:40:21] [denoising][ae_alt_width][cand_011_d1_w12] epoch=5 architecture=[12] train_loss=0.667449 val_loss=0.674217 candidate_best=0.674217 global_best=0.674217 es=0/5
[2026-05-24 07:40:23] [denoising][ae_alt_width][cand_011_d1_w12] epoch=6 architecture=[12] train_loss=0.667185 val_loss=0.673911 candidate_best=0.673911 global_best=0.673911 es=0/5
[2026-05-24 07:40:27] [denoising][ae_alt_width][cand_011_d1_w12] epoch=7 architecture=[12] train_loss=0.666997 val_loss=0.673753 candidate_best=0.673753 global_best=0.673753 es=0/5
[2026-05-24 07:40:29] [denoising][ae_alt_width][cand_011_d1_w12] epoch=8 architecture=[12] train_loss=0.666864 val_loss=0.673672 candidate_best=0.673753 global_best=0.673753 es=1/5
[2026-05-24 07:40:32] [denoising][ae_alt_width][cand_011_d1_w12] epoch=9 architecture=[12] train_loss=0.666803 val_loss=0.673503 candidate_best=0.673503 global_best=0.673503 es=0/5
[2026-05-24 07:40:35] [denoising][ae_alt_width][cand_011_d1_w12] epoch=10 architecture=[12] train_loss=0.666705 val_loss=0.673396 candidate_best=0.673396 global_best=0.673396 es=0/5
[2026-05-24 07:40:38] [denoising][ae_alt_width][cand_011_d1_w12] epoch=11 architecture=[12] train_loss=0.666652 val_loss=0.673310 candidate_best=0.673396 global_best=0.673396 es=1/5
[2026-05-24 07:40:40] [denoising][ae_alt_width][cand_011_d1_w12] epoch=12 architecture=[12] train_loss=0.666531 val_loss=0.673233 candidate_best=0.673233 global_best=0.673233 es=0/5
[2026-05-24 07:40:43] [denoising][ae_alt_width][cand_011_d1_w12] epoch=13 architecture=[12] train_loss=0.666482 val_loss=0.673245 candidate_best=0.673233 global_best=0.673233 es=1/5
[2026-05-24 07:40:45] [denoising][ae_alt_width][cand_011_d1_w12] epoch=14 architecture=[12] train_loss=0.666425 val_loss=0.673175 candidate_best=0.673233 global_best=0.673233 es=2/5
[2026-05-24 07:40:48] [denoising][ae_alt_width][cand_011_d1_w12] epoch=15 architecture=[12] train_loss=0.666396 val_loss=0.673114 candidate_best=0.673114 global_best=0.673114 es=0/5
[2026-05-24 07:40:51] [denoising][ae_alt_width][cand_011_d1_w12] epoch=16 architecture=[12] train_loss=0.666362 val_loss=0.673072 candidate_best=0.673114 global_best=0.673114 es=1/5
[2026-05-24 07:40:53] [denoising][ae_alt_width][cand_011_d1_w12] epoch=17 architecture=[12] train_loss=0.666287 val_loss=0.673073 candidate_best=0.673114 global_best=0.673114 es=2/5
[2026-05-24 07:40:56] [denoising][ae_alt_width][cand_011_d1_w12] epoch=18 architecture=[12] train_loss=0.666268 val_loss=0.672925 candidate_best=0.672925 global_best=0.672925 es=0/5
[2026-05-24 07:40:59] [denoising][ae_alt_width][cand_011_d1_w12] epoch=19 architecture=[12] train_loss=0.666236 val_loss=0.672899 candidate_best=0.672925 global_best=0.672925 es=1/5
[2026-05-24 07:41:02] [denoising][ae_alt_width][cand_011_d1_w12] epoch=20 architecture=[12] train_loss=0.666193 val_loss=0.672855 candidate_best=0.672925 global_best=0.672925 es=2/5
[2026-05-24 07:41:04] [denoising][ae_alt_width][cand_011_d1_w12] epoch=21 architecture=[12] train_loss=0.666154 val_loss=0.672777 candidate_best=0.672777 global_best=0.672777 es=0/5
[2026-05-24 07:41:07] [denoising][ae_alt_width][cand_011_d1_w12] epoch=22 architecture=[12] train_loss=0.666123 val_loss=0.672742 candidate_best=0.672777 global_best=0.672777 es=1/5
[2026-05-24 07:41:10] [denoising][ae_alt_width][cand_011_d1_w12] epoch=23 architecture=[12] train_loss=0.666093 val_loss=0.672720 candidate_best=0.672777 global_best=0.672777 es=2/5
