[2026-05-18 03:37:28] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 03:37:28] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_217_d1_w218/training_log.txt
[2026-05-18 03:37:28] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_217_d1_w218/training_stats.csv
[2026-05-18 03:37:28] [CANDIDATE] task=representation phase=ae_alt_width index=217 search_phase=width architecture=[218]
[2026-05-18 03:37:36] [representation][ae_alt_width][cand_217_d1_w218] epoch=1 architecture=[218] train_loss=0.305367 val_loss=0.294835 best=0.284859 es=0/5
[2026-05-18 03:37:38] [representation][ae_alt_width][cand_217_d1_w218] epoch=2 architecture=[218] train_loss=0.283391 val_loss=0.287652 best=0.284859 es=0/5
[2026-05-18 03:37:41] [representation][ae_alt_width][cand_217_d1_w218] epoch=3 architecture=[218] train_loss=0.279710 val_loss=0.287877 best=0.284859 es=1/5
[2026-05-18 03:37:43] [representation][ae_alt_width][cand_217_d1_w218] epoch=4 architecture=[218] train_loss=0.279885 val_loss=0.288012 best=0.284859 es=2/5
[2026-05-18 03:37:51] [representation][ae_alt_width][cand_217_d1_w218] epoch=5 architecture=[218] train_loss=0.280372 val_loss=0.289572 best=0.284859 es=3/5
[2026-05-18 03:37:53] [representation][ae_alt_width][cand_217_d1_w218] epoch=6 architecture=[218] train_loss=0.280960 val_loss=0.286521 best=0.284859 es=0/5
[2026-05-18 03:37:55] [representation][ae_alt_width][cand_217_d1_w218] epoch=7 architecture=[218] train_loss=0.280010 val_loss=0.289714 best=0.284859 es=1/5
[2026-05-18 03:37:57] [representation][ae_alt_width][cand_217_d1_w218] epoch=8 architecture=[218] train_loss=0.279717 val_loss=0.287106 best=0.284859 es=2/5
[2026-05-18 03:38:00] [representation][ae_alt_width][cand_217_d1_w218] epoch=9 architecture=[218] train_loss=0.279953 val_loss=0.288697 best=0.284859 es=3/5
[2026-05-18 03:38:07] [representation][ae_alt_width][cand_217_d1_w218] epoch=10 architecture=[218] train_loss=0.280297 val_loss=0.289789 best=0.284859 es=4/5
[2026-05-18 03:38:10] [representation][ae_alt_width][cand_217_d1_w218] epoch=11 architecture=[218] train_loss=0.279564 val_loss=0.287610 best=0.284859 es=5/5
