task,row_type,phase,architecture,best_val,best_epoch,final_epoch,test_loss,test_acc
inverse,ablation_stl,stl_ablation_d03_w064_64_64_64,"[64, 64, 64]",0.7211936712265015,99,104,0.5810997486114502,
inverse,ablation_stl,stl_ablation_d03_w096_96_96_96,"[96, 96, 96]",0.7241649627685547,69,74,0.6066919565200806,
inverse,ablation_stl,stl_ablation_d03_w128_128_128_128,"[128, 128, 128]",0.7355222702026367,65,70,0.6409780383110046,
inverse,ablation_stl,stl_ablation_d03_w160_160_160_160,"[160, 160, 160]",0.7448230981826782,51,56,0.5964673757553101,
inverse,ablation_stl,stl_ablation_d03_w192_192_192_192,"[192, 192, 192]",0.7214098572731018,54,59,0.6134364008903503,
inverse,ablation_stl,stl_ablation_d03_w224_224_224_224,"[224, 224, 224]",0.7080475687980652,50,55,0.5968815684318542,
inverse,ablation_stl,stl_ablation_d03_w256_256_256_256,"[256, 256, 256]",0.7747392058372498,38,43,0.6311578750610352,
inverse,ablation_stl,stl_ablation_d04_w064_64_64_64_64,"[64, 64, 64, 64]",0.7052543759346008,62,67,0.5731615424156189,
inverse,ablation_stl,stl_ablation_d04_w096_96_96_96_96,"[96, 96, 96, 96]",0.6967830657958984,58,63,0.5413591265678406,
inverse,ablation_stl,stl_ablation_d04_w128_128_128_128_128,"[128, 128, 128, 128]",0.7108736038208008,49,54,0.6045411825180054,
inverse,ablation_stl,stl_ablation_d04_w160_160_160_160_160,"[160, 160, 160, 160]",0.711391031742096,48,53,0.5580340623855591,
inverse,ablation_stl,stl_ablation_d04_w192_192_192_192_192,"[192, 192, 192, 192]",0.7074401378631592,45,50,0.5944668054580688,
inverse,ablation_stl,stl_ablation_d04_w224_224_224_224_224,"[224, 224, 224, 224]",0.7031810879707336,59,64,0.5647609829902649,
inverse,ablation_stl,stl_ablation_d04_w256_256_256_256_256,"[256, 256, 256, 256]",0.6945496797561646,44,49,0.6308298707008362,
inverse,ablation_stl,stl_ablation_d06_w064_64_64_64_64_64_64,"[64, 64, 64, 64, 64, 64]",0.7884567379951477,48,53,0.6695424914360046,
inverse,ablation_stl,stl_ablation_d06_w096_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96]",0.7302022576332092,50,55,0.5564067959785461,
inverse,ablation_stl,stl_ablation_d06_w128_128_128_128_128_128_128,"[128, 128, 128, 128, 128, 128]",0.6713204383850098,57,62,0.5279431343078613,
inverse,ablation_stl,stl_ablation_d06_w160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160]",0.6997155547142029,45,50,0.5472816228866577,
inverse,ablation_stl,stl_ablation_d06_w192_192_192_192_192_192_192,"[192, 192, 192, 192, 192, 192]",0.9966982007026672,5,10,0.7754263281822205,
inverse,ablation_stl,stl_ablation_d06_w224_224_224_224_224_224_224,"[224, 224, 224, 224, 224, 224]",0.6922094225883484,56,61,0.6185072660446167,
inverse,ablation_stl,stl_ablation_d06_w256_256_256_256_256_256_256,"[256, 256, 256, 256, 256, 256]",0.7168596982955933,45,50,0.5411644577980042,
inverse,ablation_stl,stl_ablation_d08_w064_64_64_64_64_64_64_64_64,"[64, 64, 64, 64, 64, 64, 64, 64]",0.7763729691505432,47,52,0.5781033635139465,
inverse,ablation_stl,stl_ablation_d08_w096_96_96_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96, 96, 96]",0.9988334774971008,1,6,0.7778370976448059,
inverse,ablation_stl,stl_ablation_d08_w128_128_128_128_128_128_128_128_128,"[128, 128, 128, 128, 128, 128, 128, 128]",0.9984237551689148,2,7,0.7767559885978699,
inverse,ablation_stl,stl_ablation_d08_w160_160_160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160, 160, 160]",0.9982016086578369,4,9,0.7762206196784973,
inverse,ablation_stl,stl_ablation_d08_w192_192_192_192_192_192_192_192_192,"[192, 192, 192, 192, 192, 192, 192, 192]",0.998406708240509,2,7,0.7771731615066528,
inverse,ablation_stl,stl_ablation_d08_w224_224_224_224_224_224_224_224_224,"[224, 224, 224, 224, 224, 224, 224, 224]",0.9974001049995422,7,12,0.7757171988487244,
