[2026-06-10 22:41:22] Initialized ContinuousLogger for representation_ae_width_only (Mode: ae_width_only)
[2026-06-10 22:41:22] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/representation_d1/representation/ae_width_only/cand_006_d1_w7/training_log.txt
[2026-06-10 22:41:22] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/representation_d1/representation/ae_width_only/cand_006_d1_w7/training_stats.csv
[2026-06-10 22:41:22] [CANDIDATE] task=representation phase=ae_width_only index=6 search_phase=width architecture=[7]
[2026-06-10 22:41:30] [representation][ae_width_only][cand_006_d1_w7] epoch=1 architecture=[7] train_loss=0.597428 val_loss=0.596028 candidate_best=0.596028 global_best=0.595397 es=0/10
[2026-06-10 22:41:36] [representation][ae_width_only][cand_006_d1_w7] epoch=2 architecture=[7] train_loss=0.595716 val_loss=0.595370 candidate_best=0.595370 global_best=0.595370 es=0/10
[2026-06-10 22:41:42] [representation][ae_width_only][cand_006_d1_w7] epoch=3 architecture=[7] train_loss=0.595316 val_loss=0.595264 candidate_best=0.595264 global_best=0.595264 es=0/10
[2026-06-10 22:41:47] [representation][ae_width_only][cand_006_d1_w7] epoch=4 architecture=[7] train_loss=0.595122 val_loss=0.594814 candidate_best=0.594814 global_best=0.594814 es=0/10
[2026-06-10 22:41:55] [representation][ae_width_only][cand_006_d1_w7] epoch=5 architecture=[7] train_loss=0.594899 val_loss=0.594930 candidate_best=0.594814 global_best=0.594814 es=1/10
[2026-06-10 22:42:01] [representation][ae_width_only][cand_006_d1_w7] epoch=6 architecture=[7] train_loss=0.594994 val_loss=0.594417 candidate_best=0.594417 global_best=0.594417 es=0/10
[2026-06-10 22:42:07] [representation][ae_width_only][cand_006_d1_w7] epoch=7 architecture=[7] train_loss=0.594608 val_loss=0.594140 candidate_best=0.594140 global_best=0.594140 es=0/10
[2026-06-10 22:42:12] [representation][ae_width_only][cand_006_d1_w7] epoch=8 architecture=[7] train_loss=0.594224 val_loss=0.594147 candidate_best=0.594140 global_best=0.594140 es=1/10
[2026-06-10 22:42:18] [representation][ae_width_only][cand_006_d1_w7] epoch=9 architecture=[7] train_loss=0.594298 val_loss=0.593982 candidate_best=0.593982 global_best=0.593982 es=0/10
[2026-06-10 22:42:26] [representation][ae_width_only][cand_006_d1_w7] epoch=10 architecture=[7] train_loss=0.594029 val_loss=0.593765 candidate_best=0.593765 global_best=0.593765 es=0/10
[2026-06-10 22:42:32] [representation][ae_width_only][cand_006_d1_w7] epoch=11 architecture=[7] train_loss=0.593518 val_loss=0.593345 candidate_best=0.593345 global_best=0.593345 es=0/10
[2026-06-10 22:42:37] [representation][ae_width_only][cand_006_d1_w7] epoch=12 architecture=[7] train_loss=0.593212 val_loss=0.593011 candidate_best=0.593011 global_best=0.593011 es=0/10
[2026-06-10 22:42:43] [representation][ae_width_only][cand_006_d1_w7] epoch=13 architecture=[7] train_loss=0.592631 val_loss=0.592577 candidate_best=0.592577 global_best=0.592577 es=0/10
[2026-06-10 22:42:49] [representation][ae_width_only][cand_006_d1_w7] epoch=14 architecture=[7] train_loss=0.592216 val_loss=0.592146 candidate_best=0.592146 global_best=0.592146 es=0/10
[2026-06-10 22:42:57] [representation][ae_width_only][cand_006_d1_w7] epoch=15 architecture=[7] train_loss=0.591897 val_loss=0.591597 candidate_best=0.591597 global_best=0.591597 es=0/10
[2026-06-10 22:43:03] [representation][ae_width_only][cand_006_d1_w7] epoch=16 architecture=[7] train_loss=0.591375 val_loss=0.591386 candidate_best=0.591386 global_best=0.591386 es=0/10
[2026-06-10 22:43:08] [representation][ae_width_only][cand_006_d1_w7] epoch=17 architecture=[7] train_loss=0.591008 val_loss=0.590976 candidate_best=0.590976 global_best=0.590976 es=0/10
[2026-06-10 22:43:14] [representation][ae_width_only][cand_006_d1_w7] epoch=18 architecture=[7] train_loss=0.590693 val_loss=0.590644 candidate_best=0.590644 global_best=0.590644 es=0/10
[2026-06-10 22:43:20] [representation][ae_width_only][cand_006_d1_w7] epoch=19 architecture=[7] train_loss=0.590212 val_loss=0.590119 candidate_best=0.590119 global_best=0.590119 es=0/10
[2026-06-10 22:43:28] [representation][ae_width_only][cand_006_d1_w7] epoch=20 architecture=[7] train_loss=0.589778 val_loss=0.589535 candidate_best=0.589535 global_best=0.589535 es=0/10
[2026-06-10 22:43:34] [representation][ae_width_only][cand_006_d1_w7] epoch=21 architecture=[7] train_loss=0.589511 val_loss=0.589304 candidate_best=0.589304 global_best=0.589304 es=0/10
[2026-06-10 22:43:39] [representation][ae_width_only][cand_006_d1_w7] epoch=22 architecture=[7] train_loss=0.589308 val_loss=0.589612 candidate_best=0.589304 global_best=0.589304 es=1/10
[2026-06-10 22:43:45] [representation][ae_width_only][cand_006_d1_w7] epoch=23 architecture=[7] train_loss=0.589071 val_loss=0.588874 candidate_best=0.588874 global_best=0.588874 es=0/10
[2026-06-10 22:43:51] [representation][ae_width_only][cand_006_d1_w7] epoch=24 architecture=[7] train_loss=0.588781 val_loss=0.588713 candidate_best=0.588713 global_best=0.588713 es=0/10
[2026-06-10 22:43:59] [representation][ae_width_only][cand_006_d1_w7] epoch=25 architecture=[7] train_loss=0.588416 val_loss=0.588371 candidate_best=0.588371 global_best=0.588371 es=0/10
[2026-06-10 22:44:05] [representation][ae_width_only][cand_006_d1_w7] epoch=26 architecture=[7] train_loss=0.588159 val_loss=0.588503 candidate_best=0.588371 global_best=0.588371 es=1/10
[2026-06-10 22:44:11] [representation][ae_width_only][cand_006_d1_w7] epoch=27 architecture=[7] train_loss=0.588032 val_loss=0.588217 candidate_best=0.588217 global_best=0.588217 es=0/10
[2026-06-10 22:44:16] [representation][ae_width_only][cand_006_d1_w7] epoch=28 architecture=[7] train_loss=0.587904 val_loss=0.587929 candidate_best=0.587929 global_best=0.587929 es=0/10
[2026-06-10 22:44:22] [representation][ae_width_only][cand_006_d1_w7] epoch=29 architecture=[7] train_loss=0.587444 val_loss=0.587605 candidate_best=0.587605 global_best=0.587605 es=0/10
[2026-06-10 22:44:30] [representation][ae_width_only][cand_006_d1_w7] epoch=30 architecture=[7] train_loss=0.587106 val_loss=0.587608 candidate_best=0.587605 global_best=0.587605 es=1/10
[2026-06-10 22:44:36] [representation][ae_width_only][cand_006_d1_w7] epoch=31 architecture=[7] train_loss=0.586881 val_loss=0.587339 candidate_best=0.587339 global_best=0.587339 es=0/10
[2026-06-10 22:44:41] [representation][ae_width_only][cand_006_d1_w7] epoch=32 architecture=[7] train_loss=0.586799 val_loss=0.587170 candidate_best=0.587170 global_best=0.587170 es=0/10
[2026-06-10 22:44:47] [representation][ae_width_only][cand_006_d1_w7] epoch=33 architecture=[7] train_loss=0.586516 val_loss=0.587176 candidate_best=0.587170 global_best=0.587170 es=1/10
[2026-06-10 22:44:53] [representation][ae_width_only][cand_006_d1_w7] epoch=34 architecture=[7] train_loss=0.586270 val_loss=0.586633 candidate_best=0.586633 global_best=0.586633 es=0/10
[2026-06-10 22:45:01] [representation][ae_width_only][cand_006_d1_w7] epoch=35 architecture=[7] train_loss=0.585936 val_loss=0.586551 candidate_best=0.586633 global_best=0.586633 es=1/10
[2026-06-10 22:45:07] [representation][ae_width_only][cand_006_d1_w7] epoch=36 architecture=[7] train_loss=0.585591 val_loss=0.586057 candidate_best=0.586057 global_best=0.586057 es=0/10
[2026-06-10 22:45:12] [representation][ae_width_only][cand_006_d1_w7] epoch=37 architecture=[7] train_loss=0.585502 val_loss=0.586304 candidate_best=0.586057 global_best=0.586057 es=1/10
[2026-06-10 22:45:18] [representation][ae_width_only][cand_006_d1_w7] epoch=38 architecture=[7] train_loss=0.585448 val_loss=0.585726 candidate_best=0.585726 global_best=0.585726 es=0/10
[2026-06-10 22:45:24] [representation][ae_width_only][cand_006_d1_w7] epoch=39 architecture=[7] train_loss=0.585019 val_loss=0.585686 candidate_best=0.585726 global_best=0.585726 es=1/10
[2026-06-10 22:45:32] [representation][ae_width_only][cand_006_d1_w7] epoch=40 architecture=[7] train_loss=0.584979 val_loss=0.585469 candidate_best=0.585469 global_best=0.585469 es=0/10
[2026-06-10 22:45:38] [representation][ae_width_only][cand_006_d1_w7] epoch=41 architecture=[7] train_loss=0.585082 val_loss=0.585317 candidate_best=0.585317 global_best=0.585317 es=0/10
[2026-06-10 22:45:43] [representation][ae_width_only][cand_006_d1_w7] epoch=42 architecture=[7] train_loss=0.584693 val_loss=0.585087 candidate_best=0.585087 global_best=0.585087 es=0/10
[2026-06-10 22:45:49] [representation][ae_width_only][cand_006_d1_w7] epoch=43 architecture=[7] train_loss=0.584658 val_loss=0.585022 candidate_best=0.585087 global_best=0.585087 es=1/10
[2026-06-10 22:45:55] [representation][ae_width_only][cand_006_d1_w7] epoch=44 architecture=[7] train_loss=0.584299 val_loss=0.584792 candidate_best=0.584792 global_best=0.584792 es=0/10
[2026-06-10 22:46:03] [representation][ae_width_only][cand_006_d1_w7] epoch=45 architecture=[7] train_loss=0.584056 val_loss=0.584725 candidate_best=0.584792 global_best=0.584792 es=1/10
