timestamp,model,mode,epoch,width,depth,train_loss,val_loss,neurons,best_val,es_counter,improved,auroc
2026-06-15 02:56:58,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,114,5,0.0029055349245114027,0.001960022011940841,557,0.001960022011940841,0,True,0.6289440849296901
2026-06-15 02:57:02,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,114,5,0.0019848309562538148,0.001414806485626164,557,0.001414806485626164,0,True,0.6580074787208977
2026-06-15 02:57:05,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,114,5,0.0016656295118419244,0.0011483648383432087,557,0.0011483648383432087,0,True,0.6541474288820993
2026-06-15 02:57:09,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,114,5,0.0015938656127025494,0.0011500951841814835,557,0.0011500951841814835,0,True,0.639646532977711
2026-06-15 02:57:12,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,114,5,0.0017045550363234713,0.0012208446551281252,557,0.0012208446551281252,0,True,0.6467144793717299
2026-06-15 02:57:15,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,114,5,0.0017020342275297082,0.0012679937665001555,557,0.0012679937665001555,0,True,0.6527418210503613
2026-06-15 02:57:19,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,114,5,0.0017154376410604493,0.001306087422391724,557,0.001306087422391724,0,True,0.6589018700264728
2026-06-15 02:57:23,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,114,5,0.0016721330795810934,0.0013067412461004665,557,0.0013067412461004665,0,True,0.6580355760018635
2026-06-15 02:57:26,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,114,5,0.0017301682454408944,0.001541973704311593,557,0.001541973704311593,0,True,0.6449183373869446
2026-06-15 02:57:29,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,114,5,0.0017873711391094768,0.0013356682743694394,557,0.0013356682743694394,0,True,0.6614341101238428
2026-06-15 02:57:32,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,114,5,0.0016571807945394907,0.001205021705728297,557,0.001205021705728297,0,True,0.649582533869251
2026-06-15 02:57:36,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,114,5,0.0015511121724411465,0.0012476166828587795,557,0.0012476166828587795,0,True,0.6437040471160969
2026-06-15 02:57:39,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,114,5,0.0015888145583936144,0.001399903384264996,557,0.001399903384264996,0,True,0.6544183778383028
