[2026-05-20 11:56:33] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-20 11:56:33] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_020_d1_w21/training_log.txt
[2026-05-20 11:56:33] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_020_d1_w21/training_stats.csv
[2026-05-20 11:56:33] [CANDIDATE] task=autoencoding phase=ae_width_to_depth index=20 search_phase=width architecture=[21]
[2026-05-20 11:56:35] [autoencoding][ae_width_to_depth][cand_020_d1_w21] epoch=1 architecture=[21] train_loss=0.476971 val_loss=0.476569 best=0.475558 es=0/5
[2026-05-20 11:56:38] [autoencoding][ae_width_to_depth][cand_020_d1_w21] epoch=2 architecture=[21] train_loss=0.472645 val_loss=0.474017 best=0.474017 es=0/5
[2026-05-20 11:56:40] [autoencoding][ae_width_to_depth][cand_020_d1_w21] epoch=3 architecture=[21] train_loss=0.469889 val_loss=0.471724 best=0.471724 es=0/5
[2026-05-20 11:56:42] [autoencoding][ae_width_to_depth][cand_020_d1_w21] epoch=4 architecture=[21] train_loss=0.467655 val_loss=0.469684 best=0.469684 es=0/5
[2026-05-20 11:56:45] [autoencoding][ae_width_to_depth][cand_020_d1_w21] epoch=5 architecture=[21] train_loss=0.465702 val_loss=0.467801 best=0.467801 es=0/5
[2026-05-20 11:56:47] [autoencoding][ae_width_to_depth][cand_020_d1_w21] epoch=6 architecture=[21] train_loss=0.463853 val_loss=0.466061 best=0.466061 es=0/5
[2026-05-20 11:56:50] [autoencoding][ae_width_to_depth][cand_020_d1_w21] epoch=7 architecture=[21] train_loss=0.462066 val_loss=0.464502 best=0.464502 es=0/5
[2026-05-20 11:56:52] [autoencoding][ae_width_to_depth][cand_020_d1_w21] epoch=8 architecture=[21] train_loss=0.460429 val_loss=0.463092 best=0.463092 es=0/5
[2026-05-20 11:56:54] [autoencoding][ae_width_to_depth][cand_020_d1_w21] epoch=9 architecture=[21] train_loss=0.458940 val_loss=0.461779 best=0.461779 es=0/5
[2026-05-20 11:56:56] [autoencoding][ae_width_to_depth][cand_020_d1_w21] epoch=10 architecture=[21] train_loss=0.457620 val_loss=0.460498 best=0.460498 es=0/5
[2026-05-20 11:56:59] [autoencoding][ae_width_to_depth][cand_020_d1_w21] epoch=11 architecture=[21] train_loss=0.456516 val_loss=0.459549 best=0.459549 es=0/5
[2026-05-20 11:57:01] [autoencoding][ae_width_to_depth][cand_020_d1_w21] epoch=12 architecture=[21] train_loss=0.455613 val_loss=0.458826 best=0.458826 es=0/5
[2026-05-20 11:57:04] [autoencoding][ae_width_to_depth][cand_020_d1_w21] epoch=13 architecture=[21] train_loss=0.455004 val_loss=0.458315 best=0.458315 es=0/5
[2026-05-20 11:57:06] [autoencoding][ae_width_to_depth][cand_020_d1_w21] epoch=14 architecture=[21] train_loss=0.454495 val_loss=0.458067 best=0.458067 es=0/5
[2026-05-20 11:57:08] [autoencoding][ae_width_to_depth][cand_020_d1_w21] epoch=15 architecture=[21] train_loss=0.454159 val_loss=0.457868 best=0.457868 es=0/5
[2026-05-20 11:57:11] [autoencoding][ae_width_to_depth][cand_020_d1_w21] epoch=16 architecture=[21] train_loss=0.453928 val_loss=0.457741 best=0.457741 es=0/5
[2026-05-20 11:57:13] [autoencoding][ae_width_to_depth][cand_020_d1_w21] epoch=17 architecture=[21] train_loss=0.453802 val_loss=0.457645 best=0.457741 es=1/5
[2026-05-20 11:57:15] [autoencoding][ae_width_to_depth][cand_020_d1_w21] epoch=18 architecture=[21] train_loss=0.453705 val_loss=0.457618 best=0.457618 es=0/5
[2026-05-20 11:57:18] [autoencoding][ae_width_to_depth][cand_020_d1_w21] epoch=19 architecture=[21] train_loss=0.453667 val_loss=0.457674 best=0.457618 es=1/5
[2026-05-20 11:57:20] [autoencoding][ae_width_to_depth][cand_020_d1_w21] epoch=20 architecture=[21] train_loss=0.453597 val_loss=0.457631 best=0.457618 es=2/5
[2026-05-20 11:57:22] [autoencoding][ae_width_to_depth][cand_020_d1_w21] epoch=21 architecture=[21] train_loss=0.453548 val_loss=0.457632 best=0.457618 es=3/5
[2026-05-20 11:57:24] [autoencoding][ae_width_to_depth][cand_020_d1_w21] epoch=22 architecture=[21] train_loss=0.453539 val_loss=0.457690 best=0.457618 es=4/5
[2026-05-20 11:57:27] [autoencoding][ae_width_to_depth][cand_020_d1_w21] epoch=23 architecture=[21] train_loss=0.453544 val_loss=0.457722 best=0.457618 es=5/5
