task,phase,candidate_index,candidate_dir,architecture,best_val,best_epoch,final_epoch,best_checkpoint,last_checkpoint,improved_over_global,search_phase,width_fail,depth_fail
representation,ae_width_to_depth,11,cand_011_d2_w13,"[13, 13]",0.6203543600803239,55,60,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_011_d2_w13/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_011_d2_w13/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,12,cand_012_d2_w14,"[14, 14]",0.5996233301707175,43,48,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_012_d2_w14/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_012_d2_w14/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,13,cand_013_d2_w15,"[15, 15]",0.5800421067146821,44,49,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_013_d2_w15/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_013_d2_w15/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,14,cand_014_d2_w16,"[16, 16]",0.5582262062342782,54,59,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_014_d2_w16/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_014_d2_w16/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,15,cand_015_d2_w17,"[17, 17]",0.5366467087817183,29,34,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_015_d2_w17/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_015_d2_w17/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,16,cand_016_d2_w18,"[18, 18]",0.516583338409354,48,53,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_016_d2_w18/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_016_d2_w18/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,17,cand_017_d2_w19,"[19, 19]",0.4966736663461123,34,39,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_017_d2_w19/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_017_d2_w19/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,18,cand_018_d2_w20,"[20, 20]",0.4772981235064713,29,34,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_018_d2_w20/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_018_d2_w20/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,19,cand_019_d2_w21,"[21, 21]",0.45669415586068707,34,39,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_019_d2_w21/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_019_d2_w21/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,20,cand_020_d2_w22,"[22, 22]",0.43736973615087116,32,37,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_020_d2_w22/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_020_d2_w22/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,21,cand_021_d2_w23,"[23, 23]",0.4184769871679059,29,34,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_021_d2_w23/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_021_d2_w23/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,22,cand_022_d2_w24,"[24, 24]",0.3993681026808754,37,42,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_022_d2_w24/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_022_d2_w24/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,23,cand_023_d2_w25,"[25, 25]",0.37966608623328124,29,34,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_023_d2_w25/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_023_d2_w25/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,24,cand_024_d2_w26,"[26, 26]",0.3591782565707871,22,27,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_024_d2_w26/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_024_d2_w26/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,25,cand_025_d2_w27,"[27, 27]",0.34040510916972117,24,29,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_025_d2_w27/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_025_d2_w27/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,26,cand_026_d2_w28,"[28, 28]",0.3212684788559639,32,37,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_026_d2_w28/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_026_d2_w28/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,27,cand_027_d2_w29,"[29, 29]",0.30237199120009756,28,33,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_027_d2_w29/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_027_d2_w29/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,28,cand_028_d2_w30,"[30, 30]",0.28135518309306823,24,29,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_028_d2_w30/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_028_d2_w30/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,29,cand_029_d2_w31,"[31, 31]",0.26225217871950246,37,42,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_029_d2_w31/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_029_d2_w31/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,30,cand_030_d2_w32,"[32, 32]",0.24165117499934044,21,26,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_030_d2_w32/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_030_d2_w32/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,31,cand_031_d2_w33,"[33, 33]",0.22249346732020192,26,31,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_031_d2_w33/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_031_d2_w33/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,32,cand_032_d2_w34,"[34, 34]",0.20213533269878106,31,36,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_032_d2_w34/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_032_d2_w34/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,33,cand_033_d2_w35,"[35, 35]",0.18261806940632727,43,48,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_033_d2_w35/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_033_d2_w35/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,34,cand_034_d2_w36,"[36, 36]",0.16336646611535696,70,75,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_034_d2_w36/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_034_d2_w36/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,35,cand_035_d2_w37,"[37, 37]",0.13657697112794664,39,44,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_035_d2_w37/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_035_d2_w37/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,36,cand_036_d2_w38,"[38, 38]",0.11764823929009094,40,45,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_036_d2_w38/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_036_d2_w38/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,37,cand_037_d2_w39,"[39, 39]",0.09893081154273493,30,35,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_037_d2_w39/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_037_d2_w39/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,38,cand_038_d2_w40,"[40, 40]",0.08296832917137763,39,44,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_038_d2_w40/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_038_d2_w40/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,39,cand_039_d2_w41,"[41, 41]",0.06808991268079943,48,53,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_039_d2_w41/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_039_d2_w41/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,40,cand_040_d2_w42,"[42, 42]",0.05657896349691519,31,36,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_040_d2_w42/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_040_d2_w42/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,41,cand_041_d2_w43,"[43, 43]",0.0462981750118034,52,57,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_041_d2_w43/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_041_d2_w43/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,42,cand_042_d2_w44,"[44, 44]",0.039589974444286254,30,35,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_042_d2_w44/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_042_d2_w44/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,43,cand_043_d2_w45,"[45, 45]",0.035432244607051,30,35,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_043_d2_w45/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_043_d2_w45/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,44,cand_044_d2_w46,"[46, 46]",0.035942080546947516,5,10,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_044_d2_w46/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_044_d2_w46/checkpoint_last.pt,False,width,1,0
representation,ae_width_to_depth,45,cand_045_d2_w47,"[47, 47]",0.023540087173948728,101,106,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_045_d2_w47/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_045_d2_w47/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,46,cand_046_d2_w48,"[48, 48]",0.02035455240824384,40,45,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_046_d2_w48/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_046_d2_w48/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,47,cand_047_d2_w49,"[49, 49]",0.020212716515704984,11,16,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_047_d2_w49/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_047_d2_w49/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,48,cand_048_d2_w50,"[50, 50]",0.011390854417046684,49,54,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_048_d2_w50/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_048_d2_w50/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,49,cand_049_d2_w51,"[51, 51]",0.010731311043197148,13,18,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_049_d2_w51/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_049_d2_w51/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,50,cand_050_d2_w52,"[52, 52]",0.007644095217297071,43,48,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_050_d2_w52/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_050_d2_w52/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,51,cand_051_d2_w53,"[53, 53]",0.007653994179695098,7,12,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_051_d2_w53/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_051_d2_w53/checkpoint_last.pt,False,width,1,0
representation,ae_width_to_depth,52,cand_052_d2_w54,"[54, 54]",0.007544496717247786,8,13,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_052_d2_w54/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_052_d2_w54/checkpoint_last.pt,False,width,2,0
representation,ae_width_to_depth,53,cand_053_d2_w55,"[55, 55]",0.007113446070949549,12,17,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_053_d2_w55/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_053_d2_w55/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,54,cand_054_d2_w56,"[56, 56]",0.006933203371613025,7,12,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_054_d2_w56/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_054_d2_w56/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,55,cand_055_d2_w57,"[57, 57]",0.006578470717186698,14,19,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_055_d2_w57/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_055_d2_w57/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,56,cand_056_d2_w58,"[58, 58]",0.006218197208096473,9,14,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_056_d2_w58/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_056_d2_w58/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,57,cand_057_d2_w59,"[59, 59]",0.006337587791886543,5,10,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_057_d2_w59/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_057_d2_w59/checkpoint_last.pt,False,width,1,0
representation,ae_width_to_depth,58,cand_058_d2_w60,"[60, 60]",0.006001856791144729,12,17,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_058_d2_w60/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_058_d2_w60/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,59,cand_059_d2_w61,"[61, 61]",0.0059749495757385335,5,10,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_059_d2_w61/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_059_d2_w61/checkpoint_last.pt,False,width,1,0
representation,ae_width_to_depth,60,cand_060_d2_w62,"[62, 62]",0.005566556290349819,10,15,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_060_d2_w62/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_060_d2_w62/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,61,cand_061_d2_w63,"[63, 63]",0.005287114139957582,16,21,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_061_d2_w63/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_061_d2_w63/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,62,cand_062_d2_w64,"[64, 64]",0.005007667471830956,10,15,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_062_d2_w64/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_062_d2_w64/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,63,cand_063_d2_w65,"[65, 65]",0.004992991603893098,5,10,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_063_d2_w65/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_063_d2_w65/checkpoint_last.pt,False,width,1,0
representation,ae_width_to_depth,64,cand_064_d2_w66,"[66, 66]",0.005157448564349453,4,9,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_064_d2_w66/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_064_d2_w66/checkpoint_last.pt,False,width,2,0
representation,ae_width_to_depth,65,cand_065_d2_w67,"[67, 67]",0.004966797498788867,6,11,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_065_d2_w67/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_065_d2_w67/checkpoint_last.pt,False,width,3,0
representation,ae_width_to_depth,66,cand_066_d2_w68,"[68, 68]",0.004917197246948586,5,10,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_066_d2_w68/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_066_d2_w68/checkpoint_last.pt,False,width,4,0
representation,ae_width_to_depth,67,cand_067_d2_w69,"[69, 69]",0.004625382003278077,10,15,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_067_d2_w69/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_067_d2_w69/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,68,cand_068_d2_w70,"[70, 70]",0.004711180992139614,5,10,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_068_d2_w70/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_068_d2_w70/checkpoint_last.pt,False,width,1,0
representation,ae_width_to_depth,69,cand_069_d2_w71,"[71, 71]",0.00447166641776981,10,15,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_069_d2_w71/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_069_d2_w71/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,70,cand_070_d2_w72,"[72, 72]",0.004579741799799755,4,9,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_070_d2_w72/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_070_d2_w72/checkpoint_last.pt,False,width,1,0
representation,ae_width_to_depth,71,cand_071_d2_w73,"[73, 73]",0.004077392351087468,16,21,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_071_d2_w73/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_071_d2_w73/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,72,cand_072_d2_w74,"[74, 74]",0.0038370740554903777,10,15,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_072_d2_w74/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_072_d2_w74/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,73,cand_073_d2_w75,"[75, 75]",0.003794827685638503,13,18,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_073_d2_w75/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_073_d2_w75/checkpoint_last.pt,False,width,1,0
representation,ae_width_to_depth,74,cand_074_d2_w76,"[76, 76]",0.003549825780082321,10,15,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_074_d2_w76/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_074_d2_w76/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,75,cand_075_d2_w77,"[77, 77]",0.003570315701455116,7,12,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_075_d2_w77/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_075_d2_w77/checkpoint_last.pt,False,width,1,0
representation,ae_width_to_depth,76,cand_076_d2_w78,"[78, 78]",0.0035253407997053467,12,17,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_076_d2_w78/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_076_d2_w78/checkpoint_last.pt,False,width,2,0
representation,ae_width_to_depth,77,cand_077_d2_w79,"[79, 79]",0.003377154821583234,5,10,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_077_d2_w79/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_077_d2_w79/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,78,cand_078_d2_w80,"[80, 80]",0.0030688920263133353,12,17,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_078_d2_w80/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_078_d2_w80/checkpoint_last.pt,True,width,0,0
representation,ae_width_to_depth,79,cand_079_d2_w81,"[81, 81]",0.003110867464917226,9,14,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_079_d2_w81/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_079_d2_w81/checkpoint_last.pt,False,width,1,0
representation,ae_width_to_depth,80,cand_080_d2_w82,"[82, 82]",0.002893165515397237,8,13,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_080_d2_w82/checkpoint_best.pt,DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_080_d2_w82/checkpoint_last.pt,True,width,0,0
