[2026-06-15 07:39:26] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-15 07:39:26] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_04/simulation/cand_267_d3_w90/training_log.txt
[2026-06-15 07:39:26] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_04/simulation/cand_267_d3_w90/training_stats.csv
[2026-06-15 07:39:26] Epoch 1 | architecture=[90, 89, 89] train_loss=0.010616 val_loss=0.002906 best=0.002906 es=0/10
[2026-06-15 07:39:27] Epoch 1 | architecture=[90, 89, 89] train_loss=0.002227 val_loss=0.010411 best=0.010411 es=0/10
[2026-06-15 07:39:27] Epoch 1 | architecture=[90, 89, 89] train_loss=0.008971 val_loss=0.006688 best=0.006688 es=0/10
[2026-06-15 07:39:27] Epoch 1 | architecture=[90, 89, 89] train_loss=0.005071 val_loss=0.002702 best=0.002702 es=0/10
[2026-06-15 07:39:27] Epoch 1 | architecture=[90, 89, 89] train_loss=0.001814 val_loss=0.003560 best=0.003560 es=0/10
[2026-06-15 07:39:27] Epoch 1 | architecture=[90, 89, 89] train_loss=0.003872 val_loss=0.003657 best=0.003657 es=0/10
[2026-06-15 07:39:28] Epoch 1 | architecture=[90, 89, 89] train_loss=0.003250 val_loss=0.002299 best=0.002299 es=0/10
[2026-06-15 07:39:28] Epoch 1 | architecture=[90, 89, 89] train_loss=0.001412 val_loss=0.001357 best=0.001357 es=0/10
[2026-06-15 07:39:28] Epoch 1 | architecture=[90, 89, 89] train_loss=0.001161 val_loss=0.002257 best=0.002257 es=0/10
[2026-06-15 07:39:28] Epoch 1 | architecture=[90, 89, 89] train_loss=0.002214 val_loss=0.001928 best=0.001928 es=0/10
[2026-06-15 07:39:29] Epoch 1 | architecture=[90, 89, 89] train_loss=0.001814 val_loss=0.000852 best=0.000852 es=0/10
[2026-06-15 07:39:29] Epoch 1 | architecture=[90, 89, 89] train_loss=0.002123 val_loss=0.000760 best=0.000760 es=0/10
[2026-06-15 07:39:29] Epoch 1 | architecture=[90, 89, 89] train_loss=0.001231 val_loss=0.000863 best=0.000863 es=0/10
[2026-06-15 07:39:29] Epoch 1 | architecture=[90, 89, 89] train_loss=0.000921 val_loss=0.000856 best=0.000856 es=0/10
[2026-06-15 07:39:29] Epoch 1 | architecture=[90, 89, 89] train_loss=0.000905 val_loss=0.000524 best=0.000524 es=0/10
[2026-06-15 07:39:30] Epoch 1 | architecture=[90, 89, 89] train_loss=0.000643 val_loss=0.000527 best=0.000527 es=0/10
[2026-06-15 07:39:30] Epoch 1 | architecture=[90, 89, 89] train_loss=0.000933 val_loss=0.000843 best=0.000843 es=0/10
[2026-06-15 07:39:30] Epoch 1 | architecture=[90, 89, 89] train_loss=0.000800 val_loss=0.000615 best=0.000615 es=0/10
[2026-06-15 07:39:30] Epoch 1 | architecture=[90, 89, 89] train_loss=0.001222 val_loss=0.000451 best=0.000451 es=0/10
[2026-06-15 07:39:31] Epoch 1 | architecture=[90, 89, 89] train_loss=0.001105 val_loss=0.000572 best=0.000572 es=0/10
[2026-06-15 07:39:31] Epoch 1 | architecture=[90, 89, 89] train_loss=0.001288 val_loss=0.000498 best=0.000498 es=0/10
[2026-06-15 07:39:31] Epoch 1 | architecture=[90, 89, 89] train_loss=0.000752 val_loss=0.000629 best=0.000629 es=0/10
[2026-06-15 07:39:31] Epoch 1 | architecture=[90, 89, 89] train_loss=0.000854 val_loss=0.000582 best=0.000582 es=0/10
[2026-06-15 07:39:31] Epoch 1 | architecture=[90, 89, 89] train_loss=0.000542 val_loss=0.000530 best=0.000530 es=0/10
[2026-06-15 07:39:32] Epoch 1 | architecture=[90, 89, 89] train_loss=0.000710 val_loss=0.000582 best=0.000582 es=0/10
