[2026-05-20 12:46:24] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-20 12:46:24] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_057_d1_w58/training_log.txt
[2026-05-20 12:46:24] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_057_d1_w58/training_stats.csv
[2026-05-20 12:46:24] [CANDIDATE] task=autoencoding phase=ae_width_to_depth index=57 search_phase=width architecture=[58]
[2026-05-20 12:46:27] [autoencoding][ae_width_to_depth][cand_057_d1_w58] epoch=1 architecture=[58] train_loss=0.005007 val_loss=0.003760 best=0.003301 es=0/5
[2026-05-20 12:46:30] [autoencoding][ae_width_to_depth][cand_057_d1_w58] epoch=2 architecture=[58] train_loss=0.004180 val_loss=0.003514 best=0.003301 es=0/5
[2026-05-20 12:46:32] [autoencoding][ae_width_to_depth][cand_057_d1_w58] epoch=3 architecture=[58] train_loss=0.003895 val_loss=0.003401 best=0.003301 es=0/5
[2026-05-20 12:46:35] [autoencoding][ae_width_to_depth][cand_057_d1_w58] epoch=4 architecture=[58] train_loss=0.003829 val_loss=0.003295 best=0.003295 es=0/5
[2026-05-20 12:46:38] [autoencoding][ae_width_to_depth][cand_057_d1_w58] epoch=5 architecture=[58] train_loss=0.003941 val_loss=0.003284 best=0.003295 es=1/5
[2026-05-20 12:46:41] [autoencoding][ae_width_to_depth][cand_057_d1_w58] epoch=6 architecture=[58] train_loss=0.003782 val_loss=0.003240 best=0.003295 es=2/5
[2026-05-20 12:46:44] [autoencoding][ae_width_to_depth][cand_057_d1_w58] epoch=7 architecture=[58] train_loss=0.003753 val_loss=0.003286 best=0.003295 es=3/5
[2026-05-20 12:46:47] [autoencoding][ae_width_to_depth][cand_057_d1_w58] epoch=8 architecture=[58] train_loss=0.003753 val_loss=0.003262 best=0.003295 es=4/5
[2026-05-20 12:46:50] [autoencoding][ae_width_to_depth][cand_057_d1_w58] epoch=9 architecture=[58] train_loss=0.003687 val_loss=0.003182 best=0.003182 es=0/5
[2026-05-20 12:46:53] [autoencoding][ae_width_to_depth][cand_057_d1_w58] epoch=10 architecture=[58] train_loss=0.003655 val_loss=0.003164 best=0.003182 es=1/5
[2026-05-20 12:46:56] [autoencoding][ae_width_to_depth][cand_057_d1_w58] epoch=11 architecture=[58] train_loss=0.004289 val_loss=0.003487 best=0.003182 es=2/5
[2026-05-20 12:46:59] [autoencoding][ae_width_to_depth][cand_057_d1_w58] epoch=12 architecture=[58] train_loss=0.004162 val_loss=0.003472 best=0.003182 es=3/5
[2026-05-20 12:47:02] [autoencoding][ae_width_to_depth][cand_057_d1_w58] epoch=13 architecture=[58] train_loss=0.003912 val_loss=0.003266 best=0.003182 es=4/5
[2026-05-20 12:47:05] [autoencoding][ae_width_to_depth][cand_057_d1_w58] epoch=14 architecture=[58] train_loss=0.003751 val_loss=0.003227 best=0.003182 es=5/5
