[2026-05-16 19:28:18] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 19:28:18] Logs: DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_038_d2_w40/training_log.txt
[2026-05-16 19:28:18] CSV: DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_038_d2_w40/training_stats.csv
[2026-05-16 19:28:20] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=1 train_loss=0.124980 val_loss=0.101470 best=0.101470 es=0/5
[2026-05-16 19:28:23] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=2 train_loss=0.118290 val_loss=0.098777 best=0.098777 es=0/5
[2026-05-16 19:28:25] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=3 train_loss=0.116626 val_loss=0.097705 best=0.097705 es=0/5
[2026-05-16 19:28:28] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=4 train_loss=0.115501 val_loss=0.096640 best=0.096640 es=0/5
[2026-05-16 19:28:31] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=5 train_loss=0.114429 val_loss=0.095500 best=0.095500 es=0/5
[2026-05-16 19:28:34] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=6 train_loss=0.113078 val_loss=0.094088 best=0.094088 es=0/5
[2026-05-16 19:28:37] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=7 train_loss=0.111584 val_loss=0.092795 best=0.092795 es=0/5
[2026-05-16 19:28:40] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=8 train_loss=0.109944 val_loss=0.091043 best=0.091043 es=0/5
[2026-05-16 19:28:43] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=9 train_loss=0.108893 val_loss=0.089934 best=0.089934 es=0/5
[2026-05-16 19:28:46] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=10 train_loss=0.107751 val_loss=0.088617 best=0.088617 es=0/5
[2026-05-16 19:28:49] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=11 train_loss=0.106336 val_loss=0.087481 best=0.087481 es=0/5
[2026-05-16 19:28:52] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=12 train_loss=0.105441 val_loss=0.086739 best=0.086739 es=0/5
[2026-05-16 19:28:55] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=13 train_loss=0.105007 val_loss=0.086136 best=0.086136 es=0/5
[2026-05-16 19:28:58] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=14 train_loss=0.104234 val_loss=0.085669 best=0.085669 es=0/5
[2026-05-16 19:29:01] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=15 train_loss=0.104268 val_loss=0.085308 best=0.085308 es=0/5
[2026-05-16 19:29:04] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=16 train_loss=0.103721 val_loss=0.085049 best=0.085049 es=0/5
[2026-05-16 19:29:07] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=17 train_loss=0.103363 val_loss=0.084543 best=0.084543 es=0/5
[2026-05-16 19:29:10] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=18 train_loss=0.103025 val_loss=0.084220 best=0.084220 es=0/5
[2026-05-16 19:29:13] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=19 train_loss=0.102785 val_loss=0.083917 best=0.083917 es=0/5
[2026-05-16 19:29:16] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=20 train_loss=0.102495 val_loss=0.083745 best=0.083745 es=0/5
[2026-05-16 19:29:19] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=21 train_loss=0.102302 val_loss=0.083887 best=0.083745 es=1/5
[2026-05-16 19:29:22] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=22 train_loss=0.102196 val_loss=0.083408 best=0.083408 es=0/5
[2026-05-16 19:29:25] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=23 train_loss=0.102073 val_loss=0.083358 best=0.083408 es=1/5
[2026-05-16 19:29:28] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=24 train_loss=0.102033 val_loss=0.083430 best=0.083408 es=2/5
[2026-05-16 19:29:31] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=25 train_loss=0.102139 val_loss=0.083339 best=0.083408 es=3/5
[2026-05-16 19:29:34] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=26 train_loss=0.101821 val_loss=0.083057 best=0.083057 es=0/5
[2026-05-16 19:29:37] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=27 train_loss=0.101659 val_loss=0.083013 best=0.083057 es=1/5
[2026-05-16 19:29:40] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=28 train_loss=0.101580 val_loss=0.082915 best=0.082915 es=0/5
[2026-05-16 19:29:43] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=29 train_loss=0.101672 val_loss=0.083161 best=0.082915 es=1/5
[2026-05-16 19:29:46] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=30 train_loss=0.101923 val_loss=0.082913 best=0.082915 es=2/5
[2026-05-16 19:29:50] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=31 train_loss=0.101673 val_loss=0.082850 best=0.082915 es=3/5
[2026-05-16 19:29:52] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=32 train_loss=0.101845 val_loss=0.082902 best=0.082915 es=4/5
[2026-05-16 19:29:55] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=33 train_loss=0.101566 val_loss=0.082718 best=0.082718 es=0/5
[2026-05-16 19:29:58] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=34 train_loss=0.101378 val_loss=0.082549 best=0.082549 es=0/5
[2026-05-16 19:30:01] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=35 train_loss=0.101410 val_loss=0.082540 best=0.082549 es=1/5
[2026-05-16 19:30:04] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=36 train_loss=0.101043 val_loss=0.082502 best=0.082549 es=2/5
[2026-05-16 19:30:07] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=37 train_loss=0.101036 val_loss=0.082504 best=0.082549 es=3/5
[2026-05-16 19:30:10] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=38 train_loss=0.101343 val_loss=0.082629 best=0.082549 es=4/5
[2026-05-16 19:30:13] [autoencoding][ae_width_to_depth][cand_038_d2_w40] epoch=39 train_loss=0.101414 val_loss=0.082644 best=0.082549 es=5/5
