task,repeat,row_type,phase,architecture,parameter_count,best_val,best_epoch,final_epoch,test_loss,test_acc
anomaly,1,ablation_stl,stl_ablation_r01_d09_w0028_28_28_28_28_28_28_28_28_28,"[28, 28, 28, 28, 28, 28, 28, 28, 28]",10106,0.07082380181416872,88,98,0.5704591784441779,
anomaly,2,ablation_stl,stl_ablation_r02_d09_w0028_28_28_28_28_28_28_28_28_28,"[28, 28, 28, 28, 28, 28, 28, 28, 28]",10106,0.07837634959491806,87,97,0.5311249560198663,
anomaly,3,ablation_stl,stl_ablation_r03_d09_w0028_28_28_28_28_28_28_28_28_28,"[28, 28, 28, 28, 28, 28, 28, 28, 28]",10106,0.07202480831862307,85,95,0.5235732084104308,
anomaly,4,ablation_stl,stl_ablation_r04_d09_w0028_28_28_28_28_28_28_28_28_28,"[28, 28, 28, 28, 28, 28, 28, 28, 28]",10106,0.07083957903911225,112,122,0.5180419853947392,
anomaly,5,ablation_stl,stl_ablation_r05_d09_w0028_28_28_28_28_28_28_28_28_28,"[28, 28, 28, 28, 28, 28, 28, 28, 28]",10106,0.07855271155570716,72,82,0.5845353697025867,
