[2026-05-16 18:01:54] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 18:01:54] Logs: DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_018_d2_w20/training_log.txt
[2026-05-16 18:01:54] CSV: DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_018_d2_w20/training_stats.csv
[2026-05-16 18:01:57] [autoencoding][ae_width_to_depth][cand_018_d2_w20] epoch=1 train_loss=0.507996 val_loss=0.503329 best=0.503329 es=0/5
[2026-05-16 18:01:59] [autoencoding][ae_width_to_depth][cand_018_d2_w20] epoch=2 train_loss=0.496830 val_loss=0.498655 best=0.498655 es=0/5
[2026-05-16 18:02:02] [autoencoding][ae_width_to_depth][cand_018_d2_w20] epoch=3 train_loss=0.492757 val_loss=0.495791 best=0.495791 es=0/5
[2026-05-16 18:02:04] [autoencoding][ae_width_to_depth][cand_018_d2_w20] epoch=4 train_loss=0.490006 val_loss=0.493158 best=0.493158 es=0/5
[2026-05-16 18:02:06] [autoencoding][ae_width_to_depth][cand_018_d2_w20] epoch=5 train_loss=0.487651 val_loss=0.490936 best=0.490936 es=0/5
[2026-05-16 18:02:09] [autoencoding][ae_width_to_depth][cand_018_d2_w20] epoch=6 train_loss=0.485577 val_loss=0.488796 best=0.488796 es=0/5
[2026-05-16 18:02:11] [autoencoding][ae_width_to_depth][cand_018_d2_w20] epoch=7 train_loss=0.483455 val_loss=0.486887 best=0.486887 es=0/5
[2026-05-16 18:02:14] [autoencoding][ae_width_to_depth][cand_018_d2_w20] epoch=8 train_loss=0.481691 val_loss=0.485213 best=0.485213 es=0/5
[2026-05-16 18:02:16] [autoencoding][ae_width_to_depth][cand_018_d2_w20] epoch=9 train_loss=0.480247 val_loss=0.483762 best=0.483762 es=0/5
[2026-05-16 18:02:18] [autoencoding][ae_width_to_depth][cand_018_d2_w20] epoch=10 train_loss=0.478950 val_loss=0.482724 best=0.482724 es=0/5
[2026-05-16 18:02:21] [autoencoding][ae_width_to_depth][cand_018_d2_w20] epoch=11 train_loss=0.478000 val_loss=0.481832 best=0.481832 es=0/5
[2026-05-16 18:02:23] [autoencoding][ae_width_to_depth][cand_018_d2_w20] epoch=12 train_loss=0.477295 val_loss=0.481078 best=0.481078 es=0/5
[2026-05-16 18:02:26] [autoencoding][ae_width_to_depth][cand_018_d2_w20] epoch=13 train_loss=0.476664 val_loss=0.480498 best=0.480498 es=0/5
[2026-05-16 18:02:28] [autoencoding][ae_width_to_depth][cand_018_d2_w20] epoch=14 train_loss=0.476258 val_loss=0.480142 best=0.480142 es=0/5
[2026-05-16 18:02:31] [autoencoding][ae_width_to_depth][cand_018_d2_w20] epoch=15 train_loss=0.475836 val_loss=0.479874 best=0.479874 es=0/5
