[2026-05-18 01:43:03] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 01:43:03] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_062_d1_w63/training_log.txt
[2026-05-18 01:43:03] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_062_d1_w63/training_stats.csv
[2026-05-18 01:43:03] [CANDIDATE] task=representation phase=ae_alt_width index=62 search_phase=width architecture=[63]
[2026-05-18 01:43:08] [representation][ae_alt_width][cand_062_d1_w63] epoch=1 architecture=[63] train_loss=0.404453 val_loss=0.404054 best=0.402074 es=0/5
[2026-05-18 01:43:10] [representation][ae_alt_width][cand_062_d1_w63] epoch=2 architecture=[63] train_loss=0.400360 val_loss=0.403988 best=0.402074 es=1/5
[2026-05-18 01:43:13] [representation][ae_alt_width][cand_062_d1_w63] epoch=3 architecture=[63] train_loss=0.399913 val_loss=0.404608 best=0.402074 es=2/5
[2026-05-18 01:43:15] [representation][ae_alt_width][cand_062_d1_w63] epoch=4 architecture=[63] train_loss=0.400050 val_loss=0.402581 best=0.402074 es=0/5
[2026-05-18 01:43:20] [representation][ae_alt_width][cand_062_d1_w63] epoch=5 architecture=[63] train_loss=0.399573 val_loss=0.402105 best=0.402074 es=0/5
[2026-05-18 01:43:22] [representation][ae_alt_width][cand_062_d1_w63] epoch=6 architecture=[63] train_loss=0.399441 val_loss=0.401488 best=0.401488 es=0/5
[2026-05-18 01:43:24] [representation][ae_alt_width][cand_062_d1_w63] epoch=7 architecture=[63] train_loss=0.398435 val_loss=0.401493 best=0.401488 es=1/5
[2026-05-18 01:43:27] [representation][ae_alt_width][cand_062_d1_w63] epoch=8 architecture=[63] train_loss=0.398743 val_loss=0.401907 best=0.401488 es=2/5
[2026-05-18 01:43:29] [representation][ae_alt_width][cand_062_d1_w63] epoch=9 architecture=[63] train_loss=0.398769 val_loss=0.401819 best=0.401488 es=3/5
[2026-05-18 01:43:34] [representation][ae_alt_width][cand_062_d1_w63] epoch=10 architecture=[63] train_loss=0.398634 val_loss=0.402643 best=0.401488 es=4/5
[2026-05-18 01:43:36] [representation][ae_alt_width][cand_062_d1_w63] epoch=11 architecture=[63] train_loss=0.399083 val_loss=0.403330 best=0.401488 es=5/5
