[2026-05-18 02:08:07] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 02:08:07] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_096_d1_w97/training_log.txt
[2026-05-18 02:08:07] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_096_d1_w97/training_stats.csv
[2026-05-18 02:08:07] [CANDIDATE] task=representation phase=ae_alt_width index=96 search_phase=width architecture=[97]
[2026-05-18 02:08:12] [representation][ae_alt_width][cand_096_d1_w97] epoch=1 architecture=[97] train_loss=0.371392 val_loss=0.367463 best=0.362028 es=0/5
[2026-05-18 02:08:15] [representation][ae_alt_width][cand_096_d1_w97] epoch=2 architecture=[97] train_loss=0.362401 val_loss=0.363543 best=0.362028 es=0/5
[2026-05-18 02:08:17] [representation][ae_alt_width][cand_096_d1_w97] epoch=3 architecture=[97] train_loss=0.361223 val_loss=0.364540 best=0.362028 es=1/5
[2026-05-18 02:08:19] [representation][ae_alt_width][cand_096_d1_w97] epoch=4 architecture=[97] train_loss=0.361194 val_loss=0.363020 best=0.362028 es=0/5
[2026-05-18 02:08:25] [representation][ae_alt_width][cand_096_d1_w97] epoch=5 architecture=[97] train_loss=0.361078 val_loss=0.363798 best=0.362028 es=1/5
[2026-05-18 02:08:27] [representation][ae_alt_width][cand_096_d1_w97] epoch=6 architecture=[97] train_loss=0.360665 val_loss=0.362896 best=0.362028 es=0/5
[2026-05-18 02:08:29] [representation][ae_alt_width][cand_096_d1_w97] epoch=7 architecture=[97] train_loss=0.360558 val_loss=0.366020 best=0.362028 es=1/5
[2026-05-18 02:08:31] [representation][ae_alt_width][cand_096_d1_w97] epoch=8 architecture=[97] train_loss=0.360716 val_loss=0.361730 best=0.361730 es=0/5
[2026-05-18 02:08:34] [representation][ae_alt_width][cand_096_d1_w97] epoch=9 architecture=[97] train_loss=0.359799 val_loss=0.361151 best=0.361151 es=0/5
[2026-05-18 02:08:39] [representation][ae_alt_width][cand_096_d1_w97] epoch=10 architecture=[97] train_loss=0.359033 val_loss=0.360796 best=0.360796 es=0/5
[2026-05-18 02:08:41] [representation][ae_alt_width][cand_096_d1_w97] epoch=11 architecture=[97] train_loss=0.359573 val_loss=0.365417 best=0.360796 es=1/5
[2026-05-18 02:08:44] [representation][ae_alt_width][cand_096_d1_w97] epoch=12 architecture=[97] train_loss=0.359645 val_loss=0.360975 best=0.360796 es=2/5
[2026-05-18 02:08:46] [representation][ae_alt_width][cand_096_d1_w97] epoch=13 architecture=[97] train_loss=0.359097 val_loss=0.361012 best=0.360796 es=3/5
[2026-05-18 02:08:48] [representation][ae_alt_width][cand_096_d1_w97] epoch=14 architecture=[97] train_loss=0.358835 val_loss=0.363163 best=0.360796 es=4/5
[2026-05-18 02:08:54] [representation][ae_alt_width][cand_096_d1_w97] epoch=15 architecture=[97] train_loss=0.358861 val_loss=0.360493 best=0.360493 es=0/5
[2026-05-18 02:08:56] [representation][ae_alt_width][cand_096_d1_w97] epoch=16 architecture=[97] train_loss=0.358564 val_loss=0.359974 best=0.359974 es=0/5
[2026-05-18 02:08:58] [representation][ae_alt_width][cand_096_d1_w97] epoch=17 architecture=[97] train_loss=0.358326 val_loss=0.361617 best=0.359974 es=1/5
[2026-05-18 02:09:01] [representation][ae_alt_width][cand_096_d1_w97] epoch=18 architecture=[97] train_loss=0.358670 val_loss=0.359503 best=0.359503 es=0/5
[2026-05-18 02:09:03] [representation][ae_alt_width][cand_096_d1_w97] epoch=19 architecture=[97] train_loss=0.358582 val_loss=0.360475 best=0.359503 es=1/5
[2026-05-18 02:09:08] [representation][ae_alt_width][cand_096_d1_w97] epoch=20 architecture=[97] train_loss=0.358633 val_loss=0.361196 best=0.359503 es=2/5
[2026-05-18 02:09:11] [representation][ae_alt_width][cand_096_d1_w97] epoch=21 architecture=[97] train_loss=0.358129 val_loss=0.360488 best=0.359503 es=3/5
[2026-05-18 02:09:13] [representation][ae_alt_width][cand_096_d1_w97] epoch=22 architecture=[97] train_loss=0.357924 val_loss=0.360103 best=0.359503 es=4/5
[2026-05-18 02:09:15] [representation][ae_alt_width][cand_096_d1_w97] epoch=23 architecture=[97] train_loss=0.358322 val_loss=0.362293 best=0.359503 es=5/5
