[2026-05-20 09:34:20] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 09:34:20] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_071_d1_w72/training_log.txt
[2026-05-20 09:34:20] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_071_d1_w72/training_stats.csv
[2026-05-20 09:34:20] [CANDIDATE] task=autoencoding phase=ae_alt_width index=71 search_phase=width architecture=[72]
[2026-05-20 09:34:22] [autoencoding][ae_alt_width][cand_071_d1_w72] epoch=1 architecture=[72] train_loss=0.003889 val_loss=0.002654 best=0.002290 es=0/5
[2026-05-20 09:34:25] [autoencoding][ae_alt_width][cand_071_d1_w72] epoch=2 architecture=[72] train_loss=0.003010 val_loss=0.002394 best=0.002290 es=0/5
[2026-05-20 09:34:27] [autoencoding][ae_alt_width][cand_071_d1_w72] epoch=3 architecture=[72] train_loss=0.002852 val_loss=0.002395 best=0.002290 es=1/5
[2026-05-20 09:34:29] [autoencoding][ae_alt_width][cand_071_d1_w72] epoch=4 architecture=[72] train_loss=0.002759 val_loss=0.002448 best=0.002290 es=2/5
[2026-05-20 09:34:32] [autoencoding][ae_alt_width][cand_071_d1_w72] epoch=5 architecture=[72] train_loss=0.002785 val_loss=0.002303 best=0.002290 es=3/5
[2026-05-20 09:34:34] [autoencoding][ae_alt_width][cand_071_d1_w72] epoch=6 architecture=[72] train_loss=0.002726 val_loss=0.002267 best=0.002267 es=0/5
[2026-05-20 09:34:36] [autoencoding][ae_alt_width][cand_071_d1_w72] epoch=7 architecture=[72] train_loss=0.002663 val_loss=0.002290 best=0.002267 es=1/5
[2026-05-20 09:34:39] [autoencoding][ae_alt_width][cand_071_d1_w72] epoch=8 architecture=[72] train_loss=0.002805 val_loss=0.002338 best=0.002267 es=2/5
[2026-05-20 09:34:42] [autoencoding][ae_alt_width][cand_071_d1_w72] epoch=9 architecture=[72] train_loss=0.002875 val_loss=0.002302 best=0.002267 es=3/5
[2026-05-20 09:34:44] [autoencoding][ae_alt_width][cand_071_d1_w72] epoch=10 architecture=[72] train_loss=0.002694 val_loss=0.002237 best=0.002267 es=4/5
[2026-05-20 09:34:46] [autoencoding][ae_alt_width][cand_071_d1_w72] epoch=11 architecture=[72] train_loss=0.002589 val_loss=0.002218 best=0.002267 es=5/5
