[2026-06-15 08:49:55] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-15 08:49:55] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_04/simulation/cand_877_d7_w126/training_log.txt
[2026-06-15 08:49:55] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_04/simulation/cand_877_d7_w126/training_stats.csv
[2026-06-15 08:49:55] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 122] train_loss=0.007710 val_loss=0.002193 best=0.002193 es=0/10
[2026-06-15 08:49:55] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 122] train_loss=0.002019 val_loss=0.005599 best=0.005599 es=0/10
[2026-06-15 08:49:56] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 122] train_loss=0.003611 val_loss=0.008509 best=0.008509 es=0/10
[2026-06-15 08:49:56] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 122] train_loss=0.002824 val_loss=0.002179 best=0.002179 es=0/10
[2026-06-15 08:49:56] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 122] train_loss=0.001485 val_loss=0.000688 best=0.000688 es=0/10
[2026-06-15 08:49:56] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 122] train_loss=0.003047 val_loss=0.001612 best=0.001612 es=0/10
[2026-06-15 08:49:56] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 122] train_loss=0.001940 val_loss=0.001138 best=0.001138 es=0/10
[2026-06-15 08:49:57] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 122] train_loss=0.003747 val_loss=0.000416 best=0.000416 es=0/10
[2026-06-15 08:49:57] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 122] train_loss=0.001191 val_loss=0.000952 best=0.000952 es=0/10
[2026-06-15 08:49:57] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 122] train_loss=0.001019 val_loss=0.001756 best=0.001756 es=0/10
[2026-06-15 08:49:57] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 122] train_loss=0.000818 val_loss=0.001054 best=0.001054 es=0/10
[2026-06-15 08:49:58] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 122] train_loss=0.001316 val_loss=0.000364 best=0.000364 es=0/10
[2026-06-15 08:49:58] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 122] train_loss=0.000780 val_loss=0.000268 best=0.000268 es=0/10
[2026-06-15 08:49:58] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 122] train_loss=0.002694 val_loss=0.000507 best=0.000507 es=0/10
[2026-06-15 08:49:58] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 122] train_loss=0.000445 val_loss=0.000239 best=0.000239 es=0/10
[2026-06-15 08:49:59] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 122] train_loss=0.000797 val_loss=0.000344 best=0.000344 es=0/10
[2026-06-15 08:49:59] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 122] train_loss=0.001145 val_loss=0.000401 best=0.000401 es=0/10
[2026-06-15 08:49:59] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 122] train_loss=0.000976 val_loss=0.000272 best=0.000272 es=0/10
[2026-06-15 08:49:59] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 122] train_loss=0.002455 val_loss=0.000182 best=0.000182 es=0/10
[2026-06-15 08:50:00] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 122] train_loss=0.000954 val_loss=0.000272 best=0.000272 es=0/10
[2026-06-15 08:50:00] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 122] train_loss=0.001846 val_loss=0.000333 best=0.000333 es=0/10
[2026-06-15 08:50:00] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 122] train_loss=0.000498 val_loss=0.000205 best=0.000205 es=0/10
[2026-06-15 08:50:00] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 122] train_loss=0.000571 val_loss=0.000201 best=0.000201 es=0/10
