[2026-05-20 12:14:16] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-20 12:14:16] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_034_d1_w35/training_log.txt
[2026-05-20 12:14:16] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_034_d1_w35/training_stats.csv
[2026-05-20 12:14:16] [CANDIDATE] task=autoencoding phase=ae_width_to_depth index=34 search_phase=width architecture=[35]
[2026-05-20 12:14:19] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=1 architecture=[35] train_loss=0.211040 val_loss=0.201126 best=0.201126 es=0/5
[2026-05-20 12:14:21] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=2 architecture=[35] train_loss=0.208099 val_loss=0.199581 best=0.199581 es=0/5
[2026-05-20 12:14:24] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=3 architecture=[35] train_loss=0.206604 val_loss=0.198198 best=0.198198 es=0/5
[2026-05-20 12:14:27] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=4 architecture=[35] train_loss=0.205204 val_loss=0.196650 best=0.196650 es=0/5
[2026-05-20 12:14:30] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=5 architecture=[35] train_loss=0.203619 val_loss=0.195242 best=0.195242 es=0/5
[2026-05-20 12:14:33] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=6 architecture=[35] train_loss=0.201994 val_loss=0.193338 best=0.193338 es=0/5
[2026-05-20 12:14:36] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=7 architecture=[35] train_loss=0.200331 val_loss=0.191528 best=0.191528 es=0/5
[2026-05-20 12:14:39] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=8 architecture=[35] train_loss=0.198808 val_loss=0.189869 best=0.189869 es=0/5
[2026-05-20 12:14:42] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=9 architecture=[35] train_loss=0.197210 val_loss=0.188303 best=0.188303 es=0/5
[2026-05-20 12:14:45] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=10 architecture=[35] train_loss=0.195991 val_loss=0.187203 best=0.187203 es=0/5
[2026-05-20 12:14:48] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=11 architecture=[35] train_loss=0.194716 val_loss=0.186204 best=0.186204 es=0/5
[2026-05-20 12:14:51] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=12 architecture=[35] train_loss=0.193708 val_loss=0.185159 best=0.185159 es=0/5
[2026-05-20 12:14:53] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=13 architecture=[35] train_loss=0.192941 val_loss=0.184373 best=0.184373 es=0/5
[2026-05-20 12:14:56] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=14 architecture=[35] train_loss=0.192358 val_loss=0.183923 best=0.183923 es=0/5
[2026-05-20 12:14:59] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=15 architecture=[35] train_loss=0.191814 val_loss=0.183546 best=0.183546 es=0/5
[2026-05-20 12:15:02] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=16 architecture=[35] train_loss=0.191402 val_loss=0.183156 best=0.183156 es=0/5
[2026-05-20 12:15:04] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=17 architecture=[35] train_loss=0.191195 val_loss=0.182953 best=0.182953 es=0/5
[2026-05-20 12:15:07] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=18 architecture=[35] train_loss=0.190929 val_loss=0.182696 best=0.182696 es=0/5
[2026-05-20 12:15:10] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=19 architecture=[35] train_loss=0.190617 val_loss=0.182605 best=0.182696 es=1/5
[2026-05-20 12:15:12] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=20 architecture=[35] train_loss=0.190483 val_loss=0.182506 best=0.182506 es=0/5
[2026-05-20 12:15:15] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=21 architecture=[35] train_loss=0.190473 val_loss=0.182488 best=0.182506 es=1/5
[2026-05-20 12:15:18] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=22 architecture=[35] train_loss=0.190329 val_loss=0.182150 best=0.182150 es=0/5
[2026-05-20 12:15:21] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=23 architecture=[35] train_loss=0.190316 val_loss=0.182042 best=0.182042 es=0/5
[2026-05-20 12:15:23] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=24 architecture=[35] train_loss=0.190215 val_loss=0.182153 best=0.182042 es=1/5
[2026-05-20 12:15:26] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=25 architecture=[35] train_loss=0.190130 val_loss=0.181990 best=0.182042 es=2/5
[2026-05-20 12:15:29] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=26 architecture=[35] train_loss=0.190113 val_loss=0.182109 best=0.182042 es=3/5
[2026-05-20 12:15:32] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=27 architecture=[35] train_loss=0.190047 val_loss=0.182173 best=0.182042 es=4/5
[2026-05-20 12:15:35] [autoencoding][ae_width_to_depth][cand_034_d1_w35] epoch=28 architecture=[35] train_loss=0.189976 val_loss=0.182081 best=0.182042 es=5/5
