[2026-05-16 11:11:24] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 11:11:24] Logs: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_019_d2_w21/training_log.txt
[2026-05-16 11:11:24] CSV: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_019_d2_w21/training_stats.csv
[2026-05-16 11:11:27] [representation][ae_width_to_depth][cand_019_d2_w21] epoch=1 train_loss=0.500478 val_loss=0.488177 best=0.488177 es=0/5
[2026-05-16 11:11:30] [representation][ae_width_to_depth][cand_019_d2_w21] epoch=2 train_loss=0.482637 val_loss=0.481630 best=0.481630 es=0/5
[2026-05-16 11:11:32] [representation][ae_width_to_depth][cand_019_d2_w21] epoch=3 train_loss=0.478331 val_loss=0.478917 best=0.478917 es=0/5
[2026-05-16 11:11:35] [representation][ae_width_to_depth][cand_019_d2_w21] epoch=4 train_loss=0.476196 val_loss=0.476837 best=0.476837 es=0/5
[2026-05-16 11:11:37] [representation][ae_width_to_depth][cand_019_d2_w21] epoch=5 train_loss=0.474630 val_loss=0.475249 best=0.475249 es=0/5
[2026-05-16 11:11:40] [representation][ae_width_to_depth][cand_019_d2_w21] epoch=6 train_loss=0.473058 val_loss=0.473538 best=0.473538 es=0/5
[2026-05-16 11:11:42] [representation][ae_width_to_depth][cand_019_d2_w21] epoch=7 train_loss=0.471366 val_loss=0.471736 best=0.471736 es=0/5
[2026-05-16 11:11:45] [representation][ae_width_to_depth][cand_019_d2_w21] epoch=8 train_loss=0.469633 val_loss=0.469837 best=0.469837 es=0/5
[2026-05-16 11:11:47] [representation][ae_width_to_depth][cand_019_d2_w21] epoch=9 train_loss=0.467786 val_loss=0.467627 best=0.467627 es=0/5
[2026-05-16 11:11:50] [representation][ae_width_to_depth][cand_019_d2_w21] epoch=10 train_loss=0.465735 val_loss=0.465712 best=0.465712 es=0/5
[2026-05-16 11:11:52] [representation][ae_width_to_depth][cand_019_d2_w21] epoch=11 train_loss=0.463971 val_loss=0.464118 best=0.464118 es=0/5
[2026-05-16 11:11:55] [representation][ae_width_to_depth][cand_019_d2_w21] epoch=12 train_loss=0.462345 val_loss=0.462472 best=0.462472 es=0/5
[2026-05-16 11:11:58] [representation][ae_width_to_depth][cand_019_d2_w21] epoch=13 train_loss=0.461129 val_loss=0.461115 best=0.461115 es=0/5
[2026-05-16 11:12:00] [representation][ae_width_to_depth][cand_019_d2_w21] epoch=14 train_loss=0.459995 val_loss=0.460115 best=0.460115 es=0/5
[2026-05-16 11:12:02] [representation][ae_width_to_depth][cand_019_d2_w21] epoch=15 train_loss=0.459190 val_loss=0.459480 best=0.459480 es=0/5
[2026-05-16 11:12:05] [representation][ae_width_to_depth][cand_019_d2_w21] epoch=16 train_loss=0.458621 val_loss=0.458969 best=0.458969 es=0/5
[2026-05-16 11:12:07] [representation][ae_width_to_depth][cand_019_d2_w21] epoch=17 train_loss=0.458210 val_loss=0.458456 best=0.458456 es=0/5
[2026-05-16 11:12:10] [representation][ae_width_to_depth][cand_019_d2_w21] epoch=18 train_loss=0.457863 val_loss=0.458148 best=0.458148 es=0/5
[2026-05-16 11:12:12] [representation][ae_width_to_depth][cand_019_d2_w21] epoch=19 train_loss=0.457575 val_loss=0.457954 best=0.457954 es=0/5
[2026-05-16 11:12:15] [representation][ae_width_to_depth][cand_019_d2_w21] epoch=20 train_loss=0.457435 val_loss=0.457730 best=0.457730 es=0/5
[2026-05-16 11:12:17] [representation][ae_width_to_depth][cand_019_d2_w21] epoch=21 train_loss=0.457396 val_loss=0.457574 best=0.457574 es=0/5
[2026-05-16 11:12:20] [representation][ae_width_to_depth][cand_019_d2_w21] epoch=22 train_loss=0.457216 val_loss=0.457439 best=0.457439 es=0/5
[2026-05-16 11:12:23] [representation][ae_width_to_depth][cand_019_d2_w21] epoch=23 train_loss=0.457249 val_loss=0.457502 best=0.457439 es=1/5
[2026-05-16 11:12:25] [representation][ae_width_to_depth][cand_019_d2_w21] epoch=24 train_loss=0.457185 val_loss=0.457286 best=0.457286 es=0/5
[2026-05-16 11:12:28] [representation][ae_width_to_depth][cand_019_d2_w21] epoch=25 train_loss=0.456950 val_loss=0.457178 best=0.457178 es=0/5
[2026-05-16 11:12:30] [representation][ae_width_to_depth][cand_019_d2_w21] epoch=26 train_loss=0.456878 val_loss=0.457116 best=0.457178 es=1/5
