[2026-05-16 18:21:37] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 18:21:37] Logs: DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_030_d2_w32/training_log.txt
[2026-05-16 18:21:37] CSV: DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_030_d2_w32/training_stats.csv
[2026-05-16 18:21:41] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=1 train_loss=0.274799 val_loss=0.265273 best=0.265273 es=0/5
[2026-05-16 18:21:44] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=2 train_loss=0.266990 val_loss=0.261797 best=0.261797 es=0/5
[2026-05-16 18:21:47] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=3 train_loss=0.264722 val_loss=0.259459 best=0.259459 es=0/5
[2026-05-16 18:21:50] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=4 train_loss=0.262868 val_loss=0.257365 best=0.257365 es=0/5
[2026-05-16 18:21:53] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=5 train_loss=0.261204 val_loss=0.255154 best=0.255154 es=0/5
[2026-05-16 18:21:56] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=6 train_loss=0.259369 val_loss=0.253167 best=0.253167 es=0/5
[2026-05-16 18:21:59] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=7 train_loss=0.257527 val_loss=0.250923 best=0.250923 es=0/5
[2026-05-16 18:22:02] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=8 train_loss=0.255676 val_loss=0.248965 best=0.248965 es=0/5
[2026-05-16 18:22:05] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=9 train_loss=0.254214 val_loss=0.247252 best=0.247252 es=0/5
[2026-05-16 18:22:08] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=10 train_loss=0.252982 val_loss=0.245788 best=0.245788 es=0/5
[2026-05-16 18:22:12] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=11 train_loss=0.251773 val_loss=0.244676 best=0.244676 es=0/5
[2026-05-16 18:22:15] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=12 train_loss=0.250830 val_loss=0.243554 best=0.243554 es=0/5
[2026-05-16 18:22:18] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=13 train_loss=0.250065 val_loss=0.242738 best=0.242738 es=0/5
[2026-05-16 18:22:20] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=14 train_loss=0.249385 val_loss=0.242218 best=0.242218 es=0/5
[2026-05-16 18:22:23] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=15 train_loss=0.249174 val_loss=0.241777 best=0.241777 es=0/5
[2026-05-16 18:22:26] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=16 train_loss=0.248797 val_loss=0.241484 best=0.241484 es=0/5
[2026-05-16 18:22:30] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=17 train_loss=0.248468 val_loss=0.241197 best=0.241197 es=0/5
[2026-05-16 18:22:33] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=18 train_loss=0.248395 val_loss=0.241046 best=0.241046 es=0/5
[2026-05-16 18:22:36] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=19 train_loss=0.247996 val_loss=0.240867 best=0.240867 es=0/5
[2026-05-16 18:22:39] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=20 train_loss=0.247963 val_loss=0.240829 best=0.240867 es=1/5
[2026-05-16 18:22:42] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=21 train_loss=0.247642 val_loss=0.240554 best=0.240554 es=0/5
[2026-05-16 18:22:47] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=22 train_loss=0.247538 val_loss=0.240445 best=0.240445 es=0/5
[2026-05-16 18:22:51] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=23 train_loss=0.247524 val_loss=0.240727 best=0.240445 es=1/5
[2026-05-16 18:22:55] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=24 train_loss=0.247441 val_loss=0.240472 best=0.240445 es=2/5
[2026-05-16 18:22:59] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=25 train_loss=0.247417 val_loss=0.240402 best=0.240445 es=3/5
[2026-05-16 18:23:02] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=26 train_loss=0.247426 val_loss=0.240453 best=0.240445 es=4/5
[2026-05-16 18:23:05] [autoencoding][ae_width_to_depth][cand_030_d2_w32] epoch=27 train_loss=0.247396 val_loss=0.240388 best=0.240445 es=5/5
