[2026-05-16 17:04:15] Initialized ContinuousLogger for representation_random (Mode: random)
[2026-05-16 17:04:15] Logs: DAE/DNN/results/search_suite_20260516/representation/random/cand_003_d2_w8/training_log.txt
[2026-05-16 17:04:15] CSV: DAE/DNN/results/search_suite_20260516/representation/random/cand_003_d2_w8/training_stats.csv
[2026-05-16 17:04:18] [representation][random][cand_003_d2_w8] epoch=1 train_loss=1.158542 val_loss=1.049899 best=1.049899 es=0/5
[2026-05-16 17:04:21] [representation][random][cand_003_d2_w8] epoch=2 train_loss=1.077473 val_loss=1.035322 best=1.035322 es=0/5
[2026-05-16 17:04:24] [representation][random][cand_003_d2_w8] epoch=3 train_loss=1.025229 val_loss=1.007367 best=1.007367 es=0/5
[2026-05-16 17:04:27] [representation][random][cand_003_d2_w8] epoch=4 train_loss=0.990715 val_loss=0.981162 best=0.981162 es=0/5
[2026-05-16 17:04:31] [representation][random][cand_003_d2_w8] epoch=5 train_loss=0.966258 val_loss=0.960681 best=0.960681 es=0/5
[2026-05-16 17:04:34] [representation][random][cand_003_d2_w8] epoch=6 train_loss=0.947439 val_loss=0.944039 best=0.944039 es=0/5
[2026-05-16 17:04:37] [representation][random][cand_003_d2_w8] epoch=7 train_loss=0.931943 val_loss=0.929949 best=0.929949 es=0/5
[2026-05-16 17:04:40] [representation][random][cand_003_d2_w8] epoch=8 train_loss=0.918635 val_loss=0.917666 best=0.917666 es=0/5
[2026-05-16 17:04:43] [representation][random][cand_003_d2_w8] epoch=9 train_loss=0.906954 val_loss=0.906706 best=0.906706 es=0/5
[2026-05-16 17:04:46] [representation][random][cand_003_d2_w8] epoch=10 train_loss=0.896407 val_loss=0.896647 best=0.896647 es=0/5
[2026-05-16 17:04:50] [representation][random][cand_003_d2_w8] epoch=11 train_loss=0.886767 val_loss=0.887282 best=0.887282 es=0/5
[2026-05-16 17:04:53] [representation][random][cand_003_d2_w8] epoch=12 train_loss=0.877836 val_loss=0.878594 best=0.878594 es=0/5
[2026-05-16 17:04:56] [representation][random][cand_003_d2_w8] epoch=13 train_loss=0.869492 val_loss=0.870521 best=0.870521 es=0/5
[2026-05-16 17:04:59] [representation][random][cand_003_d2_w8] epoch=14 train_loss=0.861730 val_loss=0.863083 best=0.863083 es=0/5
[2026-05-16 17:05:03] [representation][random][cand_003_d2_w8] epoch=15 train_loss=0.854467 val_loss=0.856010 best=0.856010 es=0/5
[2026-05-16 17:05:06] [representation][random][cand_003_d2_w8] epoch=16 train_loss=0.847585 val_loss=0.849374 best=0.849374 es=0/5
[2026-05-16 17:05:09] [representation][random][cand_003_d2_w8] epoch=17 train_loss=0.841093 val_loss=0.842992 best=0.842992 es=0/5
[2026-05-16 17:05:12] [representation][random][cand_003_d2_w8] epoch=18 train_loss=0.835036 val_loss=0.837176 best=0.837176 es=0/5
[2026-05-16 17:05:15] [representation][random][cand_003_d2_w8] epoch=19 train_loss=0.829496 val_loss=0.831897 best=0.831897 es=0/5
[2026-05-16 17:05:18] [representation][random][cand_003_d2_w8] epoch=20 train_loss=0.824399 val_loss=0.826975 best=0.826975 es=0/5
[2026-05-16 17:05:21] [representation][random][cand_003_d2_w8] epoch=21 train_loss=0.819689 val_loss=0.822587 best=0.822587 es=0/5
[2026-05-16 17:05:24] [representation][random][cand_003_d2_w8] epoch=22 train_loss=0.815367 val_loss=0.818440 best=0.818440 es=0/5
[2026-05-16 17:05:27] [representation][random][cand_003_d2_w8] epoch=23 train_loss=0.811399 val_loss=0.814749 best=0.814749 es=0/5
[2026-05-16 17:05:31] [representation][random][cand_003_d2_w8] epoch=24 train_loss=0.807758 val_loss=0.811252 best=0.811252 es=0/5
[2026-05-16 17:05:34] [representation][random][cand_003_d2_w8] epoch=25 train_loss=0.804392 val_loss=0.808069 best=0.808069 es=0/5
[2026-05-16 17:05:37] [representation][random][cand_003_d2_w8] epoch=26 train_loss=0.801317 val_loss=0.805097 best=0.805097 es=0/5
[2026-05-16 17:05:40] [representation][random][cand_003_d2_w8] epoch=27 train_loss=0.798466 val_loss=0.802342 best=0.802342 es=0/5
[2026-05-16 17:05:43] [representation][random][cand_003_d2_w8] epoch=28 train_loss=0.795825 val_loss=0.799773 best=0.799773 es=0/5
[2026-05-16 17:05:47] [representation][random][cand_003_d2_w8] epoch=29 train_loss=0.793384 val_loss=0.797411 best=0.797411 es=0/5
[2026-05-16 17:05:50] [representation][random][cand_003_d2_w8] epoch=30 train_loss=0.791088 val_loss=0.795182 best=0.795182 es=0/5
