[2026-06-15 08:39:54] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-15 08:39:54] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_04/simulation/cand_778_d7_w126/training_log.txt
[2026-06-15 08:39:54] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_04/simulation/cand_778_d7_w126/training_stats.csv
[2026-06-15 08:39:54] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.014810 val_loss=0.006684 best=0.006684 es=0/10
[2026-06-15 08:39:55] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.008338 val_loss=0.004495 best=0.004495 es=0/10
[2026-06-15 08:39:55] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.009498 val_loss=0.001545 best=0.001545 es=0/10
[2026-06-15 08:39:55] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.001854 val_loss=0.002157 best=0.002157 es=0/10
[2026-06-15 08:39:56] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.006183 val_loss=0.002480 best=0.002480 es=0/10
[2026-06-15 08:39:56] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.002362 val_loss=0.000796 best=0.000796 es=0/10
[2026-06-15 08:39:56] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.003347 val_loss=0.001113 best=0.001113 es=0/10
[2026-06-15 08:39:56] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.002790 val_loss=0.001262 best=0.001262 es=0/10
[2026-06-15 08:39:56] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.000969 val_loss=0.001815 best=0.001815 es=0/10
[2026-06-15 08:39:57] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.005359 val_loss=0.001631 best=0.001631 es=0/10
[2026-06-15 08:39:57] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.001254 val_loss=0.000771 best=0.000771 es=0/10
[2026-06-15 08:39:57] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.001586 val_loss=0.000794 best=0.000794 es=0/10
[2026-06-15 08:39:57] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.002127 val_loss=0.000683 best=0.000683 es=0/10
[2026-06-15 08:39:58] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.001326 val_loss=0.000909 best=0.000909 es=0/10
[2026-06-15 08:39:58] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.000808 val_loss=0.000720 best=0.000720 es=0/10
[2026-06-15 08:39:58] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.001399 val_loss=0.000571 best=0.000571 es=0/10
[2026-06-15 08:39:59] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.000979 val_loss=0.000369 best=0.000369 es=0/10
[2026-06-15 08:39:59] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.000670 val_loss=0.000370 best=0.000370 es=0/10
[2026-06-15 08:39:59] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.001543 val_loss=0.000473 best=0.000473 es=0/10
[2026-06-15 08:39:59] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.000524 val_loss=0.000371 best=0.000371 es=0/10
[2026-06-15 08:40:00] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.001136 val_loss=0.000684 best=0.000684 es=0/10
[2026-06-15 08:40:00] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.001884 val_loss=0.000501 best=0.000501 es=0/10
[2026-06-15 08:40:00] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.000468 val_loss=0.000412 best=0.000412 es=0/10
[2026-06-15 08:40:00] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.003048 val_loss=0.000283 best=0.000283 es=0/10
[2026-06-15 08:40:01] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.001367 val_loss=0.000542 best=0.000542 es=0/10
[2026-06-15 08:40:01] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.001148 val_loss=0.000609 best=0.000609 es=0/10
[2026-06-15 08:40:01] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 23] train_loss=0.000873 val_loss=0.000497 best=0.000497 es=0/10
