[2026-06-11 02:15:05] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-11 02:15:05] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_01/simulation/cand_851_d7_w126/training_log.txt
[2026-06-11 02:15:05] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_01/simulation/cand_851_d7_w126/training_stats.csv
[2026-06-11 02:15:05] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 96] train_loss=0.005148 val_loss=0.000842 best=0.000842 es=0/10
[2026-06-11 02:15:05] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 96] train_loss=0.001794 val_loss=0.004161 best=0.004161 es=0/10
[2026-06-11 02:15:06] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 96] train_loss=0.004737 val_loss=0.001689 best=0.001689 es=0/10
[2026-06-11 02:15:06] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 96] train_loss=0.001644 val_loss=0.001167 best=0.001167 es=0/10
[2026-06-11 02:15:06] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 96] train_loss=0.003600 val_loss=0.001988 best=0.001988 es=0/10
[2026-06-11 02:15:06] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 96] train_loss=0.002800 val_loss=0.000955 best=0.000955 es=0/10
[2026-06-11 02:15:06] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 96] train_loss=0.001350 val_loss=0.000804 best=0.000804 es=0/10
[2026-06-11 02:15:06] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 96] train_loss=0.002345 val_loss=0.000714 best=0.000714 es=0/10
[2026-06-11 02:15:07] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 96] train_loss=0.002923 val_loss=0.000678 best=0.000678 es=0/10
[2026-06-11 02:15:07] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 96] train_loss=0.002018 val_loss=0.000695 best=0.000695 es=0/10
[2026-06-11 02:15:07] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 96] train_loss=0.001060 val_loss=0.000778 best=0.000778 es=0/10
[2026-06-11 02:15:07] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 96] train_loss=0.001247 val_loss=0.000892 best=0.000892 es=0/10
[2026-06-11 02:15:07] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 96] train_loss=0.001021 val_loss=0.000361 best=0.000361 es=0/10
[2026-06-11 02:15:08] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 96] train_loss=0.000684 val_loss=0.000254 best=0.000254 es=0/10
[2026-06-11 02:15:08] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 96] train_loss=0.000400 val_loss=0.000516 best=0.000516 es=0/10
[2026-06-11 02:15:08] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 96] train_loss=0.002738 val_loss=0.000402 best=0.000402 es=0/10
[2026-06-11 02:15:08] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 96] train_loss=0.000366 val_loss=0.000277 best=0.000277 es=0/10
[2026-06-11 02:15:08] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 96] train_loss=0.001241 val_loss=0.000223 best=0.000223 es=0/10
[2026-06-11 02:15:08] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 96] train_loss=0.000465 val_loss=0.000281 best=0.000281 es=0/10
[2026-06-11 02:15:09] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 96] train_loss=0.002128 val_loss=0.000346 best=0.000346 es=0/10
[2026-06-11 02:15:09] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 96] train_loss=0.001312 val_loss=0.000346 best=0.000346 es=0/10
[2026-06-11 02:15:09] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 96] train_loss=0.000553 val_loss=0.000178 best=0.000178 es=0/10
[2026-06-11 02:15:09] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 96] train_loss=0.000700 val_loss=0.000164 best=0.000164 es=0/10
[2026-06-11 02:15:09] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126, 96] train_loss=0.000674 val_loss=0.000155 best=0.000155 es=0/10
