[2026-06-14 03:05:29] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-14 03:05:29] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_03/simulation/cand_524_d5_w106/training_log.txt
[2026-06-14 03:05:29] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/main_without_denoising_v1/repeat_03/simulation/cand_524_d5_w106/training_stats.csv
[2026-06-14 03:05:30] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.002963 val_loss=0.002484 best=0.002484 es=0/10
[2026-06-14 03:05:30] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.002670 val_loss=0.001263 best=0.001263 es=0/10
[2026-06-14 03:05:30] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.002374 val_loss=0.001678 best=0.001678 es=0/10
[2026-06-14 03:05:31] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.002161 val_loss=0.000849 best=0.000849 es=0/10
[2026-06-14 03:05:31] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.001969 val_loss=0.001903 best=0.001903 es=0/10
[2026-06-14 03:05:31] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.001579 val_loss=0.001255 best=0.001255 es=0/10
[2026-06-14 03:05:31] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.001474 val_loss=0.000856 best=0.000856 es=0/10
[2026-06-14 03:05:32] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.002727 val_loss=0.000610 best=0.000610 es=0/10
[2026-06-14 03:05:32] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.000853 val_loss=0.000791 best=0.000791 es=0/10
[2026-06-14 03:05:33] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.001140 val_loss=0.000489 best=0.000489 es=0/10
[2026-06-14 03:05:33] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.001157 val_loss=0.000705 best=0.000705 es=0/10
[2026-06-14 03:05:33] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.001833 val_loss=0.000640 best=0.000640 es=0/10
[2026-06-14 03:05:34] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.000618 val_loss=0.000342 best=0.000342 es=0/10
[2026-06-14 03:05:34] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.000629 val_loss=0.000382 best=0.000382 es=0/10
[2026-06-14 03:05:34] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.001107 val_loss=0.000338 best=0.000338 es=0/10
[2026-06-14 03:05:34] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.000438 val_loss=0.000409 best=0.000409 es=0/10
[2026-06-14 03:05:35] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.001165 val_loss=0.000514 best=0.000514 es=0/10
[2026-06-14 03:05:35] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.000516 val_loss=0.000229 best=0.000229 es=0/10
[2026-06-14 03:05:35] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.000212 val_loss=0.000204 best=0.000204 es=0/10
[2026-06-14 03:05:36] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.000988 val_loss=0.000243 best=0.000243 es=0/10
[2026-06-14 03:05:36] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.001252 val_loss=0.000173 best=0.000173 es=0/10
[2026-06-14 03:05:36] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.002737 val_loss=0.000399 best=0.000399 es=0/10
[2026-06-14 03:05:37] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.000617 val_loss=0.000718 best=0.000718 es=0/10
[2026-06-14 03:05:37] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.000781 val_loss=0.000722 best=0.000722 es=0/10
[2026-06-14 03:05:37] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.002994 val_loss=0.000423 best=0.000423 es=0/10
[2026-06-14 03:05:37] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.000542 val_loss=0.000276 best=0.000276 es=0/10
[2026-06-14 03:05:38] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.001165 val_loss=0.000372 best=0.000372 es=0/10
[2026-06-14 03:05:38] Epoch 1 | architecture=[106, 106, 106, 106, 101] train_loss=0.001189 val_loss=0.000225 best=0.000225 es=0/10
