task,phase,candidate_index,candidate_dir,architecture,best_val,best_epoch,final_epoch,best_checkpoint,last_checkpoint,improved_over_global,search_phase,width_fail,depth_fail
denoising,stl_ablation_r01_d05_w0037_37_37_37_37_37,0,cand_000_d5_w37,"[37, 37, 37, 37, 37]",0.13585756884150815,165,175,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1_param_10pow04_06/denoising/_children/stl_ablation_r01_d05_w0037_37_37_37_37_37/denoising/stl_ablation_r01_d05_w0037_37_37_37_37_37/cand_000_d5_w37/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/stl/ablation/parammatched_decade_v1_param_10pow04_06/denoising/_children/stl_ablation_r01_d05_w0037_37_37_37_37_37/denoising/stl_ablation_r01_d05_w0037_37_37_37_37_37/cand_000_d5_w37/checkpoint_last.pt,True,stl_ablation_r01_d05_w0037_37_37_37_37_37,0,0
