task,phase,candidate_index,candidate_dir,architecture,best_val,best_epoch,final_epoch,best_checkpoint,last_checkpoint,improved_over_global,search_phase,width_fail,depth_fail,consecutive_fail,width_stage_improved,width_stage_margin_fail,width_stage_anchor_val,width_stage_margin_pct
denoising,ae_alt_depth,0,cand_000_d1_w1,[1],1.0013888060171525,266,271,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_depth/cand_000_d1_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_depth/cand_000_d1_w1/checkpoint_last.pt,True,depth,0,0,0,False,0,,
denoising,ae_alt_depth,1,cand_001_d2_w1,"[1, 1]",1.0044932581837092,171,176,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_depth/cand_001_d2_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_depth/cand_001_d2_w1/checkpoint_last.pt,False,depth,0,1,1,False,0,,
denoising,ae_alt_depth,2,cand_002_d3_w1,"[1, 1, 1]",1.006859808261049,14,19,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_depth/cand_002_d3_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_depth/cand_002_d3_w1/checkpoint_last.pt,False,depth,0,2,2,False,0,,
denoising,ae_alt_depth,3,cand_003_d4_w1,"[1, 1, 1, 1]",1.0157503408174404,5,10,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_depth/cand_003_d4_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_depth/cand_003_d4_w1/checkpoint_last.pt,False,depth,0,3,3,False,0,,
denoising,ae_alt_depth,4,cand_004_d5_w1,"[1, 1, 1, 1, 1]",1.040394534744787,2,7,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_depth/cand_004_d5_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_depth/cand_004_d5_w1/checkpoint_last.pt,False,depth,0,4,4,False,0,,
denoising,ae_alt_depth,5,cand_005_d6_w1,"[1, 1, 1, 1, 1, 1]",1.0722475000606408,29,34,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_depth/cand_005_d6_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_depth/cand_005_d6_w1/checkpoint_last.pt,False,depth,0,5,5,False,0,,
denoising,ae_alt_depth,6,cand_006_d6_w2,"[2, 1, 1, 1, 1, 1]",1.0193692831937213,16,21,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_depth/cand_006_d6_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_depth/cand_006_d6_w2/checkpoint_last.pt,False,width,0,0,5,False,0,,
denoising,ae_alt_depth,7,cand_007_d6_w2,"[2, 2, 1, 1, 1, 1]",1.0147283574514727,40,45,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_depth/cand_007_d6_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_depth/cand_007_d6_w2/checkpoint_last.pt,False,width,0,0,5,False,0,,
denoising,ae_alt_depth,8,cand_008_d6_w2,"[2, 2, 2, 1, 1, 1]",1.0131641869583885,11,16,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_depth/cand_008_d6_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_depth/cand_008_d6_w2/checkpoint_last.pt,False,width,0,0,5,False,0,,
denoising,ae_alt_depth,9,cand_009_d6_w2,"[2, 2, 2, 2, 1, 1]",1.0125842769409288,28,33,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_depth/cand_009_d6_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_alt_depth/cand_009_d6_w2/checkpoint_last.pt,False,width,0,0,5,False,0,,
